uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
83531,1,2,14,7,7,8,17,22,26,19,22,30
66640,19,23,27,10,18,22,10,15,33,19,45,53
48427,4,18,29,7,13,18,17,20,28,11,25,32
45272,4,23,45,8,17,23,1,4,10,2,11,37
56158,13,24,27,15,25,50,4,33,40,27,34,34
39898,9,17,38,4,12,12,2,17,32,13,15,17
52644,1,17,24,20,38,45,3,5,5,2,20,22
63693,10,30,46,0,10,16,8,21,31,10,29,35
35461,12,12,14,1,6,12,17,34,47,23,23,28
38302,6,10,12,6,14,33,29,36,43,10,14,16
93276,2,4,4,0,23,27,18,24,32,10,23,25
15702,10,29,45,24,43,63,11,37,60,9,18,18
02490,3,13,26,17,27,35,9,11,19,7,13,19
75104,10,16,43,17,30,46,26,26,27,0,4,8
50558,1,17,19,11,22,32,8,19,27,15,32,40
87568,4,15,22,0,0,6,4,4,14,10,16,16
67400,7,13,37,4,14,44,1,7,15,5,13,22
37819,29,46,54,3,15,18,2,7,12,18,21,29
44461,16,18,29,0,9,10,6,11,26,0,28,32
56164,10,12,13,2,32,39,22,44,58,23,23,25
06479,6,16,18,2,19,23,15,27,34,11,32,37
01019,12,26,28,5,8,11,16,25,25,14,27,45
46503,6,22,28,10,13,22,14,39,43,6,14,24
25752,20,33,45,4,6,16,5,23,42,8,26,50
16914,1,3,17,17,28,34,20,34,42,11,18,44
52460,11,39,54,8,11,18,4,19,29,10,29,32
61577,9,11,11,2,6,6,29,43,60,7,17,23
77189,1,3,7,0,16,25,5,27,41,1,15,21
69002,10,28,28,8,26,32,2,7,11,28,47,50
73173,14,39,47,2,13,14,8,20,30,20,44,49
37997,11,12,12,26,54,70,4,12,15,10,12,30
93727,24,35,40,30,38,43,2,15,25,1,11,28
71248,10,14,19,28,33,53,0,1,10,15,20,24
04210,6,12,31,3,12,15,0,8,38,21,23,24
38011,19,20,39,3,7,21,13,21,36,4,10,12
95286,16,32,41,9,23,25,8,19,49,20,50,63
31026,0,21,42,5,10,18,8,14,27,0,9,17
81871,0,4,20,11,13,25,24,28,28,30,40,47
75577,9,39,51,2,32,40,0,7,15,13,14,19
70592,9,17,19,10,20,20,20,29,29,15,24,36
64760,17,34,45,2,9,9,11,12,26,6,8,10
61485,28,42,43,5,15,16,3,18,37,7,13,13
36458,8,35,52,15,34,61,2,2,5,8,13,40
36478,8,32,33,13,17,21,3,20,28,25,40,58
50997,4,19,24,26,30,40,8,12,29,8,16,34
95420,8,13,30,18,20,37,7,12,24,11,15,39
35403,15,20,30,8,14,18,18,40,47,8,9,36
46569,17,20,22,17,24,34,22,50,69,19,38,46
49462,22,39,41,11,18,34,17,27,34,10,13,19
31749,26,42,49,2,28,30,10,27,28,29,37,57
93553,1,3,12,2,11,11,11,19,25,0,11,21
36864,11,15,24,11,11,20,0,10,24,1,7,11
85045,11,16,38,25,33,47,14,18,38,20,28,54
23683,2,5,9,22,24,38,17,21,29,10,10,18
63471,13,23,30,8,15,42,5,10,24,20,25,52
37316,1,6,16,9,22,41,10,15,25,18,35,65
82963,10,30,41,9,9,11,13,40,47,9,30,59
25492,14,42,47,3,9,28,7,25,30,19,24,31
43673,16,43,45,11,20,25,4,28,29,10,35,36
99196,18,29,29,19,37,46,3,14,19,2,4,23
93539,23,38,42,13,31,48,7,19,40,11,19,29
71847,5,17,34,27,30,59,17,17,19,0,11,35
96734,9,17,36,3,32,39,7,8,29,0,10,16
53632,16,32,41,6,13,28,4,5,14,3,8,15
04586,5,22,40,10,11,18,18,38,50,4,4,9
11620,3,8,10,23,23,25,26,26,32,8,11,16
02269,4,12,20,1,5,19,10,12,15,26,26,35
17932,7,23,27,6,11,18,12,20,38,19,19,21
89971,20,23,39,11,27,30,3,22,35,9,15,15
66873,11,16,19,4,18,37,4,12,15,9,9,9
66879,14,22,22,18,27,48,4,23,40,1,19,26
31871,4,12,18,14,25,37,7,12,16,5,15,25
25751,2,3,8,20,27,52,1,1,8,0,7,11
41493,19,31,32,5,24,25,2,18,46,4,9,9
46202,4,20,24,18,21,25,0,10,12,10,16,37
63645,30,32,32,3,18,18,4,21,28,12,28,48
74971,10,19,23,19,24,37,3,4,4,24,33,41
54664,7,14,43,17,31,39,8,15,32,15,43,56
62335,2,15,22,20,20,37,25,39,47,15,18,46
86786,19,26,36,0,10,19,9,22,28,15,21,21
96682,1,3,17,13,32,36,17,22,31,10,15,31
41126,9,38,40,13,38,45,23,29,38,3,12,17
98425,27,27,32,6,11,29,1,22,29,5,10,10
53507,21,27,39,17,24,43,12,22,36,20,48,57
46302,2,4,10,0,3,17,7,15,41,9,15,27
63768,6,12,32,19,27,51,4,11,12,25,26,35
67044,9,18,44,11,14,42,15,33,47,12,19,26
22275,9,19,34,9,21,31,8,21,37,10,26,28
05720,4,8,8,4,24,31,9,14,19,3,13,20
47697,18,20,29,0,10,24,5,21,25,10,35,43
80931,8,12,12,5,7,27,19,28,32,4,14,18
64408,2,18,23,2,3,14,4,4,25,9,12,14
07329,15,25,26,3,22,39,19,48,57,11,25,52
17346,13,34,43,2,20,27,8,12,18,2,5,7
70357,0,8,11,2,9,13,4,6,12,2,16,29
79896,5,14,17,18,27,31,20,35,37,15,17,34
08575,5,17,25,9,39,59,14,41,61,9,17,22
24452,4,8,25,7,9,19,5,13,31,6,12,21
71437,10,23,29,3,3,30,3,11,21,12,15,21
95472,0,16,23,11,16,35,18,39,54,5,15,19
94033,10,19,23,20,29,31,6,15,21,20,25,30
04010,18,37,38,21,25,30,2,14,25,10,18,26
04138,13,17,26,12,14,19,1,6,26,0,9,11
25329,3,13,13,2,28,48,0,22,38,5,8,35
10959,7,18,24,14,14,14,9,29,29,10,40,51
03440,6,10,12,15,24,34,29,31,33,15,33,47
66516,9,15,28,11,18,24,2,12,28,19,47,56
11141,3,23,24,0,5,32,20,24,28,6,11,11
33854,5,6,34,2,6,9,5,7,12,1,2,4
59159,29,31,40,16,20,20,0,11,26,11,15,28
76637,2,16,24,0,1,14,7,19,27,19,25,37
81548,6,25,32,2,20,26,14,22,27,30,50,55
77678,0,3,8,1,4,13,17,44,61,7,25,33
86981,0,8,18,1,26,46,22,22,30,10,20,21
81398,9,22,41,10,11,11,18,25,29,0,10,31
21200,11,20,20,12,29,37,4,10,16,20,23,32
64292,16,18,34,13,23,29,3,3,6,15,33,35
76411,1,22,27,5,10,40,3,9,36,26,56,81
41885,0,7,19,28,51,60,20,23,37,10,22,51
21076,3,8,8,8,10,10,17,17,18,7,14,23
49608,3,8,15,17,24,35,3,5,10,0,2,30
80720,15,23,30,3,15,21,17,23,35,18,36,39
72197,7,15,18,7,13,27,4,24,31,0,3,18
41797,20,40,50,2,5,9,30,37,67,8,18,37
