uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
28693,10,20,24,14,14,38,0,3,9,10,18,24
58974,5,12,17,1,7,13,4,22,50,26,32,55
29965,29,33,59,18,18,23,0,12,13,6,19,19
78208,1,10,30,28,41,48,4,25,33,1,10,29
06699,9,19,35,15,21,27,7,17,25,10,16,20
91622,8,13,17,2,3,18,7,33,44,0,8,22
95847,8,17,26,6,15,20,7,10,18,1,28,40
15681,20,29,29,27,38,46,1,8,35,16,31,31
02354,13,15,22,10,13,40,22,34,50,9,23,34
58073,13,14,32,14,31,48,4,4,12,2,9,13
56289,6,20,45,16,16,36,20,26,35,4,15,18
05008,3,19,27,2,14,29,3,12,20,7,7,23
17288,2,24,25,5,30,42,0,5,7,19,23,45
00690,6,16,17,7,25,45,19,21,41,5,15,19
41862,8,10,30,8,11,21,1,5,7,15,25,42
03146,19,28,56,15,16,24,26,27,51,10,17,32
46225,0,9,27,19,34,40,6,25,27,7,12,21
74152,10,11,19,3,20,24,3,21,41,9,16,19
80986,15,16,18,0,2,18,4,21,24,6,12,16
82267,9,21,21,6,21,41,2,2,27,2,15,33
61739,1,6,15,4,9,25,9,35,44,6,23,43
87374,0,19,22,19,24,48,3,9,29,13,23,32
96408,5,15,18,2,11,11,10,23,40,3,7,14
02376,9,14,17,6,9,16,17,21,22,29,47,51
28911,12,28,32,9,18,34,29,30,32,9,29,38
60424,9,28,39,1,6,23,3,5,19,7,37,46
08104,9,13,31,13,43,46,1,4,24,8,18,32
58757,3,17,21,0,24,32,9,26,47,12,13,33
10800,22,25,54,10,10,27,5,10,15,10,13,42
40850,27,39,57,15,42,50,28,35,42,5,9,17
71435,15,15,22,15,37,55,19,33,37,19,34,53
33292,12,12,22,2,11,20,6,15,21,10,10,17
62776,3,20,44,5,12,27,2,5,12,3,31,31
61022,22,26,26,27,35,38,8,12,30,10,18,31
18789,17,27,35,8,13,21,1,16,20,5,20,32
62402,6,10,37,4,18,20,18,20,25,24,33,39
41144,14,23,26,7,12,24,2,30,38,10,40,41
76964,7,14,14,1,2,9,4,9,37,4,19,20
24944,0,0,3,13,31,32,0,0,7,12,15,25
47551,8,12,13,14,15,32,4,23,28,5,9,9
84489,20,23,23,3,24,38,1,11,30,24,42,50
42024,17,23,28,8,16,26,8,17,26,0,7,13
05236,3,28,58,8,13,23,3,17,26,11,31,35
41382,9,12,14,1,21,23,15,18,19,6,26,37
10251,9,18,20,19,22,23,3,15,34,13,33,47
30539,8,31,39,9,18,33,5,28,34,16,17,27
25310,23,34,40,5,10,11,20,27,40,11,19,44
77419,3,5,10,25,26,34,14,19,27,5,23,28
