uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
60585,2,11,12,14,16,33,26,34,41
73662,3,11,12,1,7,27,8,23,29
43303,6,13,17,18,21,30,15,23,28
82222,6,13,30,27,47,48,9,21,34
16295,12,12,14,2,8,22,9,24,33
60581,4,10,19,11,16,34,11,18,19
53260,21,38,48,1,11,25,3,5,11
83162,4,21,27,20,20,35,0,3,15
45601,1,10,18,5,8,16,15,15,16
16803,20,32,37,9,17,22,12,26,33
85816,19,23,38,26,40,47,26,40,41
29485,2,4,24,15,36,37,3,3,8
94518,6,8,10,8,9,17,15,32,41
68018,0,17,19,9,24,40,8,20,31
17976,16,21,28,7,20,27,7,9,18
85824,18,19,35,6,12,20,24,35,51
03918,17,21,25,2,10,40,1,4,15
66436,9,36,46,12,22,38,23,26,46
86788,7,32,48,13,20,34,24,30,30
90581,5,25,35,16,23,23,1,8,14
54603,15,20,45,20,27,34,15,18,24
48993,27,46,68,3,3,13,8,15,25
13424,1,16,24,9,19,24,3,17,31
75561,2,5,8,30,34,36,17,18,30
16313,19,21,23,0,4,10,6,7,13
90575,4,4,8,1,6,16,20,33,42
05531,15,17,19,11,31,31,9,17,34
75654,2,18,25,15,21,29,5,17,36
13124,1,7,36,1,20,28,5,6,9
00201,4,11,19,29,31,56,5,11,16
76349,14,16,31,0,1,1,13,16,24
94076,28,46,64,10,12,19,19,26,31
76330,0,8,18,10,19,21,19,28,36
54482,28,39,40,8,34,41,9,38,62
25903,8,12,13,27,52,78,11,39,43
15808,27,36,45,29,43,46,9,17,41
52244,3,13,22,16,39,46,2,12,30
78042,2,5,25,2,8,14,17,33,48
10918,1,4,17,3,4,6,26,33,63
87302,4,19,25,10,10,19,15,17,18
57808,17,22,49,9,21,29,3,9,24
88971,14,28,34,18,48,52,4,10,40
64232,14,16,36,11,18,30,0,4,5
42214,14,14,28,18,48,72,3,11,11
95349,12,23,46,16,24,24,1,4,10
22253,22,32,36,6,13,16,4,11,17
96056,1,7,16,12,14,33,3,18,21
40040,19,31,39,3,8,24,0,26,44
11196,9,24,31,0,26,34,20,29,58
64995,28,36,60,17,34,38,9,37,51
19891,8,15,26,25,31,44,13,20,29
61678,0,13,24,13,30,31,4,7,22
83169,1,29,37,30,36,49,9,25,36
21245,3,28,34,8,11,12,6,8,10
23476,7,12,17,1,10,26,20,29,35
10440,2,12,34,10,15,20,16,45,61
12649,24,32,39,2,2,3,16,31,37
56768,2,16,34,12,13,13,5,13,19
22270,9,27,38,14,17,29,2,11,28
52847,0,8,12,11,13,14,1,17,18
46180,10,30,42,6,14,14,13,21,35
56148,7,16,34,13,13,31,2,21,21
12802,0,7,14,14,23,29,23,26,36
48560,13,14,21,10,25,40,9,14,30
84883,5,9,14,20,30,35,5,27,33
60748,7,27,44,13,18,24,15,21,50
33288,1,17,25,6,23,31,8,13,31
53580,10,18,23,3,5,6,0,4,4
54654,8,34,39,1,17,28,7,19,19
80514,18,18,48,7,16,33,4,14,17
93931,7,14,25,6,20,21,9,38,55
37660,13,23,23,21,46,70,6,14,21
71264,6,14,29,20,35,43,6,7,34
88997,26,39,42,4,28,34,6,9,28
79274,12,19,27,7,25,30,26,45,62
35465,2,11,21,0,2,7,10,24,45
29419,1,26,30,0,2,13,7,26,36
57673,27,46,54,8,21,28,18,19,43
38224,6,21,25,12,40,43,5,13,16
22999,7,26,53,15,15,20,6,35,45
50884,6,12,24,28,33,39,5,29,33
87447,11,17,25,9,18,45,10,12,29
88914,4,4,10,23,31,31,10,13,24
51276,1,16,32,1,7,33,25,25,26
48527,3,10,28,12,25,40,5,15,20
63432,6,6,19,2,5,6,12,16,40
59408,16,22,29,5,5,5,14,18,36
23417,6,14,30,17,22,39,20,27,38
52254,15,25,47,10,14,19,4,8,23
17374,9,30,40,0,21,25,6,14,32
86978,7,18,26,6,11,22,3,10,13
22271,4,22,22,6,10,21,13,23,36
08491,26,28,32,18,25,26,14,34,42
10346,5,18,18,14,17,24,4,6,22
80483,6,15,18,9,16,17,9,34,49
14193,1,9,9,6,25,30,0,13,25
24852,17,31,52,7,8,8,10,23,29
32966,7,20,25,7,16,18,16,41,48
10649,18,21,24,5,8,8,24,37,39
26375,15,25,37,16,21,38,16,26,26
75277,30,31,39,26,30,37,13,23,31
35930,3,4,11,16,26,44,30,54,64
45452,20,27,38,9,13,26,15,32,44
36767,7,28,36,18,27,34,14,23,34
95026,1,19,34,6,14,22,15,29,33
95717,23,50,54,22,41,46,6,14,14
09417,28,31,33,25,45,47,5,11,19
70133,0,2,8,12,28,40,23,27,33
71503,16,25,53,6,7,34,5,12,38
14817,8,27,30,10,17,29,3,14,24
29555,10,19,21,23,27,31,7,14,22
32016,6,6,28,12,29,33,12,21,38
09896,24,24,34,3,7,26,7,10,11
33413,1,19,36,18,34,59,2,10,27
62818,16,22,27,1,12,18,5,25,38
38161,11,31,33,11,29,56,8,16,17
69100,19,29,36,14,20,29,10,31,32
64752,8,9,15,16,30,35,7,23,40
16902,22,27,43,10,33,50,1,7,8
40378,7,18,29,14,14,24,8,38,39
44455,3,10,18,6,22,26,0,2,12
84385,23,29,30,8,35,43,28,33,33
10432,0,9,15,12,17,23,4,9,20
63507,5,32,34,5,32,36,8,16,42
88347,3,19,19,10,23,31,14,42,46
74519,4,23,30,9,18,34,16,16,24
22204,24,32,35,6,16,26,0,19,20
85577,3,16,19,15,21,27,19,43,61
36338,11,40,50,29,47,53,28,32,38
65360,25,32,60,15,20,28,20,27,36
97416,11,22,40,12,12,24,10,13,21
70402,18,22,38,27,27,31,20,30,48
84771,8,16,25,20,30,36,6,25,47
92905,18,18,45,15,18,33,1,26,27
51734,28,37,40,4,8,8,6,19,42
27285,0,20,20,6,19,28,9,21,24
29920,4,11,20,12,34,36,4,26,37
33618,11,13,19,13,22,24,2,10,12
97969,6,14,18,1,10,21,5,5,15
01699,7,13,33,7,27,43,8,10,40
92086,19,24,25,3,13,17,20,27,50
68951,1,4,6,20,26,28,1,7,14
32925,3,13,39,6,36,41,4,5,19
20066,19,22,46,1,6,14,1,1,4
99750,3,14,31,8,9,13,21,31,37
79709,2,25,33,5,6,22,12,15,37
50492,14,17,36,15,18,28,3,13,32
82456,6,25,30,4,34,40,5,15,30
78673,2,3,22,2,5,12,18,26,27
05654,4,10,16,12,15,19,1,20,29
78739,1,5,17,8,11,35,10,14,20
44474,3,5,21,16,22,33,8,23,23
23052,4,17,29,5,29,38,13,31,60
95243,14,36,40,0,11,17,30,38,49
07780,28,48,52,18,21,23,24,26,29
74918,2,9,9,17,25,26,19,25,28
10610,25,34,34,0,7,9,12,22,29
97136,1,10,19,8,18,26,9,15,41
77124,8,17,20,23,37,44,11,16,22
78808,10,19,34,28,38,48,2,6,9
39209,19,26,31,3,11,26,16,18,28
46673,6,8,18,3,33,42,27,32,45
80891,10,12,15,3,3,7,9,21,21
77399,6,17,17,7,14,17,5,25,41
69383,9,28,42,9,26,30,8,21,41
36036,14,17,19,1,7,10,4,23,45
59481,14,22,39,14,18,31,6,9,15
42663,4,22,38,4,12,17,2,28,28
19264,12,12,42,7,17,17,10,17,21
26598,16,17,33,21,21,36,8,20,32
29799,2,7,17,4,7,12,20,26,56
16740,6,9,10,3,18,19,2,7,7
89234,9,10,32,2,10,10,1,4,11
22019,1,8,14,3,23,37,8,26,34
17772,14,24,29,0,5,18,10,10,38
42389,14,18,27,17,21,22,0,2,6
85901,10,17,27,7,26,31,26,30,47
13142,6,32,41,1,9,15,9,33,50
20948,19,40,43,2,9,17,0,23,29
38652,5,14,43,8,8,26,9,23,26
07687,7,15,35,3,6,13,16,39,49
62218,0,2,6,5,16,23,1,1,14
86195,10,31,36,0,0,30,2,29,36
34496,5,8,17,1,9,9,6,17,23
08010,18,20,23,10,11,15,10,29,38
55786,3,24,35,10,20,20,11,11,13
20014,5,31,36,2,32,41,9,10,13
91952,6,22,28,13,29,30,27,44,45
75670,2,3,3,3,17,20,14,23,27
93950,21,27,30,26,27,27,11,20,28
52109,9,9,11,9,31,45,15,26,35
89118,18,27,38,3,12,35,13,21,37
56108,10,15,21,23,36,46,12,14,29
65865,9,11,21,10,29,34,1,6,11
48500,10,10,13,17,44,48,6,15,17
21627,9,21,31,16,16,25,9,15,17
07884,23,25,36,21,38,40,16,27,31
84124,3,10,14,9,25,28,28,28,34
81721,10,20,34,1,18,25,8,14,36
55572,4,17,23,6,20,38,6,16,38
51949,10,30,35,1,3,14,9,10,39
12370,7,30,35,2,12,37,18,27,42
35055,13,30,30,8,10,10,3,24,31
22298,17,29,36,3,23,28,6,11,23
45575,28,37,47,3,33,38,5,12,12
62024,18,18,19,9,10,22,15,25,29
75692,17,45,55,7,10,30,13,32,42
19412,13,25,32,0,2,4,7,16,17
69161,1,9,10,8,33,62,2,3,16
14843,18,25,41,7,13,19,21,25,55
46048,1,5,7,16,22,40,19,19,26
79151,2,8,8,12,12,15,21,37,39
48289,8,27,35,2,7,30,28,40,53
07487,20,30,40,7,14,18,7,21,39
28232,11,18,23,8,37,52,19,19,20
99225,16,24,35,20,24,33,6,17,25
53548,3,25,35,4,6,16,6,15,32
74104,9,18,21,16,16,18,29,32,44
03881,29,47,55,8,21,27,18,27,33
69899,7,7,18,16,32,42,4,17,44
94349,13,14,21,21,40,53,21,26,35
81346,5,28,30,21,29,37,28,38,67
04098,11,15,38,9,25,43,15,19,44
82364,7,13,24,10,20,20,2,7,15
94542,9,27,33,10,21,23,0,25,45
06070,3,12,18,18,24,25,1,10,21
51872,3,5,12,11,13,23,9,9,10
98749,4,31,34,13,17,19,3,4,19
13656,12,41,43,30,47,55,8,23,32
79514,8,36,58,3,9,16,8,22,37
86485,2,9,21,21,26,26,2,12,21
42379,3,3,6,20,32,33,9,22,29
53204,3,5,5,2,5,33,25,43,67
81740,30,35,35,19,20,27,0,3,13
87504,12,28,30,11,18,31,9,23,26
14184,17,42,71,1,4,4,5,30,39
95766,14,43,49,1,6,26,1,17,17
79867,11,17,34,9,9,19,25,28,32
52976,23,43,47,29,33,48,0,8,12
27944,6,8,8,5,7,23,10,34,36
66527,28,53,57,8,8,19,2,29,34
46117,11,11,13,17,32,41,19,28,37
32866,30,37,39,8,31,51,15,23,42
75926,1,1,30,8,11,17,20,23,40
43570,13,15,19,10,18,38,21,25,38
94785,0,5,24,2,10,11,2,2,9
63065,4,24,25,2,17,31,13,21,47
44351,0,13,22,26,30,55,2,12,18
86640,4,9,14,7,23,39,5,10,18
48533,3,12,41,5,30,40,30,40,58
49305,12,21,25,30,47,49,9,38,43
12278,3,21,24,5,6,23,10,13,23
99326,18,27,28,16,23,26,8,20,20
12208,9,13,25,9,28,44,19,21,41
24029,28,48,52,10,20,36,9,15,27
51475,11,12,42,1,6,16,11,16,35
62943,7,12,20,6,11,25,2,23,33
69062,5,15,17,15,45,54,7,11,11
44905,15,25,32,10,13,31,5,31,60
44391,4,16,18,27,52,57,15,26,30
58752,6,7,15,21,34,37,5,19,29
01958,19,19,25,1,20,37,2,11,24
23808,10,13,31,1,9,15,10,13,39
87670,9,9,11,2,14,40,0,17,25
91466,13,31,57,1,5,7,10,19,29
45746,9,19,28,0,6,11,1,12,21
23502,10,18,40,3,26,35,12,12,17
40039,11,23,33,9,26,33,8,16,19
98255,2,8,26,9,39,43,20,23,24
62596,9,16,17,22,30,35,0,20,29
87563,14,15,25,4,7,14,9,9,24
50640,5,25,25,9,14,34,3,5,5
11136,0,24,27,27,32,38,3,24,31
49951,1,3,11,9,12,22,17,18,38
79982,29,32,33,0,0,19,8,14,21
91848,1,1,10,2,22,42,1,16,16
04291,4,9,16,11,23,23,3,10,20
02924,15,27,33,6,29,39,4,10,33
10135,5,24,27,0,5,17,6,10,20
27321,14,23,32,2,29,30,15,24,30
21721,10,24,41,0,12,22,29,37,40
86583,18,24,25,0,8,9,6,23,47
45996,5,11,39,5,27,37,5,14,15
55102,9,37,56,27,33,36,9,21,34
57696,0,6,10,17,32,34,19,44,45
25442,6,11,41,18,20,27,1,27,31
66132,15,21,22,18,25,27,5,30,54
20551,5,16,22,8,16,20,1,11,39
86094,1,7,30,9,35,49,18,45,46
81657,12,17,33,25,27,44,8,17,17
28684,15,24,26,14,27,36,2,5,20
99605,4,14,33,1,7,18,5,11,31
28222,0,9,14,30,56,61,8,18,27
07310,3,7,24,5,8,18,10,25,30
27953,28,48,49,18,30,45,4,13,26
05791,8,16,34,2,6,26,17,23,42
43129,16,29,39,10,39,55,6,16,18
30458,22,23,37,13,24,40,18,42,43
24937,0,0,8,6,10,13,8,25,30
88687,17,19,24,0,25,37,29,49,53
19083,15,19,34,24,31,39,10,39,49
50736,16,20,39,11,41,58,28,31,37
83524,1,16,35,7,10,22,6,15,19
86817,14,16,27,14,41,43,13,21,31
55004,8,9,27,10,18,25,26,32,39
83931,13,32,35,13,29,40,8,9,28
40294,0,3,14,10,17,18,13,23,25
40529,18,28,43,4,13,27,7,9,9
90865,17,36,42,4,7,36,1,7,19
04752,14,20,29,2,21,46,6,25,31
79110,2,3,25,13,22,25,11,41,69
81210,10,19,38,8,14,15,13,16,26
62834,2,23,25,18,28,47,14,15,24
53202,5,32,49,6,8,18,13,13,15
45419,25,31,34,1,8,36,1,2,7
02656,2,20,26,1,27,55,19,23,26
14070,12,22,27,13,15,17,8,28,52
83578,4,12,23,15,15,21,13,19,33
79126,3,7,19,7,13,14,10,26,33
40938,15,29,36,2,14,17,17,25,34
46776,9,18,37,9,9,14,4,17,22
31516,9,13,21,3,21,42,17,18,28
76657,1,14,22,1,2,20,19,35,41
52998,0,2,17,3,11,18,16,17,23
53383,30,32,59,13,21,37,10,29,36
72733,0,6,12,3,16,35,20,25,25
26326,26,42,43,10,13,16,0,8,14
87322,1,30,30,5,10,21,30,42,71
27152,7,20,21,1,10,15,12,22,35
54245,10,14,21,9,18,25,22,30,37
22287,17,36,43,6,13,17,1,4,13
35695,14,29,31,30,38,38,2,18,24
14111,8,25,32,7,8,25,12,16,20
59500,0,24,26,16,28,33,2,6,11
16757,11,15,45,1,3,9,22,23,26
83860,6,10,35,8,35,40,22,22,23
00047,9,31,35,6,7,15,0,2,5
35614,3,10,16,2,10,17,4,11,30
76698,15,16,35,16,31,39,10,29,29
69199,1,6,12,27,30,33,12,15,22
65314,25,53,82,0,0,15,4,7,10
72324,20,22,33,0,0,1,15,27,53
08128,7,16,28,5,6,10,1,12,12
20783,8,10,25,1,9,10,0,6,12
82609,14,23,29,5,33,43,9,10,16
83469,7,12,18,6,6,21,3,7,17
55728,20,26,45,5,9,9,20,32,56
43711,20,31,47,4,10,16,23,43,43
08068,18,20,22,19,20,23,4,5,6
05537,9,9,18,28,45,46,26,45,54
15750,3,31,41,17,24,29,2,26,30
22335,11,29,32,9,9,14,5,15,36
13386,1,30,35,7,25,32,2,12,13
09626,9,19,35,2,21,31,8,18,18
69634,26,27,37,5,13,18,13,15,25
05660,21,26,26,9,14,34,21,30,57
23949,19,29,31,9,13,13,20,26,42
79859,11,19,47,13,19,22,6,16,18
65680,0,10,39,6,14,20,5,8,23
97465,2,12,42,5,15,20,18,30,37
05664,17,27,28,9,19,20,11,12,29
26831,4,24,43,2,12,39,23,25,27
92139,5,15,32,6,21,22,12,20,20
49536,8,37,38,8,26,44,24,32,40
12981,10,20,37,1,1,6,18,20,39
91412,5,14,28,15,41,58,11,20,28
07868,7,28,36,13,14,21,30,33,46
77548,1,9,13,25,28,55,4,11,38
84629,10,33,35,4,27,46,9,18,23
82474,18,27,32,8,8,11,9,21,38
86301,17,37,38,7,11,41,1,6,11
29461,12,17,32,16,31,53,5,32,32
78919,6,13,26,10,36,49,16,38,66
