uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
08279,7,22,35,11,11,29,2,14,42,1,16,32
63952,8,17,27,6,22,45,9,18,22,9,10,12
61143,10,14,24,21,26,29,6,29,38,11,11,18
51521,9,17,27,3,24,40,4,16,19,1,13,20
96480,2,7,7,10,28,35,17,35,35,6,11,17
70510,3,10,24,1,20,22,8,29,40,11,11,25
79164,4,7,13,4,9,14,8,14,24,13,16,19
09667,6,21,31,2,13,20,3,8,9,5,16,23
53506,10,23,30,25,38,43,5,26,30,20,50,80
16657,4,20,25,26,27,35,9,14,38,0,3,18
65710,6,11,38,10,37,57,16,32,42,17,19,23
90917,7,13,19,1,11,15,8,18,23,17,44,47
27582,8,24,29,5,8,16,2,5,31,7,25,27
04314,25,34,45,19,33,40,2,5,28,10,11,20
84166,1,1,10,1,1,21,6,8,25,3,13,18
23839,8,8,13,3,7,7,5,10,21,1,31,39
83112,15,31,31,5,5,33,25,50,51,9,35,37
41819,25,43,59,4,14,40,2,10,26,7,12,13
45640,9,14,16,4,11,14,20,24,35,0,8,17
91497,8,8,16,19,35,49,4,8,8,3,19,20
59585,8,11,23,24,51,56,3,12,38,17,26,30
36572,1,2,8,1,16,26,6,11,11,11,23,48
15601,2,20,25,17,33,33,6,9,17,3,21,22
80798,20,28,33,5,22,23,4,13,25,4,8,9
17582,18,22,23,27,32,52,11,17,18,14,44,54
67759,17,25,35,29,37,56,14,22,29,5,12,22
12705,9,21,37,17,34,43,10,39,49,9,29,35
18333,5,10,13,28,32,51,13,21,44,9,16,34
02172,21,23,28,21,27,31,13,13,31,14,19,26
78064,9,29,41,6,15,24,11,28,34,8,19,26
68375,9,33,39,15,22,50,3,8,26,16,17,28
24636,17,28,43,20,20,31,10,18,23,1,30,39
17451,3,23,30,0,5,22,23,32,33,9,13,19
67995,1,22,38,8,28,33,2,6,17,0,5,18
52055,9,29,33,3,21,22,6,8,18,20,27,32
84870,9,23,30,9,38,53,24,24,32,7,20,20
47993,0,7,28,6,26,43,0,1,6,29,58,68
05452,3,10,36,3,13,35,8,17,17,1,5,13
47231,2,32,35,24,34,53,7,11,14,5,11,14
39445,1,20,20,14,42,52,16,16,32,9,11,39
35953,6,12,24,6,13,33,5,21,50,29,37,39
94938,3,20,21,13,22,50,8,10,10,6,11,19
94886,4,5,6,4,5,15,3,11,21,16,29,38
03582,5,10,20,10,28,47,27,34,62,5,10,12
02375,18,23,35,17,21,25,0,9,17,8,20,22
16863,5,11,11,10,26,29,3,22,42,2,24,33
74721,14,17,26,3,12,24,5,20,33,9,14,29
26433,12,22,35,12,16,25,10,18,29,8,8,13
83755,2,12,27,1,11,23,24,35,43,25,44,49
76663,8,17,20,9,10,36,13,14,14,3,8,18
95065,16,21,43,7,16,17,22,22,26,4,9,16
70889,0,6,21,20,31,40,8,8,11,19,24,40
26759,20,22,27,6,11,27,3,12,12,8,10,16
13341,5,14,28,11,26,40,8,24,32,4,8,14
48439,4,21,37,0,12,32,5,10,14,4,9,14
25019,5,28,32,11,11,12,10,25,45,4,9,22
51320,5,30,46,20,27,30,4,6,7,1,2,7
67852,9,12,27,4,14,26,16,31,43,9,10,12
64725,5,22,24,5,18,35,26,46,51,7,15,24
32014,5,7,12,15,36,36,3,16,20,8,14,28
33870,10,26,46,6,14,23,9,38,52,10,17,32
76524,3,9,16,5,16,24,6,13,17,1,18,18
72163,12,26,36,1,26,43,1,11,13,9,19,19
88932,12,21,26,0,1,11,4,24,42,4,28,47
80486,17,24,31,10,21,22,25,35,43,10,19,23
91454,0,17,30,7,16,25,16,21,24,12,12,19
28529,0,10,18,15,22,50,10,22,25,16,16,40
88744,5,7,15,4,17,38,6,11,12,5,16,22
45866,3,13,27,6,14,27,18,42,44,10,20,36
90494,18,32,38,16,34,34,6,7,22,1,11,29
31818,27,42,50,10,25,50,24,42,50,26,28,54
76826,16,34,44,9,22,29,19,35,51,7,33,35
19065,6,14,20,3,6,9,24,37,53,4,17,18
01227,3,5,6,10,19,23,10,17,21,9,15,27
85649,1,11,21,18,42,52,30,33,45,3,8,35
71498,29,38,56,29,31,34,10,18,23,5,10,12
42392,13,13,43,19,45,46,3,22,40,3,7,33
54124,1,14,16,3,23,26,21,30,33,24,43,51
31282,12,17,21,18,37,52,23,29,30,12,17,20
34752,26,26,52,20,36,37,8,25,36,9,18,18
34825,13,16,18,22,40,44,9,10,11,7,25,32
73764,9,17,21,1,1,14,16,18,19,10,27,35
39865,25,49,79,9,13,18,6,8,17,7,33,36
97468,8,19,25,10,13,13,24,50,53,25,28,42
95668,6,13,17,30,33,61,2,26,36,8,37,44
44545,16,20,29,23,42,46,7,12,31,5,18,33
35423,7,14,35,4,15,32,1,12,15,11,13,23
31657,14,23,42,8,17,28,1,17,27,16,20,24
76691,4,13,31,15,15,25,9,13,14,4,10,18
52310,7,10,20,17,22,30,9,18,36,0,12,35
08393,5,15,42,5,16,16,9,10,23,12,13,26
20641,10,16,19,2,2,7,19,37,41,1,31,32
02213,2,30,30,2,21,25,5,21,24,0,21,22
87281,0,4,6,7,10,39,9,9,17,13,27,44
80748,15,27,38,4,6,7,10,25,35,3,5,5
60806,16,26,35,7,7,11,2,29,36,10,12,12
16170,4,5,14,7,16,20,20,49,67,17,32,48
19029,11,32,37,14,33,37,3,11,36,30,34,39
81493,23,45,61,13,25,28,16,19,22,3,26,32
97144,6,13,42,10,14,24,9,19,47,26,32,40
72377,0,1,4,19,26,30,8,25,28,7,17,22
09176,10,16,21,26,27,45,14,38,46,6,13,32
97806,2,9,11,0,10,13,4,24,34,14,40,46
83409,9,24,34,24,42,72,5,11,16,1,11,12
40221,3,8,9,6,14,19,15,36,45,2,5,13
57441,5,12,19,7,17,24,6,31,31,17,20,29
81476,7,18,35,1,20,29,23,26,28,8,14,27
67188,5,25,28,1,8,17,2,2,18,19,20,20
58608,0,5,9,12,31,47,13,18,25,12,21,22
79777,9,17,43,11,17,36,9,17,29,10,29,36
73756,15,24,28,12,15,16,9,27,27,3,13,15
12656,9,39,39,15,20,36,4,13,22,4,13,28
59100,2,15,22,7,15,21,9,19,39,12,25,39
40673,3,13,33,2,10,10,7,23,32,4,7,21
58392,5,6,11,6,10,23,16,21,26,14,33,46
00558,2,26,28,0,18,22,8,8,8,7,24,26
71639,23,29,29,19,36,41,1,6,19,3,25,50
81261,4,6,30,21,28,35,2,26,40,11,24,35
73880,19,36,57,22,36,50,25,44,45,15,27,28
24576,5,24,37,7,22,29,5,6,15,7,27,45
54296,2,20,24,3,8,13,9,18,20,0,26,32
52098,20,23,26,1,2,22,18,27,31,17,27,38
26237,0,10,16,12,21,30,0,4,21,11,39,41
88164,5,6,21,16,21,42,14,24,26,0,11,28
10149,13,32,48,10,25,25,3,12,12,6,9,14
59035,24,27,29,17,27,42,9,23,38,20,36,41
06911,0,5,12,10,18,21,6,23,36,0,1,31
01946,2,8,38,11,30,36,29,42,44,7,17,29
14559,18,21,25,7,25,34,16,43,49,27,39,46
28919,27,38,53,19,22,26,10,33,44,9,11,22
52123,28,34,43,8,13,20,3,5,7,10,27,31
17504,14,23,26,2,17,17,6,24,37,12,19,39
66160,10,16,32,29,40,45,23,32,58,17,24,27
73827,0,5,6,8,22,49,19,34,39,8,18,25
56067,4,9,16,2,30,59,10,20,28,4,16,22
16386,29,38,49,1,7,14,29,39,41,23,33,36
55909,4,10,14,16,21,38,0,10,28,0,7,15
22303,2,32,36,6,7,10,1,24,38,5,33,41
52603,9,13,18,14,29,30,14,15,17,9,17,22
48266,26,44,54,29,30,33,10,14,31,5,8,30
17550,7,20,49,4,15,34,7,15,45,1,6,17
80342,7,13,21,10,23,24,1,1,1,1,5,9
58134,10,25,29,2,3,24,7,10,20,9,17,33
74175,7,9,36,16,17,27,16,45,68,3,9,23
99706,4,13,19,9,26,26,6,26,30,3,7,17
77143,7,13,23,27,34,46,0,25,28,17,27,51
26064,6,22,31,18,40,57,16,18,32,3,4,23
10742,15,35,65,19,39,67,8,11,20,5,30,40
25088,2,23,32,12,14,17,8,22,33,6,9,19
20216,16,19,29,3,4,20,2,26,38,12,15,28
71256,4,4,4,2,22,28,20,50,56,7,14,42
97334,16,17,29,18,26,28,4,16,20,29,47,66
59298,21,28,28,25,29,39,5,8,20,8,18,24
11402,10,19,29,8,13,28,13,38,54,0,4,6
67651,2,12,28,6,11,17,14,16,25,13,20,45
88198,6,23,29,7,8,28,6,6,6,2,10,30
76651,1,6,13,8,12,13,0,12,21,21,42,50
32625,10,15,17,26,28,56,19,29,38,5,5,20
77805,6,12,15,3,12,17,11,20,35,2,5,8
11201,9,12,14,0,0,8,10,16,25,9,19,22
15551,0,9,28,6,18,43,9,28,32,4,12,23
76665,12,14,20,0,15,25,13,36,44,14,26,42
43555,3,18,22,5,31,32,7,12,24,7,33,36
94866,0,10,26,4,21,38,10,29,32,3,20,31
90896,1,7,9,8,11,17,7,8,11,7,14,29
35892,0,11,41,29,39,41,19,25,40,17,19,22
74897,11,27,33,19,32,45,4,14,16,8,17,27
08868,9,9,28,1,7,26,3,26,56,18,24,38
52458,3,3,8,28,47,48,1,27,43,9,9,18
03098,5,16,46,6,18,22,7,15,21,7,25,29
11712,1,5,11,4,10,13,19,20,26,4,20,31
17272,5,10,12,17,24,37,19,32,43,17,28,46
96471,22,28,30,10,11,17,21,43,44,0,17,20
16234,5,30,31,7,7,26,26,47,49,3,3,17
61689,19,26,50,4,6,6,9,16,25,5,29,38
81404,26,30,32,6,14,23,1,3,3,7,11,22
17268,2,8,22,0,1,15,7,14,16,18,46,58
29196,2,9,28,10,29,50,26,52,74,23,45,70
54509,20,28,28,9,31,37,18,26,54,13,14,17
28579,1,7,17,0,13,15,7,17,25,2,10,14
39107,5,10,30,1,5,30,25,26,28,2,19,31
31925,21,32,38,3,10,27,6,8,17,8,31,47
25904,9,21,23,14,22,37,20,35,47,5,29,41
88544,19,22,52,21,46,55,12,14,21,4,13,13
91416,7,34,42,9,10,20,2,19,47,27,35,50
08996,2,19,24,11,25,46,5,10,18,6,10,28
56255,7,16,25,5,11,19,5,5,7,16,33,48
16579,10,24,32,12,20,23,11,15,24,30,48,52
