uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
93245,9,16,24,9,10,11,10,22,52
64043,2,28,37,24,29,32,10,25,41
94292,25,35,40,28,50,75,9,11,12
92012,2,22,24,4,13,29,12,13,40
74199,0,18,23,16,37,54,8,36,47
92005,1,8,33,28,35,44,17,19,21
17927,2,2,8,12,17,22,19,21,28
90506,15,23,33,6,22,38,5,9,14
47810,9,23,26,4,9,10,2,7,37
45186,6,15,17,2,11,11,3,13,29
40052,9,33,40,8,8,33,3,18,33
71382,19,29,42,12,13,18,8,22,42
06662,2,15,31,8,24,35,14,37,59
43419,24,49,54,20,46,51,25,27,40
22121,7,16,46,29,30,33,9,14,20
08302,2,24,30,15,22,49,5,6,19
98349,18,47,50,8,19,22,1,3,5
44709,12,20,23,28,31,47,10,24,30
79068,9,27,36,1,30,40,29,29,32
42151,2,5,19,6,11,31,23,31,35
77394,1,6,13,15,19,47,30,43,53
38040,3,17,18,2,23,34,15,44,58
79496,8,27,45,3,9,13,0,4,10
49082,6,9,17,6,8,12,20,20,23
46673,16,36,36,18,35,39,12,34,51
83069,20,28,52,5,28,45,18,26,35
38219,0,6,19,15,23,31,10,22,38
73064,13,33,41,5,14,33,11,26,49
36997,17,28,32,10,28,35,19,23,39
60474,17,25,40,11,32,33,17,23,25
83808,8,16,19,16,27,31,19,27,28
33325,18,36,65,0,11,12,9,20,27
37589,6,7,21,11,38,65,7,14,24
11056,9,16,32,12,29,35,2,22,27
12771,5,24,35,2,26,30,4,4,10
84246,3,3,5,5,6,19,8,11,32
17193,5,12,16,0,8,14,3,20,33
79528,14,22,23,24,39,59,6,34,35
72202,9,25,50,20,25,29,9,16,30
21106,4,15,22,10,14,25,23,46,46
78825,24,37,50,2,2,8,5,34,42
41037,0,6,16,5,6,6,13,17,28
58966,22,27,37,7,13,19,16,18,31
60198,5,24,34,14,19,23,7,13,20
48639,6,33,44,17,33,36,28,30,37
60385,2,29,47,3,16,22,9,25,37
99097,6,10,34,7,7,16,14,21,26
80230,8,8,27,2,9,11,21,28,42
56464,15,28,44,15,34,61,1,5,13
83065,4,30,33,4,28,42,24,32,34
19875,3,18,36,0,5,5,14,29,30
84706,2,21,50,14,20,45,6,26,43
84562,18,33,62,20,35,51,1,6,14
74236,0,24,35,12,39,52,29,34,53
04700,27,32,40,7,17,21,7,17,24
08431,7,14,28,26,26,40,24,31,34
23928,20,29,38,5,9,19,6,14,31
17761,21,36,43,5,33,35,10,12,29
16883,5,34,60,19,26,42,11,15,41
55483,7,9,31,3,9,29,16,26,53
70275,14,27,28,6,18,34,2,2,18
84887,15,16,18,13,22,27,26,37,45
21168,26,26,49,8,26,26,20,33,35
35168,9,10,20,19,20,35,2,16,22
66664,11,14,32,0,5,16,12,21,28
77168,16,16,24,0,4,18,10,24,29
48335,7,11,18,9,24,31,26,32,32
14483,10,10,17,19,35,53,8,26,46
22647,2,6,12,14,27,31,10,21,35
77754,0,1,19,16,26,27,1,11,12
29755,20,23,36,13,26,43,7,12,13
99032,5,19,39,0,13,31,2,9,11
37103,7,24,25,9,19,30,0,15,22
75137,6,23,35,7,20,28,2,2,8
87968,6,8,22,1,2,9,9,12,41
16097,3,5,19,1,6,27,0,19,38
55809,24,27,27,14,18,25,8,11,14
43404,15,30,35,10,16,19,10,33,41
81765,8,25,38,12,40,49,1,7,16
14347,10,26,42,0,13,21,20,27,41
67121,17,35,43,9,39,48,11,35,45
34792,9,23,40,24,32,45,29,53,57
10724,1,3,9,9,15,19,17,23,31
40050,8,17,22,4,32,42,3,5,10
