uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
94622,3,5,8,1,29,39,2,8,14
81891,14,19,28,13,17,43,5,5,9
49728,2,5,9,22,34,34,7,17,37
72875,7,7,13,1,20,30,22,23,27
35371,9,24,27,3,19,29,24,36,64
16317,3,3,8,18,24,34,29,37,42
30656,11,21,28,23,25,30,12,16,20
24375,5,10,10,6,17,18,10,17,27
16670,16,43,52,6,12,19,0,9,9
48320,9,14,44,27,30,49,20,31,33
02484,22,33,34,6,15,44,0,17,25
40337,3,11,14,1,6,15,8,12,15
94217,13,16,24,0,3,9,18,24,28
65762,19,23,48,1,5,6,19,27,47
17923,1,1,9,4,16,27,12,30,31
85782,2,10,36,8,11,33,17,24,25
97355,10,26,35,0,5,8,21,38,53
10298,13,19,39,6,9,13,4,8,13
84597,3,3,15,3,24,37,16,40,46
05699,23,40,60,2,3,10,19,25,26
28560,30,44,55,9,12,17,5,8,12
99161,24,29,42,10,29,46,30,34,58
01792,10,28,47,13,27,27,23,29,44
88569,14,22,34,3,10,31,2,18,30
24044,13,20,23,16,28,30,10,17,18
39651,29,30,50,14,18,21,4,4,15
38843,10,10,15,5,29,31,5,22,41
44652,4,9,12,6,27,32,1,9,23
05354,8,16,26,7,25,55,24,54,64
09814,5,31,36,11,21,40,0,5,6
86866,28,51,60,2,4,23,9,24,39
12446,11,30,33,0,11,25,6,13,21
61719,19,21,25,13,42,62,10,21,41
90782,30,34,50,0,17,30,13,26,54
23987,10,26,50,8,12,16,8,33,34
30145,8,12,36,22,31,34,3,3,4
96097,11,16,21,10,15,20,2,2,14
01051,17,20,26,12,16,19,14,18,29
56447,10,27,44,8,36,41,7,18,20
64885,26,30,37,8,17,22,24,38,39
64309,30,40,69,9,23,30,20,21,29
86973,15,31,41,1,17,20,2,17,27
72912,27,41,55,6,7,24,2,6,34
91565,17,19,22,11,12,16,9,20,20
18058,4,27,36,8,22,32,29,31,32
70624,22,45,45,17,28,28,5,10,30
11394,10,25,27,9,9,27,0,5,15
75422,5,11,28,9,26,44,5,8,16
88062,5,18,21,5,8,8,16,16,28
25996,6,12,24,2,22,30,9,16,23
09496,24,33,44,5,28,44,8,19,28
98137,10,19,29,14,27,31,13,28,52
23578,5,6,8,16,26,35,11,13,22
56470,23,23,51,2,5,31,7,26,35
42087,10,10,18,29,50,55,0,10,26
91250,7,13,23,9,18,38,8,27,44
89801,11,13,13,23,24,50,14,17,20
03813,6,6,7,20,50,61,12,22,49
17505,16,31,38,9,34,51,19,27,36
12902,0,23,23,5,14,21,16,17,20
05324,12,28,29,10,12,40,6,14,30
45908,0,0,20,4,22,32,14,19,19
73676,29,47,48,2,12,27,5,12,29
05864,21,39,67,22,25,35,9,30,34
87839,10,27,27,7,24,27,0,3,22
85115,3,12,17,2,19,47,1,29,32
63466,3,29,40,0,26,54,7,9,13
97451,9,17,26,4,9,36,22,51,57
73400,19,27,42,9,20,27,2,20,23
55902,11,35,38,17,18,38,14,43,44
52942,6,6,17,2,7,17,7,24,24
25418,0,30,40,5,28,35,3,31,34
37171,9,21,21,7,28,38,15,34,42
36189,0,13,27,19,27,31,4,23,29
47541,12,15,44,21,24,24,10,11,28
39485,20,31,33,4,16,18,21,39,49
10839,20,40,48,3,6,21,4,6,18
05613,9,9,16,28,38,42,15,16,26
56013,14,41,47,30,30,55,8,21,34
90830,0,28,32,14,27,34,0,20,22
14609,25,32,62,13,17,22,7,26,32
78927,12,18,28,4,17,26,13,43,48
84245,1,12,21,13,23,26,9,19,20
96904,3,6,21,1,10,27,8,23,29
01186,8,22,36,12,16,20,23,24,26
59375,4,12,16,11,30,34,8,16,16
79659,6,13,22,4,9,19,1,8,13
82059,8,14,27,26,26,35,12,12,15
48272,5,10,25,8,15,23,1,3,16
38540,19,22,27,2,2,12,4,15,16
47537,17,32,35,16,16,16,4,22,47
44840,4,12,16,9,9,21,6,14,22
10260,3,25,28,16,26,32,12,20,26
99490,14,39,40,4,20,26,5,10,19
38044,2,26,36,30,33,45,8,17,31
18705,8,31,51,14,27,37,12,21,32
17113,19,22,32,9,12,15,19,32,40
82373,20,28,36,3,9,9,8,26,29
25535,3,11,11,17,25,28,7,23,24
37843,4,10,16,10,29,31,17,20,33
50558,17,38,41,1,16,26,10,23,35
14813,11,32,62,11,17,41,4,20,22
18984,9,14,15,19,35,57,3,20,21
64134,0,2,22,9,14,40,8,9,32
21607,20,27,30,8,24,34,17,19,35
83179,19,20,26,4,14,25,8,35,65
68519,15,23,33,2,9,29,8,17,22
55080,6,11,11,3,30,41,30,42,51
01829,13,18,37,1,14,18,16,30,31
46746,3,3,7,8,14,20,9,14,24
23781,13,20,34,7,9,9,2,8,13
84707,5,13,15,10,12,21,2,3,6
31832,23,25,36,14,22,32,19,19,37
20445,4,5,6,14,17,28,5,6,20
52787,8,17,19,1,10,18,13,13,31
10900,2,5,22,6,36,44,10,13,17
35163,9,25,43,7,7,14,8,23,26
74847,3,5,23,21,44,58,2,6,16
39061,9,18,21,0,13,22,5,18,31
55665,17,32,35,20,32,45,7,14,14
55639,12,12,14,1,10,16,23,29,34
15349,4,12,25,16,21,42,10,11,16
31791,25,26,30,16,36,47,8,11,14
02626,8,11,15,10,30,49,8,14,24
67164,2,27,31,6,35,40,9,17,40
19831,21,29,34,2,14,31,3,10,26
90228,0,10,11,8,22,22,3,23,27
85202,3,7,16,16,16,25,6,9,17
11608,6,14,15,3,4,33,1,28,38
47512,4,9,11,13,24,29,0,14,24
15544,9,31,38,10,12,20,5,7,16
87509,24,42,66,0,9,9,23,29,58
25889,15,18,28,1,9,19,10,11,30
64324,17,20,30,5,21,31,2,13,17
94430,4,9,17,19,27,29,9,19,24
06924,7,9,19,4,10,28,15,39,48
14604,7,12,37,18,25,32,3,7,7
37550,7,9,39,6,21,24,3,18,24
71998,17,27,57,1,11,11,9,15,33
69773,12,17,27,5,13,18,10,15,26
31649,5,13,21,15,16,19,5,7,9
61488,0,3,4,14,42,45,10,20,20
86735,1,2,9,1,22,28,27,55,66
60296,14,29,39,0,8,31,8,36,37
47425,5,10,19,4,11,30,1,4,25
34920,9,17,27,6,16,25,6,22,27
24008,5,14,21,4,7,17,2,20,46
37503,2,22,35,19,37,60,10,31,39
87833,19,24,34,0,18,25,4,5,14
44772,8,17,19,3,23,31,0,1,2
50266,28,36,43,0,1,8,14,29,37
28637,2,9,12,11,26,27,8,8,9
12893,10,30,60,26,45,45,3,10,12
35889,7,33,38,16,18,18,27,33,42
62324,8,21,49,9,24,38,7,18,22
62185,8,23,25,9,11,11,24,33,34
12914,7,24,30,10,13,19,14,41,58
03926,3,7,10,10,20,31,9,27,27
89326,0,3,5,6,6,6,8,17,20
09437,19,23,30,3,31,56,10,15,32
46780,2,9,14,9,20,30,5,29,41
94899,19,21,23,6,10,19,8,11,11
99175,0,23,42,6,11,28,8,8,9
55349,3,3,5,29,34,38,14,30,36
87600,4,17,21,0,18,22,2,8,15
89229,10,27,36,4,10,26,4,12,37
47807,2,6,33,7,9,18,4,5,6
60061,7,12,18,2,6,12,9,13,26
95373,20,50,65,10,31,31,3,3,9
94419,4,13,19,1,13,14,6,10,13
49769,16,19,29,7,9,22,6,30,33
35635,11,38,58,4,8,18,19,32,42
68611,0,27,57,6,6,6,7,28,30
33963,0,3,6,4,7,26,1,17,19
67272,13,13,40,10,30,36,20,20,20
92386,8,9,28,6,25,54,4,24,34
68833,5,33,36,1,16,31,3,16,16
36064,8,13,22,3,7,8,21,25,27
88896,13,19,22,0,20,25,14,22,34
35923,1,3,8,20,22,32,0,6,13
19968,8,11,20,3,6,6,3,13,18
88215,3,12,15,13,14,15,19,34,37
46058,15,35,41,20,26,33,8,35,55
53672,4,11,24,0,6,26,1,21,39
19662,0,7,16,7,27,30,13,33,39
06261,1,7,18,23,38,39,10,29,48
52954,2,14,23,0,8,17,22,26,34
89189,23,24,42,14,15,40,0,19,28
51255,28,35,45,3,31,34,29,37,40
68792,24,40,48,4,20,33,16,21,39
54022,29,57,57,12,13,18,15,20,23
11695,10,23,33,11,21,40,0,0,23
18681,4,9,15,3,6,25,8,12,37
38367,5,15,18,0,3,23,10,13,25
91214,12,20,37,28,29,32,4,14,20
48555,12,17,22,15,16,24,8,13,32
58877,4,27,40,4,12,31,3,23,51
61583,6,13,21,19,47,71,4,11,37
97947,12,16,21,20,38,66,7,21,22
08010,18,24,31,16,20,32,8,10,12
31693,19,20,24,7,16,35,4,18,38
86804,6,22,36,16,19,20,7,18,36
71242,4,4,8,8,28,46,3,20,29
41936,0,8,9,14,27,35,17,20,23
73534,7,16,24,5,11,13,0,4,18
52760,1,10,29,6,23,34,30,37,60
72019,22,29,47,17,19,41,5,5,24
34352,7,19,20,24,39,57,15,35,55
02169,11,31,31,1,9,33,0,20,39
66461,2,15,32,9,22,31,7,19,41
48986,8,20,30,1,2,8,16,16,34
95826,7,18,33,4,18,26,16,32,34
44628,2,4,13,9,16,16,17,25,31
65802,19,34,46,9,14,18,2,10,15
54437,7,25,36,21,29,32,7,20,29
12125,29,56,65,3,10,39,14,21,39
49203,4,15,17,16,36,38,13,30,36
50076,3,12,17,20,23,25,6,13,21
70332,10,14,14,6,33,39,14,28,33
14870,13,15,16,13,23,30,1,1,10
78598,2,12,35,24,31,38,30,31,49
46264,8,14,15,5,18,27,7,35,41
18237,7,29,30,5,7,29,30,32,54
01991,4,14,34,18,20,25,1,20,27
00594,24,27,33,1,13,17,27,55,58
85793,0,10,12,11,26,35,27,36,65
47825,1,10,28,26,42,47,12,14,15
57939,0,1,8,4,18,48,7,14,40
16924,4,14,32,30,37,46,5,5,27
85101,21,41,54,6,6,20,3,7,14
40764,3,16,30,7,12,12,9,12,36
16935,1,11,38,7,17,33,8,10,34
28715,1,20,33,19,19,37,7,16,19
18463,7,16,25,4,14,39,25,38,55
96346,19,26,47,3,23,28,7,11,20
24572,12,18,41,5,7,15,5,6,34
97215,15,18,20,5,12,14,4,11,17
88788,28,42,52,1,9,10,9,9,16
09801,20,34,44,27,31,50,0,21,23
38456,24,28,35,7,17,37,14,31,35
74985,9,37,54,28,29,59,6,35,45
50387,16,26,32,9,35,41,11,11,27
30052,11,12,31,14,17,23,12,21,23
14050,12,15,25,6,16,34,18,39,50
02601,5,19,19,9,10,22,5,21,41
43438,20,34,38,7,25,35,6,12,26
34965,12,15,42,9,27,34,3,10,17
05875,8,37,41,8,12,31,17,36,39
15941,2,8,12,19,21,29,8,15,17
10445,21,25,34,6,30,39,10,20,24
77368,20,21,29,2,8,8,9,17,22
42472,10,19,35,25,49,55,12,35,43
35007,15,15,20,7,11,19,13,28,48
18219,13,28,33,19,39,44,5,20,25
85476,2,3,20,3,23,33,1,6,12
19623,8,17,32,0,8,33,1,12,21
50499,3,23,26,7,14,18,27,35,50
25730,12,22,28,6,22,33,10,11,20
11591,18,32,41,5,5,22,15,35,60
85580,16,16,25,8,16,36,2,7,12
35544,7,25,41,6,15,34,13,29,45
88889,4,9,36,8,9,12,3,24,36
10782,4,6,9,18,45,47,1,31,40
80537,8,16,22,16,26,30,2,7,12
66188,15,23,36,9,18,36,4,11,37
71211,4,20,24,9,15,23,18,22,32
38212,10,23,23,17,28,34,3,22,37
54039,10,17,43,2,11,32,0,11,16
81630,4,11,12,12,18,32,10,14,14
44605,5,12,13,0,3,13,11,24,25
47743,10,22,29,10,17,19,6,8,26
26326,1,2,10,0,17,25,10,14,33
37048,3,4,12,3,9,27,8,14,22
77896,0,9,14,15,15,28,6,21,21
41736,0,17,18,10,12,21,6,8,27
65577,4,22,38,6,31,38,28,40,50
64891,5,5,5,8,11,29,13,15,21
02735,7,17,27,28,35,35,7,20,23
47786,28,47,52,28,37,52,14,30,38
71208,12,28,36,5,9,21,5,16,20
24975,5,21,23,14,14,20,5,14,19
87070,5,7,20,13,36,41,24,24,41
44547,1,11,11,5,15,35,4,6,16
06661,9,10,18,6,8,17,10,17,41
54785,0,9,14,11,11,22,10,18,18
16743,13,31,32,3,13,20,17,26,34
44544,1,4,26,5,10,16,14,18,21
25801,19,46,51,8,30,40,24,31,34
34308,9,9,11,28,44,60,19,28,41
18604,10,12,21,15,28,28,12,13,28
94423,17,19,36,4,7,23,6,14,43
00629,10,23,23,17,20,30,19,37,39
44831,9,38,44,3,8,17,6,7,13
69768,1,6,8,12,13,33,7,32,41
06786,10,23,29,22,25,29,3,16,35
11849,8,10,24,18,18,27,22,26,34
12844,2,12,18,26,42,44,5,22,32
62076,8,15,34,9,25,39,8,9,19
06556,2,2,31,9,21,21,1,7,9
75579,6,27,33,5,30,53,5,8,20
60228,19,19,24,5,13,20,0,17,37
27078,13,15,32,12,32,41,24,43,48
22893,7,7,9,3,8,24,10,28,33
82263,8,22,28,14,24,31,11,22,38
83447,22,42,50,14,18,26,7,10,19
05916,20,41,61,5,5,25,4,8,15
63057,6,15,21,1,8,13,3,27,28
79450,6,29,39,8,16,22,1,6,16
60059,4,24,26,4,4,21,9,23,39
18782,1,4,4,8,18,29,1,2,13
18624,8,28,34,3,5,17,4,17,18
90987,3,10,35,2,19,27,19,20,31
65641,15,28,55,1,19,27,2,8,10
78643,7,11,39,8,15,25,6,15,25
44957,18,29,35,8,18,37,30,44,60
72236,1,3,16,0,10,20,4,20,23
16415,10,20,24,0,0,1,2,25,47
90770,22,36,52,18,26,39,2,9,9
17996,9,19,33,24,32,41,5,5,5
41870,12,32,37,18,22,29,9,32,36
29928,3,7,21,9,19,30,26,41,48
58087,0,14,34,13,19,23,17,20,21
91489,17,32,49,13,20,23,10,26,47
30627,20,22,22,20,28,36,14,24,43
35316,4,12,15,12,31,36,5,9,33
05640,10,27,30,23,46,47,6,7,15
30467,2,32,44,10,11,17,1,19,35
17854,10,21,24,1,10,29,5,24,27
37605,12,30,38,3,32,46,3,14,23
05364,4,9,15,7,18,25,8,13,21
17532,29,33,35,14,18,27,13,13,21
89869,6,11,20,10,39,40,5,8,15
96462,11,13,30,7,7,10,17,18,27
36822,2,10,18,10,22,22,11,22,38
49133,1,2,20,11,20,31,19,28,47
29109,9,25,52,7,9,16,4,27,34
96375,7,31,32,18,27,31,14,16,34
72266,4,24,26,22,39,47,7,9,19
10930,15,17,28,6,8,10,4,14,41
88064,12,24,38,2,13,33,4,23,28
20780,9,39,48,5,23,33,0,3,12
37490,7,31,44,21,28,40,1,10,16
75031,16,16,17,10,17,17,17,17,22
93634,8,17,18,9,9,17,2,2,5
15398,8,17,23,6,10,13,14,16,21
80005,10,19,23,22,30,39,8,16,23
58399,10,15,27,17,23,33,6,29,35
31151,0,23,30,13,22,30,0,27,47
62068,19,25,45,20,48,54,2,17,22
59231,9,16,36,6,26,46,8,18,28
89502,15,24,46,6,14,20,7,24,24
51855,18,28,41,6,8,19,7,17,36
46080,13,22,26,1,10,15,11,39,43
24534,0,0,18,12,25,37,4,28,28
33317,26,26,43,6,16,18,19,31,56
64254,24,32,50,10,29,31,6,13,13
07601,8,17,25,4,13,21,12,17,19
19195,0,7,15,23,30,33,29,46,48
63477,14,28,44,0,0,13,14,18,30
64065,4,10,19,17,21,37,12,13,15
27762,17,31,45,14,41,50,18,23,36
68188,3,29,42,11,32,54,30,30,35
22271,13,35,63,12,18,23,7,22,29
56325,29,40,50,4,26,48,5,21,35
81165,7,15,21,2,5,18,6,10,29
88605,8,9,27,9,17,27,20,25,31
49846,6,20,42,5,15,30,6,7,24
21385,4,19,27,7,26,26,21,26,35
45051,9,9,28,11,40,53,12,20,36
93321,30,34,41,7,28,29,1,5,13
46156,12,16,32,0,7,12,15,22,24
71710,28,39,40,7,16,32,0,3,6
45465,14,34,39,0,19,26,2,3,4
45109,3,3,4,28,39,42,26,29,35
03938,2,10,24,8,13,42,1,20,29
60019,12,20,42,1,10,19,16,21,33
13917,13,19,21,20,36,43,1,14,26
30029,4,4,5,10,25,47,0,10,25
45866,19,39,40,15,30,44,15,20,47
56151,18,20,41,7,19,19,20,35,36
95179,17,17,18,22,38,42,8,22,36
33485,9,10,10,9,20,27,15,22,40
85668,11,27,28,27,30,46,2,7,9
05256,4,4,11,15,17,19,6,22,29
98795,3,30,30,10,12,24,24,54,57
13815,6,8,17,6,26,30,21,45,53
55485,15,20,24,14,29,37,8,20,21
68147,13,15,18,6,20,22,1,14,41
33462,1,6,34,14,15,35,24,29,36
63692,10,10,25,7,7,10,1,12,15
71341,8,22,29,10,16,18,25,25,27
64833,9,29,51,3,17,18,5,7,13
96544,9,14,23,6,15,34,4,8,12
28465,10,25,35,2,20,28,2,16,34
06615,12,12,27,7,18,26,21,26,35
54947,18,38,46,19,42,52,1,23,42
26451,16,21,25,10,21,42,8,25,37
81516,20,26,32,6,7,7,25,45,49
77963,8,18,36,17,27,48,13,22,31
55449,4,7,14,17,28,30,16,33,44
33766,16,32,33,4,14,24,0,15,17
37589,0,10,22,0,4,8,0,6,11
68208,17,19,39,17,35,47,7,16,23
66210,19,36,57,15,16,20,28,33,49
12207,10,16,32,3,27,37,3,4,4
21091,4,20,22,6,9,27,2,21,40
05403,10,33,37,9,20,31,23,45,50
86833,3,29,29,4,7,14,0,20,26
21445,7,13,21,4,5,16,11,23,25
00604,7,13,14,14,23,45,0,28,35
29699,22,24,36,19,28,39,18,18,35
55208,15,20,49,7,28,30,28,32,34
54841,24,37,46,0,1,5,27,29,36
31207,6,30,31,28,29,37,9,25,47
87098,9,29,29,26,29,35,20,22,43
73267,5,6,13,18,22,37,29,33,52
89257,3,13,22,5,6,9,0,11,19
52814,15,21,28,4,8,11,2,6,20
