uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
96791,1,14,17,0,14,17,19,20,37,11,13,18
26595,10,16,16,3,13,25,1,2,19,2,2,10
85690,4,8,18,21,25,36,0,8,27,8,10,20
85550,0,0,24,26,36,50,10,20,36,18,38,46
00025,27,36,62,25,26,29,25,51,51,23,32,40
50206,0,16,27,12,34,55,4,12,13,29,33,63
63462,14,15,17,10,10,36,1,7,13,16,32,41
94695,21,30,42,26,29,47,8,16,38,3,5,26
10068,5,17,29,14,19,22,16,26,42,12,23,30
99332,30,40,47,5,12,30,10,10,10,13,23,52
24325,5,15,42,2,13,13,10,16,33,25,28,51
61728,6,21,25,20,30,36,9,9,26,10,17,21
14308,20,20,22,25,28,45,0,0,1,3,29,40
34229,1,14,16,1,5,9,0,11,12,29,36,44
23745,3,16,23,16,37,37,29,39,46,11,29,30
83776,5,8,24,10,23,27,8,13,28,8,27,40
62747,8,10,15,2,8,11,16,18,34,5,6,12
58739,10,27,29,18,24,25,2,10,21,20,27,35
60092,8,11,28,28,33,34,20,49,67,8,16,25
80875,8,15,18,1,7,17,15,20,46,4,20,20
52179,3,5,13,9,12,17,1,31,41,10,25,25
02853,25,34,36,6,15,23,17,27,34,0,1,2
39317,9,19,21,6,11,26,8,18,19,9,21,27
46336,14,22,40,1,6,16,4,10,27,0,29,37
69958,10,20,40,12,42,45,5,18,34,0,10,16
74491,29,37,43,4,29,36,6,23,31,10,14,21
31739,19,27,46,11,40,44,25,27,35,4,4,12
50137,13,33,43,10,13,34,10,31,58,9,18,19
74682,9,18,20,5,20,36,29,29,35,9,14,27
44503,8,34,45,22,27,33,12,21,46,5,19,29
80968,5,9,20,2,16,30,3,20,35,24,51,51
31915,22,25,32,4,5,20,4,16,21,7,7,24
11297,5,15,37,1,7,13,28,35,36,13,16,27
36402,1,18,24,30,51,53,8,16,32,26,33,41
93033,15,21,31,4,14,19,20,21,25,2,20,20
03225,10,12,17,18,22,22,7,17,23,5,8,10
35285,29,33,45,2,9,33,11,26,34,0,10,28
31723,15,27,34,13,22,27,5,20,27,8,10,25
38295,17,22,33,19,39,50,8,28,35,29,37,53
84597,1,5,19,2,3,10,18,21,34,11,17,38
94648,1,7,21,0,1,11,6,26,50,19,29,38
21802,18,28,40,6,19,20,20,25,48,16,26,44
85064,3,29,48,13,23,32,3,7,7,9,19,19
95464,5,31,43,20,26,38,0,14,40,18,23,38
92675,22,29,35,6,6,20,7,22,31,3,10,38
26790,9,32,50,7,14,30,17,42,51,5,33,38
28619,19,46,48,1,5,14,1,13,16,16,28,31
25494,3,10,25,6,12,21,0,6,9,10,18,21
19594,9,13,37,2,4,14,1,18,45,6,35,55
83466,4,7,27,9,22,40,15,20,39,18,35,56
67200,19,25,26,2,14,15,16,29,31,6,20,29
33569,3,10,15,2,2,19,13,17,47,0,16,36
76267,6,25,32,9,15,15,22,47,51,7,13,18
16163,0,9,19,2,12,28,2,2,19,2,9,18
80087,9,10,31,7,22,34,3,12,17,13,14,31
22570,6,16,22,8,13,13,30,37,45,6,7,22
04335,10,40,49,4,11,18,9,15,17,3,5,15
08278,1,6,8,4,23,27,11,23,24,7,11,35
55936,8,16,19,6,22,32,20,21,30,2,3,22
93308,28,29,48,19,25,29,15,15,23,13,15,27
60234,6,13,19,15,40,43,5,22,31,1,30,46
09174,7,27,42,14,17,25,18,19,48,2,10,24
28851,4,7,13,9,13,27,19,24,53,9,38,56
56191,6,15,23,0,3,17,3,4,10,15,22,41
74163,6,20,25,20,23,27,27,55,64,9,22,24
42945,8,22,32,1,17,18,4,25,29,2,15,45
03601,12,16,38,10,39,39,7,26,36,8,23,40
78412,5,23,23,4,9,18,27,28,36,2,2,7
90117,5,14,22,18,23,38,16,34,39,2,8,21
73983,2,8,31,1,29,34,2,3,7,21,25,34
31093,14,16,21,29,51,54,14,25,27,25,37,57
88733,28,45,55,10,13,28,17,47,53,24,34,34
96921,21,30,56,12,22,23,2,11,14,3,11,17
76784,10,25,43,18,26,43,10,17,34,9,36,39
97058,6,30,52,7,24,25,18,27,34,3,3,3
64706,0,15,22,15,25,28,5,8,8,10,12,13
83577,6,14,23,1,1,16,5,5,8,14,18,29
81624,21,28,28,3,15,24,23,48,51,24,26,33
67398,7,18,30,8,18,27,16,41,42,14,18,22
59585,22,38,62,15,23,28,6,10,35,9,36,37
07526,1,5,9,22,30,60,15,33,34,1,2,16
17849,22,49,58,11,16,28,10,11,14,9,32,45
53357,1,5,7,7,8,13,10,13,40,2,3,14
98519,16,19,31,21,51,61,4,20,30,4,10,13
96719,11,29,45,20,40,41,16,34,51,11,21,31
01788,6,15,25,12,23,25,15,17,27,16,19,25
19867,3,5,8,16,23,31,20,22,51,6,8,17
68327,11,20,29,4,18,27,14,19,36,5,13,29
81333,10,39,42,0,11,20,1,28,41,12,26,34
13744,16,26,37,11,39,45,10,15,16,6,13,27
57812,8,20,28,2,2,20,0,3,6,23,25,42
91250,11,17,22,14,34,36,9,24,24,28,37,66
80456,14,23,39,6,15,19,2,8,17,13,38,42
61346,4,26,29,17,21,22,13,19,48,14,36,47
63553,6,8,15,3,13,20,3,6,7,3,19,48
26055,0,3,3,1,2,5,17,18,28,29,33,53
75228,3,31,41,25,33,34,2,9,32,1,1,1
62659,6,28,32,4,23,44,16,28,46,3,29,36
06777,24,30,35,4,14,17,10,20,25,4,11,36
65922,1,25,27,1,16,29,27,42,59,6,29,53
16593,17,24,36,5,18,25,1,7,27,6,15,35
77705,5,10,12,19,21,42,11,15,24,26,45,55
82186,2,6,30,19,43,56,2,4,21,6,29,53
73684,20,25,39,6,12,25,8,18,40,0,1,1
04916,5,12,13,16,16,18,5,21,41,1,11,11
70343,6,9,29,18,27,29,23,26,30,15,19,43
80208,3,5,9,8,32,37,14,14,15,10,26,51
72588,30,41,51,17,17,17,25,54,56,3,11,18
09400,13,15,19,20,22,39,28,28,30,5,18,23
12542,8,27,44,12,27,28,18,35,41,4,5,19
03199,19,37,52,18,24,30,15,32,40,8,15,15
41884,10,40,50,12,30,32,7,20,32,2,9,10
76916,3,16,17,2,9,13,15,17,18,1,7,24
67883,4,7,14,0,30,30,2,27,31,7,10,22
73203,1,17,25,10,26,38,4,4,4,9,23,43
19450,30,60,76,3,3,3,12,29,33,18,18,25
54249,13,14,22,5,12,14,2,9,34,25,31,34
15598,3,10,10,20,29,37,23,28,52,8,21,28
78932,26,53,75,15,44,49,1,24,32,23,31,51
68929,6,16,28,21,34,37,8,13,15,4,16,16
07480,6,22,30,29,38,62,16,34,40,8,29,58
95913,8,9,15,10,29,29,13,17,23,19,49,71
88459,5,9,18,7,10,11,8,17,30,10,12,17
36611,6,16,24,6,16,32,13,19,24,11,20,22
23405,9,14,17,13,17,24,3,20,34,3,12,21
63112,0,14,16,10,31,41,4,13,27,18,36,43
27297,19,44,49,23,29,59,8,38,42,5,7,20
74343,14,34,51,9,17,19,12,29,32,12,15,26
62924,29,52,55,17,18,32,2,17,24,7,26,26
13676,6,16,32,10,23,24,20,30,39,10,37,51
40994,5,7,16,8,21,34,12,19,37,9,18,30
49237,0,4,4,9,14,26,8,14,33,9,18,22
90832,30,31,34,13,40,41,9,18,23,12,16,20
94591,6,8,10,1,7,33,24,25,39,8,11,37
60823,20,36,39,12,20,30,15,30,46,19,48,57
49800,6,24,26,17,27,32,3,3,8,2,4,10
22562,6,13,22,6,14,25,6,10,20,6,23,34
92352,22,27,27,3,4,18,17,32,51,7,15,31
20088,13,18,20,0,6,8,18,20,22,8,21,24
37479,19,26,31,4,14,34,3,10,15,4,19,26
86264,7,11,16,9,24,27,3,10,39,4,13,17
92038,10,29,31,18,25,35,6,26,28,9,19,26
05959,0,10,19,18,18,37,3,24,24,6,31,36
30551,1,9,21,17,25,38,2,8,11,5,32,36
88456,16,18,47,9,12,32,20,20,25,4,11,36
25629,8,8,14,20,21,35,25,30,54,15,30,46
10698,6,10,22,4,27,38,0,23,32,0,0,4
45071,16,21,27,30,36,47,17,25,34,13,23,33
29291,22,30,37,5,8,13,20,26,30,3,23,24
66395,8,12,12,8,11,19,10,10,19,19,35,62
60754,10,12,26,10,23,24,16,24,43,3,28,36
81070,8,17,26,1,10,17,12,30,41,12,27,28
13107,1,3,12,4,5,21,1,4,14,6,33,34
68587,3,5,5,10,14,33,24,39,45,14,15,25
86481,5,13,33,5,34,36,9,22,41,21,38,44
02358,29,56,57,20,25,33,25,27,45,23,30,35
90025,16,24,40,3,15,23,7,35,44,10,11,14
71788,17,32,37,27,34,44,2,7,25,3,25,36
26831,12,19,27,15,16,17,9,25,40,11,18,28
47651,9,13,21,4,17,43,22,26,27,12,32,33
58593,24,42,67,12,17,25,14,32,59,17,26,34
91095,0,3,5,0,3,32,2,17,26,14,24,35
57767,2,16,33,22,52,56,27,37,45,5,32,36
27428,0,1,19,1,16,42,2,3,4,10,27,39
56114,2,4,28,20,26,53,7,12,22,1,9,13
19376,7,12,21,13,19,33,7,9,15,13,28,41
33710,17,20,42,5,10,10,18,24,44,8,27,44
75484,17,18,20,0,5,13,7,11,41,27,38,48
60934,19,25,39,10,22,39,20,20,46,14,28,37
00208,12,18,25,12,37,56,13,30,38,8,20,47
46669,0,5,14,29,37,55,14,22,50,25,35,42
97613,0,19,22,17,42,67,10,14,29,9,15,15
12814,25,25,42,12,21,31,11,25,45,13,35,43
42887,0,1,2,20,40,48,7,10,28,3,19,27
59427,1,11,18,2,11,41,10,20,30,6,19,33
08041,12,18,28,0,3,11,7,7,7,21,36,52
36088,7,7,19,21,48,74,25,35,44,12,17,20
97576,0,7,18,5,6,22,16,33,46,8,34,49
70028,22,27,35,0,28,32,19,26,55,7,27,33
60999,2,10,19,2,26,31,14,22,27,17,41,50
98862,28,39,51,3,3,21,4,11,13,6,9,9
54176,12,27,37,12,23,25,23,41,63,1,5,10
38970,8,9,20,7,27,34,0,28,36,22,29,33
60907,22,31,33,17,27,28,25,33,42,6,13,37
13773,18,33,38,5,12,19,25,41,61,6,13,19
68723,8,11,13,28,34,57,5,20,29,0,6,18
31783,11,21,27,4,17,24,3,12,14,25,43,54
27968,24,33,36,7,10,25,14,26,45,23,42,44
19001,10,22,42,10,23,26,6,16,27,13,29,32
27679,1,8,26,17,22,28,24,24,35,0,11,16
79605,24,52,52,17,17,18,4,14,30,0,6,20
77804,27,29,35,19,41,44,21,45,50,2,14,35
61643,19,26,41,5,6,20,28,28,44,3,24,52
51819,6,11,21,26,29,32,0,3,3,1,3,3
46826,15,25,26,15,39,51,19,22,39,16,22,36
05059,9,10,32,30,42,47,14,18,19,5,8,21
28119,19,31,42,28,33,49,4,29,30,9,16,25
96372,11,26,31,24,51,58,1,20,33,19,25,35
10174,4,7,8,5,9,10,26,27,28,7,14,29
45801,18,23,33,8,27,33,5,6,13,9,15,21
78316,1,27,36,9,17,35,1,7,26,20,31,51
98157,0,2,4,2,12,29,20,45,59,1,14,15
44499,8,14,16,7,14,27,2,4,22,10,12,19
32606,6,23,42,2,22,42,2,20,22,1,4,7
36252,16,22,24,8,12,18,26,28,37,12,29,45
57768,29,38,45,10,12,20,24,31,41,28,30,32
00653,0,4,21,17,24,38,8,11,29,7,37,41
35371,9,9,17,10,20,35,5,14,24,7,12,16
36636,5,10,18,10,13,15,6,25,29,9,15,17
86520,2,14,15,8,8,23,19,23,31,10,24,53
02576,6,12,20,12,18,42,7,10,33,0,3,13
53643,7,37,42,6,30,34,4,21,35,16,25,30
92727,5,12,15,13,26,27,1,7,23,8,37,39
73281,11,17,35,24,32,49,1,7,10,8,8,11
82161,10,13,16,24,42,42,21,30,37,5,7,13
78313,4,7,27,8,20,28,8,18,25,2,16,45
21787,20,35,43,8,34,45,13,22,36,3,4,19
52844,6,15,24,18,25,26,6,11,21,2,25,35
80498,4,30,34,20,20,24,12,17,26,5,13,19
57353,6,16,29,2,32,42,17,33,35,8,8,24
10357,8,25,31,12,21,27,2,15,21,10,10,18
41935,3,19,25,4,21,21,16,30,32,0,7,27
26197,5,13,21,9,15,16,6,24,38,19,26,36
02175,22,25,27,27,39,57,9,12,29,3,22,25
43607,2,20,44,20,30,47,20,34,37,5,20,23
41246,17,22,41,6,34,52,3,28,35,6,16,22
67811,16,40,55,21,25,35,11,18,32,23,25,30
19701,23,48,48,16,21,30,7,14,30,1,9,23
38493,4,24,46,25,25,27,20,26,32,1,2,2
90570,4,5,17,7,14,27,19,32,38,18,38,58
65115,1,4,24,6,6,8,6,19,46,18,27,30
84450,7,10,22,15,20,44,2,20,25,2,8,23
27327,0,14,21,11,41,52,23,32,33,19,25,32
96396,12,37,50,5,33,51,2,11,16,3,13,14
58722,5,11,12,2,15,31,19,21,22,2,27,37
27477,22,29,39,7,17,21,5,10,26,5,15,32
