uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
35318,0,5,8,5,29,49,17,33,37,1,12,18
82483,0,12,20,28,48,63,5,5,10,20,27,37
27449,17,42,44,6,9,37,8,15,43,9,32,34
24128,21,28,33,8,14,19,0,7,36,29,45,54
10606,8,20,21,2,12,16,12,38,55,10,24,52
55783,8,25,28,13,21,36,10,20,28,9,18,31
99607,4,19,27,9,18,24,0,18,18,8,22,28
32791,7,34,34,0,5,5,2,14,34,29,50,71
62235,27,32,43,3,23,23,12,20,20,27,40,45
68910,1,2,10,8,32,42,9,17,22,8,26,28
88850,4,5,10,4,19,28,20,23,26,11,16,22
24199,23,23,30,17,23,28,9,23,34,19,25,52
40485,14,20,20,11,16,34,8,16,29,4,8,15
37633,8,13,13,15,30,30,9,27,27,14,16,19
30821,27,47,59,20,37,42,0,10,18,1,10,24
50967,16,17,19,6,9,13,24,27,50,0,18,28
09070,4,31,60,10,17,34,2,10,28,8,10,33
00603,1,12,27,18,22,33,13,27,27,7,23,25
68494,8,10,20,3,5,15,3,17,20,2,9,25
41114,6,9,33,3,6,22,0,22,31,1,8,12
23289,1,3,17,0,8,17,20,35,39,27,27,32
85836,7,9,24,19,21,21,20,48,59,28,29,41
52037,2,7,21,7,15,20,9,19,21,9,20,32
64214,2,4,14,10,19,21,5,12,32,10,18,38
08106,6,28,44,6,11,20,4,21,28,24,28,32
70436,20,25,31,15,22,39,8,13,14,8,31,34
20880,3,16,36,5,19,25,19,23,41,12,19,28
31271,4,14,34,11,37,39,21,29,35,23,41,43
22795,6,22,43,10,19,24,2,6,17,17,18,31
41149,11,20,26,23,42,66,0,9,17,16,17,20
62839,9,18,34,7,9,16,23,29,30,14,19,27
78098,8,25,35,10,29,45,2,15,22,2,2,6
08158,9,14,17,1,11,17,28,37,37,4,13,23
35927,7,8,26,8,16,22,3,6,24,16,40,46
19332,5,6,21,16,22,30,14,19,49,15,31,36
75549,12,18,23,5,9,39,22,23,32,24,41,61
13798,5,16,36,6,15,26,6,10,14,26,34,42
19914,3,9,14,12,22,47,18,24,46,10,11,18
28204,11,27,40,8,8,37,3,19,37,8,22,41
30634,8,15,23,13,25,25,8,19,19,20,22,24
83938,16,24,42,28,39,56,17,20,23,9,13,16
28435,5,28,30,4,9,12,3,4,6,5,5,13
03332,8,8,21,9,18,18,6,14,42,7,16,20
35482,10,29,35,9,19,23,3,3,3,0,15,30
42284,30,38,41,10,14,14,10,14,34,9,18,25
61348,12,30,37,9,10,12,4,12,22,20,26,27
11212,13,40,67,4,13,14,21,31,57,27,47,50
82054,5,17,21,9,18,42,8,12,18,13,37,56
66336,2,11,14,8,13,21,5,6,11,20,28,51
55835,16,32,36,15,18,34,10,17,18,12,32,39
54138,3,3,7,3,7,10,1,8,13,10,12,26
54339,13,13,28,28,48,51,1,3,14,7,34,43
24256,6,6,12,2,15,24,28,40,50,0,10,16
23710,1,5,13,2,28,53,16,25,34,24,24,25
60736,0,9,18,5,19,24,6,13,16,2,28,48
68695,15,33,43,18,43,52,13,24,31,20,50,63
21925,13,30,48,22,28,49,20,27,48,5,20,26
61799,11,12,21,10,16,21,19,34,46,7,37,45
11360,6,18,24,5,7,33,16,20,45,0,25,31
42360,10,22,42,25,32,32,2,2,4,1,13,32
13771,7,27,37,9,33,47,0,12,33,24,32,37
57985,0,7,9,19,40,43,8,28,40,2,12,25
11675,7,34,36,18,24,29,14,23,27,6,20,23
79633,1,6,6,25,42,65,13,29,34,6,7,9
93423,5,7,7,9,14,25,5,25,45,1,10,22
90536,7,34,53,22,28,40,3,20,28,4,6,9
73243,6,21,27,6,19,28,8,14,15,7,9,22
55644,4,20,26,25,26,36,12,17,21,17,30,50
23076,29,54,70,16,20,34,19,36,38,8,33,37
41254,3,30,38,24,43,45,7,13,33,2,11,14
83544,6,10,14,26,36,42,22,26,35,5,24,32
26257,11,13,23,9,16,41,7,14,19,4,25,39
63036,11,31,43,9,16,27,10,15,38,16,16,38
45780,22,29,50,14,30,40,7,7,13,6,7,9
98244,7,9,29,5,23,42,3,13,15,14,30,36
05001,4,27,28,11,31,33,6,16,18,22,26,43
46071,3,11,13,7,18,30,14,17,46,3,13,23
49908,10,11,11,17,17,26,2,9,11,9,9,12
97626,15,29,34,27,32,37,2,7,12,0,3,8
06171,5,20,24,16,35,62,0,6,10,7,13,27
34504,5,9,30,5,25,36,19,47,50,1,6,6
89956,26,28,36,4,7,15,10,23,37,6,9,22
35715,0,2,10,28,31,41,7,7,23,10,20,26
94738,4,21,39,6,23,23,18,18,35,22,41,55
37529,9,25,33,2,20,40,30,40,59,9,17,21
54831,7,23,41,3,21,33,7,24,37,10,11,18
99639,19,23,36,7,7,26,14,20,25,11,30,37
90535,3,33,49,0,10,18,13,40,47,10,19,24
08192,3,18,28,7,7,13,11,21,24,11,19,21
73503,2,12,30,8,14,30,7,12,14,5,9,39
29428,15,21,23,5,15,25,0,9,28,20,29,30
54673,6,13,32,3,8,10,18,32,44,25,32,48
17937,6,13,38,8,20,20,9,25,38,2,7,8
39157,1,5,21,5,10,34,4,18,48,6,16,16
02729,9,21,36,8,27,30,3,10,20,4,5,8
92792,1,12,28,6,13,15,3,13,19,4,9,12
38358,3,13,32,19,29,31,3,7,19,4,6,26
47191,24,39,42,6,23,28,9,17,17,4,17,38
55300,4,12,16,5,11,40,1,9,38,17,24,28
06740,3,19,26,14,22,28,2,5,22,0,14,23
32372,6,13,39,14,17,21,21,35,63,12,12,16
00910,3,16,17,9,17,27,17,17,20,27,30,36
50720,14,33,61,19,25,31,19,24,40,1,20,36
36685,21,26,42,2,4,16,8,34,46,8,13,39
20509,7,16,20,5,7,19,28,36,53,9,18,23
68939,0,6,15,20,22,30,7,18,24,12,32,39
68146,19,38,38,6,22,23,6,10,23,7,9,18
56642,2,9,12,16,42,43,4,7,10,1,5,13
28901,2,11,14,4,13,25,7,33,37,28,45,60
27328,4,22,32,0,18,18,28,38,39,8,10,24
98272,4,11,14,15,20,29,8,13,33,25,34,51
13474,0,5,32,9,17,26,20,27,34,5,16,25
86278,5,26,38,8,13,21,2,7,17,16,24,43
02681,4,5,5,4,15,24,2,2,27,7,16,17
86688,14,23,30,2,9,33,5,29,29,19,30,42
09247,2,3,4,10,18,35,14,32,48,11,19,24
78682,1,8,15,6,9,14,17,27,31,9,32,37
24760,3,8,26,14,27,32,3,14,23,2,22,29
52134,12,31,35,14,15,17,23,42,54,18,40,41
16860,28,57,61,8,10,17,9,29,58,26,36,36
38423,3,6,7,14,14,28,7,10,23,7,14,19
47404,5,5,12,6,8,28,27,36,47,8,17,30
71006,17,22,42,20,32,35,28,49,50,24,29,30
35347,5,21,24,7,33,38,3,23,44,13,33,34
53521,0,10,20,24,31,31,29,45,54,1,8,9
10129,7,25,30,6,7,17,20,28,32,12,29,48
26211,6,28,28,2,7,11,6,16,23,16,29,48
91430,14,23,28,7,20,40,0,19,38,6,24,27
69395,10,20,22,0,12,12,2,26,32,1,8,13
05507,6,8,25,9,14,33,0,19,21,22,32,37
86398,19,48,48,8,22,28,9,14,22,8,31,41
29058,7,19,35,5,25,43,20,31,38,2,5,19
09961,15,23,26,27,32,38,7,32,41,10,23,38
35633,6,13,18,1,1,10,7,23,39,15,19,19
62673,23,32,36,27,31,33,1,8,13,6,16,34
60186,0,30,33,19,19,37,6,14,25,29,29,29
20561,0,12,34,24,52,62,6,29,33,5,10,26
52767,1,24,33,14,18,38,16,25,43,10,29,35
71981,2,18,38,4,33,35,0,8,27,3,22,29
77215,25,35,55,6,30,50,22,39,48,0,17,37
36187,27,47,55,11,25,26,7,19,38,16,34,53
68195,17,26,43,7,26,43,2,4,8,1,7,19
01770,3,13,19,18,25,26,8,11,14,0,14,30
13500,16,22,26,1,9,13,6,23,33,7,11,14
44202,25,32,32,2,17,38,2,28,34,5,17,28
45980,0,5,33,14,37,40,1,3,22,5,22,30
72029,8,12,28,19,22,33,15,22,31,11,28,36
62240,3,14,22,13,21,48,8,14,14,7,19,26
71450,18,27,29,9,18,24,18,34,35,24,43,44
04725,8,9,24,10,13,31,27,30,31,30,37,43
75037,16,46,54,2,3,7,6,18,35,27,36,38
54751,0,5,6,7,12,22,28,35,45,2,3,29
41569,24,31,40,3,4,18,7,37,44,0,14,22
51399,10,17,28,11,21,32,3,20,48,5,9,26
56554,7,13,30,8,19,19,6,18,27,15,25,25
40420,28,40,50,17,34,41,30,33,36,10,37,52
61860,6,14,40,3,32,50,18,32,34,9,28,31
03778,20,31,41,11,23,30,9,18,41,14,39,53
76142,2,8,25,15,25,50,1,10,10,5,7,13
98587,8,17,32,22,31,36,14,22,23,8,20,29
44445,9,15,19,11,19,20,18,30,40,6,12,13
94252,10,20,29,2,6,25,4,9,17,6,9,16
38312,0,0,7,8,8,16,1,4,13,2,19,46
89883,6,12,17,12,30,39,8,21,46,9,13,26
27339,19,38,54,3,10,11,3,9,22,4,5,8
65099,12,42,53,8,15,25,4,11,14,0,5,6
64162,19,21,37,1,23,35,3,6,12,11,14,26
27750,30,42,56,10,38,58,10,23,24,10,34,44
67259,16,28,32,7,26,29,12,40,47,9,16,26
57830,18,34,38,24,35,49,16,27,45,11,14,16
