uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
80829,16,20,23,5,6,22,10,27,28
40763,10,13,23,3,6,15,2,2,26
39209,0,10,36,10,11,15,4,18,35
79137,2,5,10,5,23,47,8,24,35
88491,3,5,24,10,25,25,26,26,26
53968,15,42,59,10,30,32,10,18,25
43258,26,28,31,19,22,34,1,31,55
80084,8,11,19,6,15,31,1,20,32
20186,11,23,28,17,38,64,6,11,29
17042,5,20,21,8,13,28,0,19,27
01307,16,17,20,19,36,41,5,22,26
11698,19,20,39,1,11,15,13,33,35
98950,9,9,17,22,40,45,25,34,41
51400,3,5,5,15,33,39,10,29,52
37310,2,10,16,20,32,36,9,13,22
56955,5,15,20,6,6,14,2,9,17
59815,4,13,33,29,38,41,7,16,42
36584,8,27,44,17,32,50,2,10,19
32876,9,18,22,8,15,32,5,8,8
42391,7,10,18,19,48,54,1,3,13
62352,4,14,17,16,32,40,0,7,8
71559,9,19,23,0,10,22,2,3,31
51522,12,15,26,22,22,29,3,17,37
26253,10,14,24,5,19,37,16,26,28
40308,27,36,36,15,20,24,10,21,31
92124,19,43,66,23,30,36,9,32,40
99619,13,13,29,2,14,36,6,15,24
33802,16,16,23,15,21,34,7,8,22
41725,29,38,67,9,37,41,20,20,21
00511,18,31,45,10,25,49,4,18,28
90878,8,10,11,3,12,15,26,26,36
33283,18,22,52,13,16,42,13,15,18
36954,11,15,22,5,11,13,10,23,26
69789,10,14,25,7,22,40,6,9,16
78367,19,21,26,16,26,29,10,28,46
97153,9,23,41,5,14,17,21,38,39
62057,6,27,43,8,14,41,7,20,36
45222,1,3,27,8,15,19,10,26,33
37429,27,38,43,11,15,31,10,28,31
79587,5,11,34,9,12,23,25,35,41
50109,17,25,39,0,20,20,9,29,49
52846,21,22,35,10,11,13,2,14,17
07930,15,20,24,1,2,5,4,22,38
99043,5,6,12,24,24,31,17,41,42
16814,13,17,17,6,8,36,30,30,38
36825,5,25,27,4,23,29,18,35,47
47637,26,34,43,18,31,36,16,17,22
01040,2,9,9,15,18,35,9,18,47
76075,12,23,25,9,10,28,7,10,18
17005,0,25,28,9,16,26,13,19,21
28025,17,18,37,3,12,26,13,26,44
96866,17,23,32,1,21,26,18,34,43
47153,10,38,40,9,33,56,6,20,31
27480,10,37,39,24,52,54,5,22,27
26926,10,14,43,0,5,13,12,12,22
54724,13,16,25,20,38,58,17,27,43
74114,2,14,20,19,34,53,20,20,25
36147,5,22,43,15,19,32,28,40,42
73774,0,28,28,4,12,20,19,19,19
79431,9,10,11,13,16,19,2,21,33
58732,2,5,25,2,5,15,5,8,18
14500,27,28,36,3,6,34,1,15,16
32539,5,12,20,5,12,18,1,7,17
43142,5,5,20,15,15,28,3,12,15
67495,16,33,43,15,30,48,7,26,33
67573,15,43,55,8,18,35,10,35,40
69427,7,30,32,2,17,17,8,21,22
45975,2,21,22,12,25,40,6,8,8
18593,5,28,28,0,7,21,18,28,29
93626,10,22,29,8,16,18,12,34,34
41426,4,7,11,8,12,19,2,16,21
84380,17,34,40,10,15,17,7,14,33
05035,20,35,48,4,10,19,19,43,44
62640,6,6,13,29,48,49,5,6,13
46411,1,3,7,17,28,31,18,20,37
92062,9,21,21,5,19,22,4,8,16
39663,1,5,18,13,18,29,2,7,12
79584,16,42,43,5,6,15,10,37,40
74862,6,7,17,0,7,13,18,23,36
07948,24,35,37,4,7,17,23,32,38
58292,3,5,31,3,5,5,9,15,20
27222,0,2,5,2,14,29,13,41,52
41791,15,18,20,8,8,18,0,5,12
56545,3,3,12,17,18,23,13,23,48
29408,22,37,49,6,13,21,0,7,14
39687,10,13,22,9,27,50,14,19,29
29174,25,32,38,0,11,20,16,34,41
51763,6,18,26,2,2,10,1,28,38
17883,15,22,22,7,14,21,25,47,52
95434,15,33,43,28,37,58,29,59,72
26387,30,34,43,15,18,40,5,12,12
81553,10,25,33,25,33,59,13,13,37
34238,10,11,17,5,12,14,8,18,22
94568,11,21,28,3,4,15,1,27,45
12389,11,13,27,14,24,29,8,32,52
04776,1,30,35,13,28,42,13,20,25
18067,15,40,47,0,10,38,27,36,36
04482,9,27,27,0,5,15,11,24,30
95468,0,4,9,18,38,38,6,7,16
30691,4,29,46,3,4,8,29,43,63
24024,8,23,44,25,37,52,15,23,29
42135,13,17,19,9,28,43,0,5,9
01682,21,40,49,10,25,51,0,3,7
22620,6,9,21,18,36,66,7,15,42
63270,15,26,50,26,45,52,3,19,25
93884,1,10,12,1,4,13,7,21,42
30078,18,27,30,0,19,28,13,21,40
09182,9,18,36,12,24,30,18,22,39
94772,30,31,37,7,21,30,12,21,29
49158,8,28,29,2,26,45,11,14,27
65121,13,29,36,14,32,50,6,23,25
62293,2,26,50,16,25,41,8,9,27
12832,15,21,25,7,15,41,13,19,28
07319,3,13,37,19,19,31,28,43,59
27623,9,28,40,12,30,49,19,36,46
09002,13,33,39,13,13,23,6,14,25
45238,15,38,66,18,27,28,17,26,31
81395,30,33,33,0,0,5,3,8,31
30375,4,7,26,0,18,24,0,12,35
84840,9,13,30,12,30,36,15,23,35
79799,2,3,17,17,25,34,9,11,13
29984,22,31,46,0,5,6,8,12,42
06766,0,19,35,15,25,45,25,33,39
67288,16,18,24,3,31,47,7,22,22
56541,3,12,36,11,15,38,13,31,46
87297,19,29,42,18,18,36,11,11,29
12757,23,27,44,1,21,22,5,18,33
01756,0,4,16,7,27,38,9,19,19
93305,0,25,29,16,38,44,3,4,12
94525,3,31,37,1,6,26,6,22,35
86601,29,36,52,4,12,24,0,13,13
55742,23,30,38,16,20,25,1,1,16
76830,0,11,41,15,43,44,13,29,42
91235,8,15,28,11,17,39,19,20,22
80346,4,7,12,19,26,32,17,27,45
12645,19,46,47,12,18,26,7,17,30
04902,22,41,61,26,28,40,24,34,38
86470,0,9,19,2,11,31,16,38,48
11780,4,11,24,4,32,39,5,13,28
55061,1,13,21,24,40,51,10,18,39
97307,17,25,38,8,16,26,1,14,31
93685,8,16,34,9,10,10,16,25,41
48046,18,35,50,2,3,11,28,45,54
92696,4,24,31,10,15,31,14,23,35
78049,27,34,47,19,37,40,14,17,46
91600,27,33,41,4,12,17,9,34,36
22947,7,9,19,7,9,21,0,29,39
83981,6,22,47,9,28,36,12,33,41
10515,5,9,13,2,19,37,9,20,20
59429,23,43,48,10,39,41,20,21,21
36004,26,29,37,5,12,32,2,14,30
68836,4,7,9,11,17,33,6,12,30
35896,17,30,35,22,36,54,8,9,15
03866,9,33,38,0,3,13,5,17,32
13711,4,10,21,9,22,40,8,17,40
04933,6,19,32,13,23,28,5,13,28
83510,4,6,24,20,23,50,0,16,16
62938,17,36,50,6,8,36,3,11,15
44680,7,19,24,14,24,46,0,5,22
75744,0,24,26,19,28,35,7,13,25
07602,5,8,8,14,22,30,9,25,25
14137,5,20,26,6,9,26,6,13,23
45344,5,10,21,4,6,9,1,2,7
16925,15,28,35,15,22,38,7,34,50
68703,19,22,46,1,11,18,8,26,30
01583,14,35,65,2,2,5,2,13,29
85113,9,23,31,15,23,37,9,9,10
61455,6,26,48,0,9,12,21,34,54
98368,6,33,42,14,22,25,19,19,33
51341,3,19,26,10,15,22,2,2,10
30312,5,6,15,0,18,19,8,9,15
48041,2,11,17,1,11,17,9,10,11
73635,11,30,33,6,12,35,14,44,51
30220,0,14,14,10,15,17,5,24,26
88880,8,10,29,25,28,31,21,37,38
59066,7,16,37,0,9,26,4,5,16
68815,1,10,22,1,4,25,0,15,20
26041,0,28,36,9,12,14,20,28,54
94791,4,19,36,24,34,40,7,15,23
94182,6,23,40,0,11,16,6,14,23
20333,19,22,28,16,38,41,6,12,18
40505,6,18,24,7,25,52,0,26,34
75150,3,10,22,6,20,26,6,12,20
97633,7,12,31,28,30,51,17,28,29
34899,5,15,29,2,8,16,10,16,28
00307,6,9,10,2,2,10,4,7,9
83686,12,12,12,6,6,21,22,30,37
53051,7,9,9,8,30,39,17,46,58
59966,18,18,28,8,21,21,5,5,21
93527,29,49,75,25,39,43,2,6,36
58681,4,17,45,7,9,17,26,35,43
55800,1,18,19,10,12,20,3,10,29
19472,3,23,38,3,8,17,4,8,9
78524,8,17,18,28,33,35,0,3,8
60945,4,24,36,6,24,40,9,18,18
76811,1,11,25,15,15,35,6,12,20
43444,19,28,29,8,32,62,12,12,15
88635,12,18,34,8,11,16,0,3,17
80504,9,13,18,1,11,27,1,17,24
72923,9,36,39,0,11,19,6,23,34
51218,6,16,17,12,20,22,15,22,24
52332,9,12,16,8,34,49,11,26,29
22526,0,19,22,26,32,32,4,8,24
79441,9,14,19,11,28,46,16,26,39
77769,6,21,22,7,13,20,4,14,14
19110,30,38,57,18,47,52,0,0,4
39521,15,16,22,30,38,43,8,17,45
47681,1,7,8,5,13,39,7,19,37
54295,9,22,39,6,22,31,0,6,6
31512,4,13,18,3,7,12,7,11,32
10168,18,40,47,13,16,44,7,9,25
37499,4,7,10,12,25,36,7,17,35
12556,1,8,13,0,10,36,7,16,26
99280,13,23,38,0,3,22,20,26,26
90643,24,31,39,0,7,24,4,17,27
10420,12,27,43,4,8,34,2,12,21
47619,9,11,11,9,13,18,14,33,39
12205,10,12,16,4,14,24,10,12,35
77868,24,30,40,17,20,26,13,20,23
46800,3,12,21,12,28,31,3,8,8
