uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
52812,13,17,25,19,22,40,6,14,34,17,37,63
54935,26,27,40,0,13,35,20,30,37,5,15,24
09046,8,33,46,9,29,59,17,19,36,6,13,17
39944,0,1,18,10,11,36,27,29,35,3,22,29
11917,11,26,37,9,14,21,30,45,50,0,17,21
87836,8,27,36,18,38,38,15,19,22,15,25,45
21059,7,14,14,16,42,50,10,14,31,4,26,30
19459,7,16,35,3,15,17,8,23,30,6,11,27
72285,0,5,21,9,10,19,25,31,37,3,10,30
03802,5,10,12,10,11,16,0,19,19,13,17,36
44419,7,9,16,29,36,56,5,14,18,3,4,4
48653,2,6,6,8,10,10,3,10,20,4,8,16
96460,3,23,30,6,9,24,10,33,37,1,13,23
77454,3,22,50,7,14,21,1,18,45,12,12,12
65599,3,33,47,2,7,9,4,28,44,0,14,34
11506,17,29,30,10,29,36,13,14,16,21,31,33
23254,7,14,25,3,8,12,4,24,50,4,17,29
67383,18,24,27,7,11,11,1,6,9,0,5,20
03812,5,9,11,7,7,11,11,21,37,27,31,44
86435,7,34,47,19,34,37,7,16,20,6,7,20
10260,3,16,35,2,11,21,28,28,53,19,23,34
34446,14,25,32,4,21,26,9,17,39,10,27,45
97212,0,8,15,16,17,27,0,6,16,6,8,19
66238,18,25,46,2,5,15,8,8,8,5,14,37
40976,6,16,33,1,6,14,0,17,37,0,10,12
79567,10,30,38,15,20,26,27,45,60,18,27,36
51296,30,46,58,11,13,18,3,33,50,13,32,49
25563,2,6,22,0,9,28,18,24,27,16,22,24
15057,2,13,16,4,8,8,10,26,36,12,22,22
72494,5,9,11,18,35,38,14,21,39,18,28,49
64209,3,9,13,9,11,17,4,14,21,11,36,46
90512,18,45,48,7,20,20,4,6,26,12,24,30
37646,22,41,54,30,30,43,1,9,28,10,16,22
81948,16,17,26,27,36,39,8,13,27,10,25,31
41313,14,20,26,0,0,7,0,28,44,9,17,27
66515,17,37,47,9,35,44,19,26,56,23,25,26
10758,27,57,57,19,38,41,23,45,51,3,10,12
81517,10,20,27,5,23,38,11,20,25,6,19,21
80668,16,24,30,11,22,33,19,22,31,5,15,21
65428,15,20,50,5,23,31,2,8,23,9,9,16
69464,9,19,34,14,19,29,4,14,24,8,25,35
98775,8,35,44,18,23,28,6,15,25,3,3,32
96698,29,38,52,0,2,16,9,9,15,7,13,13
77805,22,44,49,8,13,15,1,30,47,3,3,8
43103,10,15,38,7,23,36,15,35,37,4,11,20
22133,25,33,49,23,35,35,13,37,38,10,18,24
58682,22,22,27,14,22,32,1,8,13,20,26,35
37486,28,33,36,4,22,36,15,32,44,10,27,29
92908,10,11,22,16,29,30,10,29,30,0,27,34
67686,1,21,27,24,39,41,2,7,9,1,30,35
19194,13,17,41,0,18,46,1,10,14,21,37,44
