uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
20697,8,16,31,10,21,50,10,25,49,4,13,34
25116,8,16,40,12,17,20,21,27,49,17,22,35
09199,22,25,35,10,34,62,9,9,19,3,6,17
40567,20,37,49,3,10,11,22,35,41,3,18,47
70233,9,25,35,0,4,7,24,41,41,7,9,11
91236,8,33,40,5,12,29,6,29,44,16,22,35
82455,20,35,60,9,12,24,8,19,39,0,1,18
16636,14,14,24,4,17,17,13,23,24,1,4,8
51346,7,13,34,15,18,24,17,33,60,20,34,51
31811,1,4,6,9,11,11,27,42,55,19,22,26
23768,10,16,18,6,15,26,9,15,17,3,13,17
17313,12,12,16,8,10,34,8,10,28,5,9,26
20577,17,23,37,4,18,34,2,6,12,13,22,28
84206,5,10,24,15,15,25,6,14,20,10,13,14
89401,20,22,24,3,12,14,2,9,17,8,19,27
73909,30,53,77,12,30,39,10,17,33,0,12,15
82732,1,4,8,7,14,16,7,30,30,30,31,47
33691,0,7,23,12,25,31,25,32,43,18,34,40
14998,2,11,33,2,9,18,3,5,6,12,28,28
53724,10,14,19,13,14,16,3,19,25,3,10,18
32832,9,24,26,15,15,34,10,18,27,16,24,42
61776,2,3,13,13,32,48,16,22,36,22,35,45
79465,3,15,35,2,31,50,2,3,11,7,20,40
47205,27,31,50,0,10,11,14,25,55,8,24,26
34870,30,36,41,22,32,52,7,7,17,1,6,29
01593,0,7,19,9,19,19,14,19,39,10,13,30
90514,19,35,55,0,9,29,18,33,33,4,5,23
27550,3,9,11,1,15,35,8,26,34,19,23,30
70354,0,2,19,23,30,54,10,32,48,1,6,31
39069,19,25,45,12,30,34,10,16,33,15,36,45
80677,27,31,31,1,8,24,7,26,44,8,25,31
87220,5,13,19,23,44,45,4,12,35,6,34,45
87121,8,13,25,3,20,25,12,12,21,15,24,30
51684,4,7,16,17,30,34,5,9,22,22,50,61
91904,0,9,28,13,16,22,11,33,61,20,24,24
14604,21,30,47,0,8,9,19,20,22,17,45,56
59613,3,7,16,7,9,19,18,43,55,9,14,19
82327,11,18,24,12,32,41,18,46,56,8,22,32
90138,8,13,17,1,13,24,17,29,37,9,12,26
69159,18,45,46,0,10,16,10,26,28,7,19,42
49745,7,23,34,7,13,25,30,35,41,26,38,47
35225,15,32,39,0,3,14,5,5,13,10,28,34
85947,14,30,39,16,22,30,15,37,66,6,6,9
38396,27,42,61,1,9,25,2,19,35,22,29,49
