uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
75859,1,21,32,19,22,37,7,18,31
12187,6,11,12,26,49,61,13,13,22
95314,18,43,50,9,30,32,6,13,15
57878,22,30,32,5,23,28,8,12,20
06660,13,20,27,9,15,17,1,11,12
53222,27,55,56,2,32,59,13,30,38
97912,16,22,41,26,45,58,11,26,44
77466,13,35,45,1,1,10,3,10,13
52412,10,33,36,15,20,37,15,19,26
12553,6,8,12,14,20,22,6,20,24
87539,23,30,39,26,40,70,7,13,32
31430,8,16,19,1,12,25,5,6,16
62600,8,20,44,17,47,66,20,21,30
32063,4,9,28,20,39,42,3,22,32
66876,10,11,21,8,11,15,17,27,28
89006,30,54,57,4,28,30,5,7,20
78622,28,40,51,13,13,43,8,19,24
87857,14,15,25,1,1,6,7,10,22
97040,11,13,33,27,57,57,1,6,18
19912,2,7,19,16,30,34,1,10,20
84611,2,18,21,17,19,19,8,25,32
73089,14,24,26,16,18,40,0,4,5
68474,6,11,19,1,11,40,7,33,36
53903,9,33,36,12,25,30,7,20,23
40392,5,12,25,19,31,32,0,19,38
01556,7,13,30,1,10,11,3,12,32
19107,4,6,21,16,32,52,11,12,37
89327,2,2,19,4,8,21,1,3,23
05992,26,32,38,2,7,11,1,2,8
24704,7,37,56,8,17,33,5,14,21
09565,10,10,39,16,31,44,1,12,27
62387,12,30,35,0,29,30,1,4,7
75533,3,26,44,4,11,17,28,33,44
55755,19,27,28,29,38,44,4,20,20
41859,10,10,39,14,17,37,0,17,17
60354,15,22,35,5,14,36,3,21,36
11570,4,11,18,7,8,21,7,10,39
46125,0,12,15,2,2,11,1,16,42
10847,16,39,41,0,11,17,7,10,11
94783,3,9,25,14,34,35,0,8,11
03933,5,23,32,4,9,15,14,41,49
19163,4,25,43,7,31,40,9,16,20
87482,3,12,21,8,16,44,4,26,33
09019,3,11,35,10,12,17,5,7,37
30976,26,36,42,7,9,23,11,15,21
89018,16,26,29,14,18,44,16,29,34
53372,17,25,28,21,38,56,9,28,35
71624,11,15,15,5,25,35,6,19,37
63363,22,45,49,1,9,11,12,21,28
91511,7,17,37,17,27,37,2,8,14
00609,12,40,46,13,37,60,10,37,47
16926,19,36,37,8,26,30,12,42,69
55730,23,24,43,10,14,31,28,58,76
15601,27,49,50,1,1,14,29,34,36
76174,10,37,39,15,39,59,2,32,33
02679,2,6,36,21,30,38,3,6,12
33788,2,9,30,7,13,19,25,29,43
10821,2,20,22,5,12,38,3,6,15
37680,20,29,29,26,40,56,0,5,9
94987,0,20,33,30,52,82,28,52,69
67893,21,23,33,27,32,38,6,11,39
55792,12,19,35,4,11,26,3,29,52
04606,14,29,32,9,12,16,10,22,24
00580,9,33,38,2,2,10,8,25,55
43853,30,60,82,17,42,56,19,30,30
29592,7,8,9,16,26,43,0,13,21
84008,10,10,15,0,25,37,15,28,37
04427,20,27,43,10,20,29,16,36,44
87558,0,1,24,4,4,15,2,7,10
16302,4,22,28,2,3,17,3,11,16
95650,18,19,24,14,26,33,1,10,30
23077,3,23,31,12,41,42,8,14,38
51493,28,31,34,3,10,32,5,17,20
01852,7,8,28,6,34,34,5,11,19
85148,5,5,11,20,41,57,18,19,27
94429,10,30,54,4,6,21,25,42,63
09932,20,26,27,10,17,18,20,27,34
39024,15,22,23,3,22,35,5,22,37
09558,6,6,13,9,17,26,27,37,40
20365,28,42,48,2,9,16,5,8,17
85266,8,27,43,0,20,29,16,35,44
10397,23,34,44,23,27,29,5,7,11
73215,7,8,13,4,6,12,21,28,55
00420,0,24,30,8,24,27,19,31,40
18599,11,27,28,18,36,43,6,6,31
56160,28,28,31,21,23,32,4,18,40
46277,5,9,14,7,16,23,10,11,14
00631,1,16,35,18,36,43,14,25,45
96282,9,25,35,3,7,13,9,25,47
09460,2,6,16,20,28,34,10,11,14
04286,3,5,31,6,14,36,9,17,18
88281,1,13,22,10,17,25,2,3,6
42613,30,36,56,8,13,21,8,27,27
41178,7,14,23,7,11,13,10,11,20
89713,8,35,61,0,0,0,7,13,17
90282,7,21,36,28,46,56,7,31,32
93992,10,35,36,0,18,35,11,31,43
66278,18,23,34,10,26,33,1,3,9
10888,27,56,67,30,50,59,14,22,36
74678,29,43,47,10,40,55,6,8,9
39360,3,8,31,10,16,26,19,25,26
55647,8,8,17,0,14,26,4,12,28
50283,20,26,33,6,11,14,11,17,35
39556,8,14,16,12,12,25,8,15,23
73110,9,10,20,5,11,26,0,9,28
57397,24,30,38,7,13,13,8,15,25
48016,0,19,22,5,6,18,5,14,14
70545,4,11,26,1,3,11,9,12,18
82318,15,18,21,5,6,22,16,17,23
21186,16,25,35,9,30,39,7,16,44
86795,6,24,26,23,29,54,11,18,23
40712,8,21,25,6,32,36,15,40,65
66415,0,8,36,26,30,39,17,26,43
97482,10,13,30,9,14,37,1,15,44
95405,15,22,50,16,22,24,13,20,22
39747,10,16,20,8,21,37,2,32,36
18404,7,13,28,20,30,48,6,9,11
05065,10,29,49,4,29,54,21,23,29
13972,7,12,14,7,32,36,5,6,16
02312,1,16,40,0,18,27,22,27,34
77210,2,19,46,1,17,25,8,22,29
82069,7,31,32,2,11,20,10,29,30
84462,30,55,75,8,9,19,7,13,22
45749,0,8,24,6,25,39,3,12,40
73479,0,9,16,17,45,50,18,34,43
57590,13,13,38,1,18,35,11,13,31
96837,16,31,53,18,26,26,4,11,19
56142,17,34,34,4,9,9,9,18,38
58546,7,15,23,9,14,16,1,30,30
03104,7,25,27,18,37,43,15,21,44
11118,10,18,24,3,13,21,1,5,23
97960,5,8,24,10,20,48,7,11,19
88156,4,12,35,4,4,7,4,23,39
13820,24,42,48,19,27,36,5,13,22
98528,23,36,55,8,15,44,1,1,14
95481,26,30,37,12,31,49,24,30,36
56716,7,33,46,30,32,42,0,10,13
77778,23,30,57,15,20,36,3,12,16
05873,2,9,16,1,2,14,18,33,59
88714,10,19,33,19,43,46,5,8,15
42609,1,21,50,10,17,37,4,10,13
89535,7,24,31,20,40,53,0,20,38
36080,21,25,37,27,31,49,0,9,14
26045,18,35,42,15,24,34,4,8,27
57579,10,16,25,22,25,35,18,38,57
21192,7,26,27,13,23,33,0,7,10
41131,8,20,34,3,6,30,0,11,18
99343,5,33,43,15,15,30,10,35,59
40777,9,15,21,7,14,16,8,18,28
80099,10,19,32,20,20,22,3,7,9
38701,2,6,19,13,21,26,16,27,28
10207,29,34,42,7,8,12,6,32,42
14587,9,11,18,7,8,25,11,24,34
02960,10,16,23,4,7,12,1,1,9
40513,9,16,16,10,24,26,14,16,27
17879,2,3,9,7,21,45,9,20,22
10842,11,18,19,4,8,10,6,12,41
85434,0,28,47,17,25,27,3,10,37
74101,20,25,35,6,22,28,0,15,21
31870,14,21,45,2,22,29,9,15,37
25587,0,28,48,4,5,5,7,15,17
16132,1,19,28,9,9,28,10,18,23
05427,7,17,29,7,19,23,29,39,46
23376,10,22,31,1,8,28,2,5,12
11209,7,7,13,19,23,27,17,41,51
12427,3,16,35,3,11,17,14,18,24
64655,20,28,32,18,18,28,25,31,34
34719,16,18,21,2,8,24,1,14,22
39451,29,41,49,5,16,26,25,26,26
55053,5,34,54,18,32,40,4,14,17
33770,16,33,42,12,15,15,6,20,22
49654,0,27,27,9,13,19,0,11,20
20763,5,11,16,3,13,13,12,27,37
72016,15,41,48,0,10,26,20,33,40
13410,2,6,20,3,20,34,26,29,34
85288,19,28,28,13,22,47,7,7,15
08987,13,16,20,0,20,26,16,32,37
94694,14,29,42,6,29,29,1,3,12
96195,14,14,25,4,14,31,21,21,22
26644,2,12,12,15,15,15,16,16,31
82119,10,24,29,8,25,27,12,20,36
75746,24,47,49,26,29,34,10,34,36
80822,25,27,47,14,21,27,1,18,20
27237,14,33,34,4,22,30,23,27,32
72693,17,41,44,18,35,38,13,16,16
03334,19,26,29,11,20,33,6,15,44
13112,14,20,25,9,14,19,15,17,19
70246,16,16,23,3,6,15,9,37,41
26004,4,5,11,9,12,12,15,18,31
03435,14,22,26,6,11,24,13,20,46
87082,25,28,40,10,15,19,27,30,32
96527,15,27,28,19,25,47,3,13,21
75205,28,34,35,21,28,30,2,13,13
44809,2,12,25,1,21,33,9,22,31
