uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
15129,8,14,14,0,3,10,21,33,41
25303,3,12,20,16,17,23,6,6,25
64459,5,7,9,1,5,8,12,12,15
73166,11,17,32,5,14,16,9,37,46
97836,27,39,43,10,36,43,10,20,23
57522,9,13,19,30,34,37,7,21,37
19992,11,12,16,17,23,44,7,10,20
48530,15,32,40,4,7,22,7,27,35
81054,13,17,20,9,18,20,2,19,28
63404,3,23,25,15,27,44,0,3,15
06023,7,8,17,18,34,47,0,2,6
05049,4,29,34,1,6,8,12,29,34
83474,7,11,29,14,36,46,0,10,19
18120,17,23,41,3,13,31,0,12,28
69621,7,9,32,0,16,25,0,5,18
90992,20,20,25,9,16,40,10,40,63
16972,20,41,46,9,17,27,0,2,18
55033,7,33,35,10,19,19,4,8,17
07282,26,49,49,10,15,17,13,31,44
17759,29,34,37,20,32,34,3,7,8
87357,14,14,23,18,43,51,27,34,44
21909,2,7,12,12,12,15,12,21,39
90271,10,18,38,9,10,32,2,17,27
79015,2,4,7,1,8,13,15,40,40
66448,9,10,18,10,39,66,0,9,12
83917,7,21,21,22,35,56,12,14,43
38961,20,29,33,4,5,20,25,38,51
96455,13,19,39,11,21,27,10,26,27
06125,5,19,37,6,11,12,10,18,23
36376,2,12,16,12,18,29,8,9,19
63325,2,11,32,22,34,34,8,12,17
01713,4,18,19,7,29,39,12,22,49
55549,13,36,37,11,15,18,10,15,23
46877,8,26,27,6,15,40,17,17,24
52156,0,24,51,7,21,30,20,32,36
86000,14,18,39,4,15,43,7,7,9
83731,4,21,30,22,30,35,13,28,45
86490,4,30,32,4,31,36,1,8,35
54301,8,14,21,10,12,28,12,13,24
59921,30,50,56,8,21,31,8,18,18
28446,21,25,39,1,9,20,2,13,13
98134,5,12,17,8,25,27,3,33,38
00890,3,9,12,3,17,27,5,35,49
06571,22,23,29,10,13,19,2,22,26
11128,0,2,10,3,12,35,12,41,42
17826,8,15,19,1,9,37,2,8,12
55319,19,22,34,6,33,53,4,6,17
13651,8,25,32,10,35,48,0,10,20
44565,6,24,30,0,11,15,14,22,29
36848,7,12,16,0,6,13,19,23,39
76781,0,11,14,6,11,21,17,22,34
70978,4,8,28,0,14,42,4,9,11
02268,14,16,27,17,31,40,6,10,13
93751,7,34,40,28,49,69,10,13,13
02945,22,28,35,10,25,40,8,10,10
83793,10,15,18,3,3,3,1,5,13
66387,0,3,26,18,38,41,13,32,44
28901,10,10,13,10,20,23,15,18,18
69502,5,14,37,27,30,39,9,13,21
86111,23,33,34,10,13,19,25,34,45
97485,5,8,37,14,26,32,25,34,45
73242,11,17,23,14,39,45,24,43,43
96170,7,10,16,4,9,16,3,11,13
05708,7,10,15,6,15,39,5,9,27
48901,9,20,41,3,11,15,15,22,43
33095,6,12,21,10,23,29,8,23,25
66177,10,22,32,3,6,24,17,17,27
46968,13,15,42,13,26,27,18,29,39
28845,5,5,14,20,29,43,4,7,17
55719,20,29,40,10,23,29,7,10,14
38206,22,33,34,4,27,28,5,33,44
40902,16,19,29,14,20,36,3,8,38
36250,7,24,44,4,5,21,1,12,15
72459,27,27,51,8,14,21,6,19,23
95793,2,9,35,18,21,35,3,4,24
42193,4,8,10,9,26,34,20,34,53
49873,0,0,24,19,19,37,21,31,53
49788,4,20,27,8,11,15,4,19,23
40765,29,35,48,0,10,37,1,26,33
88306,21,21,27,9,15,18,6,6,13
57265,10,22,26,28,32,56,9,10,18
83653,6,16,22,1,4,28,1,1,15
42758,1,18,33,4,33,58,6,15,18
65824,0,2,18,29,47,70,2,3,3
03433,0,5,13,19,28,36,9,39,43
53136,3,10,26,28,34,48,8,36,43
86116,3,11,14,15,19,37,6,11,18
32320,12,32,51,9,19,28,9,37,37
40750,10,24,32,1,3,29,6,10,13
41328,14,21,21,24,26,27,2,20,20
14094,2,8,36,6,8,8,5,10,36
