uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
48635,0,5,12,29,59,69,5,15,20
39204,15,31,37,4,11,31,2,9,32
84560,30,32,37,15,20,38,19,20,25
02432,10,10,13,20,26,49,19,27,41
12659,7,17,28,14,18,38,29,35,50
37927,4,7,16,9,18,35,23,43,48
87891,4,9,35,10,30,34,27,56,57
55203,5,35,62,2,6,7,1,14,35
29369,3,3,6,8,9,9,12,17,26
45683,1,7,18,15,24,29,0,3,7
19776,9,14,28,5,25,30,2,17,24
74877,5,14,19,8,21,21,9,36,41
82901,7,21,31,6,11,19,2,16,25
77769,10,17,36,19,27,47,16,20,22
50381,14,32,41,1,7,18,15,22,35
10214,4,17,36,17,35,40,1,21,39
55667,3,9,20,6,10,29,2,32,34
38131,6,33,62,20,33,46,24,38,48
03675,28,30,39,6,12,30,1,20,34
31818,4,19,25,3,16,32,9,16,34
25719,20,24,51,7,22,23,0,27,39
70786,29,33,53,18,25,28,2,5,9
92134,1,5,8,30,40,46,16,24,31
71792,9,14,26,19,27,57,19,20,39
66406,8,13,32,10,19,19,20,36,54
51807,4,22,31,6,17,23,0,5,9
56218,9,25,33,10,12,18,1,8,27
35624,19,42,49,17,24,26,18,21,29
03478,6,6,36,4,20,24,2,22,41
90534,8,17,21,9,35,35,10,13,18
81171,11,38,41,0,9,18,29,41,57
38125,5,7,17,12,21,32,20,33,54
51285,0,3,22,16,40,45,4,5,12
51909,14,24,36,30,40,40,16,17,19
93589,26,27,32,15,16,17,2,4,4
19709,15,26,27,29,32,39,1,16,22
11010,3,6,15,8,14,22,20,27,55
24082,1,28,42,28,30,33,2,4,4
01532,17,27,37,8,13,27,4,10,15
43326,5,11,13,18,26,28,9,20,24
45029,1,6,11,6,8,8,19,21,25
42861,2,10,13,11,14,14,6,19,27
41826,8,8,27,8,19,25,6,6,9
59612,1,4,19,26,33,36,20,40,52
47147,0,5,8,16,23,25,15,21,23
29850,10,18,24,15,16,22,24,37,54
35496,0,8,14,12,12,20,19,48,66
83829,11,19,32,20,36,44,17,28,38
84451,8,16,33,0,18,26,7,15,39
41986,8,25,42,5,7,25,5,10,19
62326,12,19,25,4,22,23,14,22,23
18820,10,20,21,19,30,57,2,16,36
62214,23,27,27,22,39,51,15,23,29
