uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
91637,5,15,43,4,11,25,17,23,27,15,22,34
87343,0,12,18,2,4,17,6,14,21,0,6,20
77449,10,11,34,3,18,20,3,20,30,26,29,30
79491,9,18,20,18,29,42,0,10,26,9,19,22
16429,16,16,29,3,11,18,14,24,26,4,22,51
11196,8,10,17,9,19,28,20,20,21,8,24,45
64871,14,18,19,1,31,54,4,11,13,8,8,25
27413,4,6,7,5,7,14,0,14,17,16,45,68
28812,9,11,21,20,35,38,0,25,49,0,7,18
44565,5,21,27,10,28,35,29,40,46,5,8,9
56014,4,29,52,5,11,18,1,15,18,29,37,41
55477,13,15,18,18,22,28,6,24,24,0,12,17
85848,8,9,10,5,10,19,10,14,20,7,23,28
34198,16,35,60,22,30,39,2,6,13,3,11,11
26710,25,25,28,4,12,21,3,10,22,3,19,35
65433,9,17,32,2,7,16,20,31,41,4,5,12
23879,12,22,32,9,28,38,26,39,55,11,11,13
98818,4,12,19,15,28,45,0,6,27,19,28,51
22763,2,5,25,1,8,17,6,21,21,19,35,39
56028,0,3,12,24,27,32,27,29,52,11,19,20
29682,13,35,50,20,32,42,19,30,34,4,23,30
97799,7,19,33,11,12,32,8,38,41,4,8,24
09292,7,16,22,3,5,12,10,12,15,0,7,21
54043,29,55,62,0,26,30,4,12,20,1,18,21
24203,13,38,41,8,14,24,6,23,24,5,15,21
10806,19,38,39,19,32,42,19,31,51,8,18,36
53423,14,32,51,18,19,48,0,7,37,14,42,52
97778,6,14,38,8,8,18,24,41,48,5,6,26
48405,7,12,37,22,45,61,30,48,66,7,16,23
36058,20,34,49,0,5,21,18,22,22,9,22,28
69120,13,38,50,7,11,37,10,25,35,22,29,32
55668,4,9,39,5,6,36,7,17,23,16,35,37
77642,23,23,23,7,10,17,5,5,15,14,38,57
56623,0,25,42,15,41,46,10,14,19,5,13,24
50858,15,16,19,5,7,19,15,34,37,2,12,30
39915,12,21,38,2,10,24,9,9,31,3,9,35
61547,8,14,15,5,28,36,10,15,20,11,30,39
91051,13,19,38,21,30,30,5,27,33,11,18,24
89351,17,22,28,1,21,38,26,30,47,9,17,18
57053,7,14,14,5,11,29,3,21,23,3,12,25
03566,4,15,20,13,27,38,6,14,24,6,9,21
52103,0,8,8,3,11,13,16,23,28,5,12,26
88309,2,15,25,24,28,46,16,33,62,1,9,20
58918,5,6,16,4,4,6,9,17,20,3,7,35
61442,2,9,12,1,1,1,24,34,55,0,0,14
66567,0,3,13,4,10,13,13,25,48,6,24,52
46740,9,17,24,2,3,12,10,11,24,0,7,13
20337,24,27,28,7,31,48,6,27,31,28,49,51
77978,30,49,50,7,36,45,6,30,33,9,11,11
81217,3,9,29,9,9,12,2,22,40,7,10,17
24038,11,14,14,18,25,30,29,39,55,1,9,29
55503,6,21,33,3,7,11,16,17,20,3,5,8
90381,5,10,10,17,19,37,8,8,13,10,11,28
04083,7,16,26,9,23,32,7,27,28,5,8,25
83875,24,27,34,13,17,27,18,21,25,5,15,16
25188,15,22,25,15,16,20,10,11,14,5,7,14
26024,27,35,40,8,28,34,7,8,28,8,9,10
86508,19,22,50,10,28,32,7,10,19,9,29,29
80122,9,26,53,19,24,39,6,15,17,16,22,32
66581,0,3,12,5,15,22,21,41,49,2,7,19
89688,19,36,46,28,30,37,3,20,24,8,27,57
69763,20,37,45,0,0,15,5,12,13,10,27,31
54500,0,6,6,5,10,16,5,14,33,29,39,42
06504,2,20,28,0,8,20,22,35,54,2,5,18
15434,7,13,37,3,3,12,27,29,37,4,23,27
68655,20,30,46,0,4,10,23,28,40,6,23,46
12035,10,12,16,19,32,39,3,32,49,6,13,23
51468,7,21,29,3,33,38,0,28,39,4,10,16
64492,0,10,16,5,6,9,29,35,53,4,15,27
72228,1,2,29,2,20,21,0,10,10,16,16,26
65815,0,11,15,30,37,41,6,14,30,8,21,31
49098,25,31,53,14,14,20,14,26,38,9,28,31
69473,2,4,8,10,19,25,27,32,42,1,29,55
10592,10,20,21,2,2,20,4,19,22,0,8,11
01144,17,26,33,26,36,43,15,42,53,6,7,11
96013,3,13,17,3,3,23,4,15,16,7,14,21
86543,10,16,21,9,29,30,4,6,16,23,28,46
79795,16,25,29,23,46,48,8,17,17,1,10,29
10298,9,15,21,7,21,30,9,27,53,8,18,24
70806,11,12,13,4,6,10,13,18,22,10,18,29
10912,24,24,44,1,2,12,8,27,39,3,4,22
53410,10,16,21,2,12,14,29,46,54,9,15,25
13013,10,25,26,5,10,16,8,20,22,0,15,15
67804,26,33,34,23,29,35,21,28,37,7,11,18
04022,14,29,33,6,16,42,3,19,24,11,29,41
39707,7,12,21,4,9,38,3,9,9,5,20,25
72157,10,11,17,7,30,32,19,39,44,5,14,23
77237,1,2,4,14,16,26,6,13,19,23,32,39
78874,21,37,43,30,31,34,9,13,14,2,15,16
44521,3,7,16,10,10,17,0,15,25,14,14,17
39250,4,19,21,16,34,48,2,28,38,10,20,24
56589,3,3,13,19,24,41,0,10,10,13,20,28
22845,4,6,6,15,32,52,11,29,52,27,50,66
82085,27,56,83,15,32,49,15,19,34,8,10,22
80189,3,19,30,7,7,12,10,13,40,16,22,24
71944,1,23,23,9,14,24,7,8,18,0,10,31
87268,3,12,21,19,21,38,3,10,10,4,6,29
78617,0,14,24,3,8,14,27,28,44,6,10,36
76101,0,6,7,15,24,30,1,3,22,3,12,18
46549,21,23,29,6,35,57,9,12,12,8,30,41
35144,19,19,25,11,21,26,15,23,36,11,29,39
88596,1,5,18,11,37,54,13,29,38,12,19,31
88336,5,11,30,9,9,15,5,12,21,6,15,16
67063,17,24,44,1,13,27,10,23,36,24,25,32
01292,18,28,36,10,19,21,8,15,18,6,8,30
83500,6,18,27,10,29,36,15,28,43,2,6,19
37251,22,43,53,1,14,16,18,19,26,14,35,45
00728,10,23,29,4,29,38,7,15,26,23,39,44
12128,3,4,15,3,5,20,20,21,28,20,21,24
03208,0,18,24,14,37,39,3,22,28,5,25,29
35068,7,16,46,14,18,21,0,8,12,15,22,25
07799,6,17,27,13,23,27,1,12,18,28,32,39
65119,4,7,14,12,16,31,11,17,28,17,19,47
22743,8,11,18,27,42,44,6,10,31,6,14,17
98414,4,24,52,18,35,47,3,15,33,10,18,28
18586,3,5,5,11,13,25,3,3,16,4,25,26
82356,3,22,26,4,23,38,19,19,27,0,4,9
34368,2,3,18,18,27,31,20,39,41,1,17,19
57246,3,9,19,6,8,13,18,29,47,5,23,33
00545,11,18,20,2,10,27,1,9,19,9,9,28
63440,4,6,18,24,41,48,4,26,49,7,13,21
95274,12,24,51,19,33,53,1,17,20,8,10,11
66040,21,39,46,10,25,40,20,25,54,3,12,13
19080,19,20,32,0,1,5,15,20,27,23,32,34
61280,6,10,13,20,38,62,14,25,44,9,12,18
77702,5,30,39,10,34,38,3,25,27,10,34,46
56254,2,7,34,18,26,29,9,32,39,10,20,29
09612,7,13,14,9,16,20,26,34,34,6,12,20
25632,7,9,14,0,1,23,12,25,54,15,40,55
42606,0,5,8,1,10,11,1,5,33,19,22,29
40403,8,16,16,7,9,10,18,35,44,12,22,52
96579,14,18,24,0,7,36,9,28,32,6,16,31
79236,22,32,42,0,6,33,7,26,46,8,26,38
72728,5,9,35,17,32,46,29,41,53,6,25,45
67971,3,23,48,26,54,56,17,37,38,5,5,32
34441,1,15,24,4,5,11,9,14,35,2,14,43
93104,0,1,2,4,20,23,9,34,42,18,32,42
28368,4,7,9,8,32,44,1,18,24,26,40,43
32756,18,44,53,12,22,29,6,7,7,0,9,11
44024,29,34,36,2,6,7,29,30,55,19,28,29
51673,8,16,26,1,10,29,0,21,29,5,18,25
63687,8,9,18,10,13,17,15,15,19,6,23,30
26809,10,14,14,8,10,18,19,22,33,0,23,31
00813,0,8,34,16,37,41,1,13,30,12,19,19
41215,23,43,69,25,31,31,14,21,30,10,18,20
26848,12,23,29,18,18,18,10,16,44,7,11,17
57247,10,21,35,14,36,54,26,45,59,24,53,62
41218,16,16,33,7,10,18,6,16,17,10,23,25
66903,6,15,23,9,37,38,23,34,57,5,18,21
18818,13,38,42,5,5,8,9,34,34,8,28,44
07668,1,4,4,18,22,26,1,29,46,0,14,24
30295,12,24,35,6,6,16,12,22,43,3,12,40
01398,11,22,39,10,35,37,8,36,37,8,8,15
34038,19,22,29,2,17,23,5,26,33,0,9,29
43188,9,10,34,10,15,22,9,19,38,2,15,19
86247,7,15,35,27,40,44,0,5,24,1,11,20
24649,9,29,36,14,23,45,20,28,42,29,39,43
05839,2,12,40,0,2,11,6,31,32,1,4,12
96522,1,11,11,1,24,24,0,9,27,9,15,36
46256,9,16,24,0,10,12,7,7,23,6,18,31
61318,6,18,19,5,11,15,7,15,16,10,23,25
04036,1,21,30,14,18,31,1,25,26,2,12,21
51708,14,17,44,0,9,9,23,38,42,18,19,22
01165,2,10,14,7,7,14,8,25,52,11,12,15
55979,7,29,39,11,28,33,2,6,15,9,15,30
