uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
22190,15,21,26,17,18,38,3,7,15,0,6,32
72981,16,35,35,14,19,29,9,14,35,23,31,38
42426,10,24,36,3,3,10,30,33,51,15,36,38
21050,9,19,35,24,32,41,1,7,16,17,26,53
29028,8,25,45,9,22,25,8,8,26,14,19,28
21490,4,11,12,15,25,34,30,30,37,24,42,43
39053,3,3,17,4,18,33,5,10,30,10,12,29
13581,14,26,36,17,47,58,4,8,18,14,24,54
16204,15,21,29,7,24,34,9,10,22,13,26,50
32066,9,27,30,1,7,11,12,24,40,28,32,48
99826,6,6,15,6,27,48,6,8,10,8,21,38
25544,19,25,25,14,26,30,18,20,27,30,33,33
41556,5,8,31,8,16,19,6,9,38,13,13,40
48310,4,9,15,3,6,10,21,28,39,13,43,58
42020,20,26,29,6,14,17,16,24,28,4,13,31
96161,9,17,28,29,29,35,20,28,41,6,7,26
74072,10,13,40,4,4,4,28,58,66,7,25,35
96424,15,44,54,14,20,28,1,21,49,4,6,6
33102,12,13,16,5,9,13,22,32,45,6,15,24
43792,7,12,14,30,38,57,3,4,23,5,35,46
25455,13,19,23,13,22,27,4,32,34,3,10,30
19895,15,19,36,14,35,43,22,28,46,7,16,20
42210,19,27,37,3,9,16,6,25,41,14,18,20
84589,13,28,33,28,31,41,10,24,27,9,13,19
50420,5,14,16,26,48,59,2,23,29,27,33,37
98503,6,19,37,21,31,55,9,19,33,2,4,11
13563,3,20,36,19,22,32,13,16,38,27,44,47
06746,2,21,31,8,20,29,9,10,20,16,19,39
33328,6,10,11,9,11,25,11,21,38,6,24,40
07328,20,28,35,4,27,38,0,6,15,14,35,53
37711,0,5,15,8,13,21,29,44,59,7,8,9
73855,0,6,6,7,27,37,2,10,29,7,13,18
53088,8,10,29,13,18,21,12,17,25,6,16,17
51619,30,47,48,6,14,20,7,26,27,10,16,20
23700,4,11,18,1,6,25,7,15,31,14,32,41
28004,6,15,28,5,25,50,4,12,14,29,39,47
51895,9,28,38,10,10,17,2,20,40,4,29,45
79239,5,15,38,3,14,18,10,30,43,3,21,31
57209,0,26,40,9,9,34,3,7,7,6,11,13
34930,2,6,11,3,12,15,6,16,25,7,14,21
84579,1,2,5,8,11,15,11,14,23,0,3,9
04111,19,22,46,5,24,39,21,30,35,8,25,42
93626,7,16,23,15,36,36,25,37,39,2,11,31
33079,13,21,49,10,19,47,4,10,13,0,8,11
48344,6,12,14,1,9,17,4,19,25,8,25,32
87132,19,24,24,9,10,19,19,19,28,7,13,14
16273,2,7,22,3,14,26,27,33,60,1,31,58
44383,4,18,26,6,19,32,12,22,41,24,26,35
78919,7,14,34,0,23,47,15,32,34,4,12,25
12008,17,17,44,6,18,35,2,23,30,19,21,21
80252,1,1,12,8,13,14,3,11,11,19,25,29
61098,0,11,30,7,28,47,10,29,30,13,29,37
79156,6,8,14,30,46,47,12,17,32,14,26,51
46254,5,10,10,7,9,9,12,17,24,2,20,27
00840,15,33,40,1,3,20,4,8,17,0,15,26
38798,17,21,40,3,21,42,18,24,27,10,16,34
19849,2,13,28,18,23,41,6,26,27,8,35,43
58797,8,22,36,14,37,40,18,35,39,9,14,22
09735,5,18,27,22,30,47,6,25,44,20,24,50
57027,2,5,14,17,24,28,14,24,29,10,17,26
95924,6,14,23,4,10,17,2,7,15,15,18,20
65045,7,10,23,15,20,21,11,17,27,0,15,17
39565,3,4,12,19,19,21,20,35,63,5,25,33
52846,24,40,40,17,23,24,10,16,18,29,32,44
53365,1,10,11,12,19,19,11,15,33,3,13,14
01165,9,14,21,10,12,14,10,17,18,7,9,17
31022,6,15,17,5,11,15,5,12,18,12,20,27
76507,4,4,8,20,27,29,8,30,46,12,18,36
12248,2,2,6,16,30,32,1,7,10,8,19,20
53467,18,23,36,9,39,51,14,16,29,28,38,49
73827,10,28,56,5,13,13,3,8,26,19,28,33
47698,16,16,25,5,11,14,19,32,41,1,9,25
89892,11,41,50,8,13,38,6,14,16,2,10,10
23837,17,25,39,4,12,15,9,22,45,19,22,41
88488,14,15,42,6,21,25,1,7,18,1,12,21
91787,16,22,37,1,19,41,0,5,8,10,18,20
78295,1,1,29,11,18,30,3,10,32,1,3,12
95717,18,36,46,1,14,15,11,19,36,6,22,26
28044,17,27,34,17,29,32,19,29,29,1,1,14
46748,2,21,33,16,25,51,7,25,38,6,36,50
33307,3,13,15,0,8,12,2,12,38,12,18,45
97817,4,5,5,24,28,28,10,14,18,1,10,14
96533,8,37,53,3,7,25,2,16,36,3,5,18
12529,15,16,39,1,1,6,7,37,46,7,10,23
96012,15,20,31,16,20,40,2,22,25,11,11,12
77872,6,16,17,0,3,12,7,16,33,2,6,19
54506,20,37,55,24,40,41,10,14,40,7,24,29
26297,0,0,8,8,23,30,7,18,34,19,23,30
55367,12,20,28,10,10,10,0,9,10,4,8,10
88893,9,25,31,28,50,52,3,16,22,2,8,15
91807,13,21,32,1,11,16,0,13,19,25,29,48
69490,2,31,37,1,8,9,15,36,37,30,38,43
08353,7,34,44,29,31,34,15,33,38,15,18,19
24390,8,22,51,19,38,38,10,22,50,7,12,14
27417,6,8,10,5,24,37,19,21,34,4,8,8
20418,2,9,21,17,34,43,17,31,31,10,16,40
96440,17,22,48,28,31,34,17,23,25,1,19,22
56250,7,12,15,19,43,48,2,7,9,26,28,58
81662,15,35,42,19,25,27,14,15,35,0,21,30
97218,0,22,25,7,7,15,2,2,9,2,32,52
40872,3,12,26,5,31,41,1,8,14,2,4,15
75729,2,13,13,4,16,17,15,30,39,8,25,34
04308,7,18,22,22,23,29,13,36,44,8,10,13
79290,2,4,13,1,25,36,7,15,31,16,24,40
99456,8,16,30,4,9,9,1,9,10,2,3,7
16692,1,5,13,5,13,22,8,8,18,26,33,34
57131,16,27,51,8,12,16,0,0,4,7,17,30
60628,7,19,41,9,24,24,19,26,28,0,6,11
34187,14,33,39,2,3,16,2,3,13,10,32,44
74491,3,5,23,1,4,14,6,8,20,23,47,70
95686,21,24,25,24,25,34,15,16,24,21,23,42
03905,2,6,25,1,9,18,16,19,28,5,24,31
68567,8,19,35,27,45,51,1,9,30,6,9,16
20652,5,31,42,11,20,47,12,22,22,29,47,75
33626,7,8,9,11,26,39,11,27,35,6,20,43
13293,6,12,29,26,50,65,3,7,15,16,35,50
37421,9,35,46,1,22,40,20,22,28,5,24,28
47005,4,19,21,26,29,51,4,11,34,1,18,20
47435,20,24,29,0,6,18,9,14,31,7,33,50
97285,27,37,40,13,28,35,7,17,35,6,30,32
