uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
62401,5,16,17,20,37,63,6,12,22
98765,5,19,22,10,17,34,5,22,48
20682,5,6,26,30,32,35,7,8,9
69479,7,17,27,2,2,24,7,22,23
45776,2,7,26,0,13,18,17,28,37
12715,12,29,35,9,21,32,7,12,21
61455,0,4,21,4,7,31,4,10,12
65670,6,13,16,27,41,47,3,22,23
26139,19,25,25,12,18,36,3,28,37
82447,15,22,23,27,40,54,6,20,20
53252,15,19,24,5,8,17,3,5,8
83915,18,23,30,8,10,16,0,9,26
25833,14,29,34,8,22,22,4,10,11
07269,9,18,23,10,23,30,5,12,16
52819,3,12,28,8,26,27,6,19,29
76178,26,32,52,19,25,40,2,3,16
80505,2,16,23,9,12,14,4,9,12
29343,3,9,16,4,14,24,28,42,65
54420,17,28,45,6,36,37,3,4,16
69320,20,31,39,6,13,25,0,12,25
04125,11,11,28,14,16,24,2,4,5
80053,22,31,46,19,26,36,20,40,66
49353,11,13,17,2,19,26,10,25,26
30495,15,16,24,3,18,18,6,9,10
67353,17,39,53,7,11,16,10,14,32
36997,6,6,25,5,18,19,0,9,16
53534,1,10,29,0,23,27,21,40,56
94593,19,20,22,12,16,39,0,18,22
32770,29,45,46,14,42,52,8,12,22
03922,15,16,44,5,13,36,4,6,32
32108,10,23,24,19,20,29,10,14,37
20429,11,32,34,5,23,36,9,26,47
04568,9,27,32,23,53,60,1,5,20
53948,7,14,27,15,16,24,30,42,55
69963,8,13,16,1,7,10,10,15,24
19989,10,36,49,4,7,9,5,25,33
27156,13,27,34,3,13,13,9,18,28
24141,2,10,19,0,0,30,8,15,22
48175,17,31,42,13,25,40,4,8,18
77926,3,8,11,24,40,52,18,35,44
61687,20,29,34,18,25,42,4,13,17
94813,19,47,58,10,12,16,26,32,39
35340,13,43,44,20,32,45,4,7,12
69448,0,20,20,15,19,25,1,19,24
01382,18,46,53,0,3,5,20,42,46
35804,4,14,21,2,12,24,5,5,22
26699,7,16,21,7,14,34,7,12,25
76195,16,16,21,1,5,5,5,7,15
73088,9,16,22,7,19,39,4,11,13
49099,8,10,15,9,9,11,27,31,41
32140,7,25,54,4,15,20,14,22,45
03250,2,8,11,9,23,44,10,13,29
85976,18,30,40,9,15,21,10,20,21
35436,0,10,19,7,15,23,2,9,15
74223,11,12,40,15,36,42,25,39,44
63956,5,30,39,15,33,41,9,12,28
03883,22,29,35,1,18,18,3,11,13
33990,10,22,30,6,10,30,4,20,30
59074,19,36,66,19,29,47,4,10,14
27301,13,16,21,3,16,21,19,48,51
95436,16,19,26,2,3,22,8,12,16
43381,4,21,23,0,14,19,0,5,25
42646,2,5,9,6,35,48,11,15,32
05599,7,14,23,4,9,28,6,10,13
25413,25,34,39,28,49,58,22,34,60
35770,8,21,24,8,25,29,15,21,27
25450,18,18,26,0,7,7,5,23,37
44204,10,36,45,4,9,13,3,16,21
42783,20,22,35,7,20,24,19,20,45
21258,5,18,19,1,4,15,1,25,32
08767,0,6,20,24,30,41,16,16,40
75457,25,37,55,3,12,38,11,21,31
23285,12,27,28,0,13,19,1,26,28
63798,1,11,15,1,13,27,9,17,43
06349,23,31,34,21,26,34,5,11,15
54846,22,23,32,4,5,22,10,12,22
22486,15,19,26,14,23,41,8,8,8
01366,3,23,39,1,10,21,4,18,44
51656,22,26,39,7,27,32,4,12,22
07574,6,19,38,17,28,43,3,16,29
50053,8,34,40,28,42,47,29,43,68
91716,8,8,23,3,12,22,0,20,27
90093,10,17,23,7,11,40,9,9,19
56240,13,16,19,22,28,35,23,34,34
85194,2,9,17,20,46,64,19,20,23
15724,20,44,52,14,26,36,29,30,38
00310,2,25,28,9,33,47,20,21,23
22779,0,0,18,18,39,41,2,5,19
16485,15,30,34,10,18,27,8,11,18
96731,11,19,49,3,27,30,18,22,26
29302,0,4,4,6,12,19,4,10,17
54852,18,24,29,19,26,29,5,17,41
69050,8,11,36,29,32,56,8,21,30
76327,9,9,10,6,12,23,10,13,28
31499,1,17,18,0,17,26,5,8,15
45644,1,19,22,22,24,25,15,20,36
34955,10,10,15,1,12,28,18,24,38
26190,30,36,38,8,9,12,17,18,21
38050,10,28,31,29,29,38,10,28,30
11316,1,9,18,18,25,25,23,32,34
12984,5,25,25,1,13,26,21,21,24
30419,9,25,29,8,14,28,7,27,44
80912,2,7,26,9,13,20,5,7,37
73914,0,10,40,7,8,29,4,32,43
76429,12,17,21,18,24,26,5,11,19
57391,11,31,47,8,19,24,17,44,60
77529,12,16,45,10,16,37,13,19,21
00491,22,23,30,9,19,20,15,21,30
75016,3,32,50,7,14,34,2,19,24
54813,10,32,38,7,9,22,1,27,46
24438,16,25,26,8,14,23,16,16,34
69928,21,26,40,1,7,13,11,35,57
78615,8,10,18,16,35,42,26,41,42
11084,8,10,40,3,7,13,2,12,30
23273,14,17,21,3,9,29,26,39,42
70069,1,13,21,7,27,35,7,7,16
50645,12,42,56,6,25,42,23,33,39
24167,10,28,57,0,4,13,3,15,25
35753,30,60,70,9,14,17,26,27,32
18846,19,23,49,8,29,43,28,31,36
71255,26,34,34,8,12,20,0,4,11
54812,8,10,23,10,36,37,18,19,20
74449,7,33,33,13,30,30,6,10,25
87876,8,11,19,5,16,27,27,37,66
41283,3,4,8,7,21,22,6,9,16
48824,0,6,10,5,9,16,2,3,4
34545,11,30,44,19,43,48,4,10,14
13164,6,21,21,30,31,44,3,7,10
40356,14,22,22,6,13,33,20,26,31
86392,4,13,19,28,37,45,4,12,13
78331,3,25,51,6,11,13,1,16,34
00171,5,7,17,17,41,51,1,10,37
44160,6,33,46,3,4,8,22,22,25
99683,15,35,41,10,10,38,6,22,32
23547,2,19,23,3,16,23,4,28,30
54848,9,9,31,0,5,12,4,24,28
83481,0,0,10,16,45,45,1,3,4
96126,7,17,25,21,26,46,30,34,47
93866,2,3,16,1,12,17,29,48,60
00739,10,16,25,1,12,15,1,6,20
99357,6,6,11,6,35,38,5,12,16
68426,9,13,32,18,20,35,18,45,64
15869,19,38,47,3,22,23,2,21,27
47632,3,4,27,0,5,18,6,25,30
37670,9,15,21,2,15,23,9,26,26
55419,17,27,29,3,4,23,9,19,23
73846,17,22,40,6,9,15,5,31,41
16804,14,19,23,4,5,31,21,31,34
03396,0,14,31,3,3,15,17,19,23
71776,3,14,34,16,20,28,11,23,25
29561,18,21,28,15,21,30,4,12,23
33924,27,28,41,23,28,34,0,6,6
04123,9,14,15,10,36,39,2,19,24
81712,2,4,5,5,16,19,10,19,39
49159,14,19,23,9,12,12,10,14,19
52181,12,26,30,10,13,15,19,35,50
84950,12,15,24,9,9,10,14,16,27
68572,18,25,33,7,18,27,2,3,23
64472,9,14,26,4,20,22,2,19,39
09975,1,1,11,27,45,57,2,12,20
39508,2,6,29,3,11,16,20,29,47
47245,8,8,30,5,15,34,6,8,8
67084,26,31,54,6,34,47,8,9,38
41781,9,20,48,15,31,42,27,45,45
30247,0,22,28,10,17,32,21,22,50
02210,8,24,31,8,8,14,28,42,66
78710,2,19,29,10,19,22,18,24,40
72974,6,15,31,7,26,40,1,29,39
90253,4,4,33,1,13,29,15,24,32
16260,0,8,20,8,12,23,27,29,35
45805,6,22,27,0,8,8,7,37,42
07509,6,23,28,19,19,31,6,15,35
26717,2,22,26,10,11,12,28,46,56
12021,26,47,58,8,11,30,14,21,28
07550,14,31,50,2,26,26,22,35,45
24288,9,16,16,10,11,32,8,26,34
08305,3,13,17,10,18,25,8,21,22
26365,4,14,18,18,22,24,3,11,12
17701,27,38,48,16,22,33,16,33,33
76259,9,18,20,3,11,22,10,18,47
50880,5,15,16,1,20,37,4,14,14
37601,24,26,31,17,22,23,6,8,24
99242,10,24,39,11,16,18,12,22,33
55022,8,18,21,7,21,37,10,21,34
76116,12,19,28,4,32,56,20,21,27
50013,9,19,36,25,49,57,5,25,33
23619,3,15,40,20,47,53,9,26,29
39294,4,8,25,5,23,30,5,6,10
46250,5,7,8,26,33,39,10,11,13
43568,17,29,47,9,23,51,18,26,51
10885,7,14,18,2,10,12,20,23,28
80592,9,13,16,0,1,7,7,27,35
40357,8,16,29,9,11,11,5,10,24
33344,3,7,36,3,31,41,19,25,29
52121,20,34,39,10,36,61,23,23,40
93551,24,36,50,10,20,20,9,25,29
58903,19,27,28,18,33,50,10,10,27
14634,5,12,24,7,19,24,10,30,30
66029,10,15,16,5,5,26,21,22,40
44287,15,18,21,4,19,28,30,40,47
31631,6,22,31,14,14,17,10,10,23
21067,7,14,37,10,12,19,5,18,29
82324,7,16,36,10,27,29,4,23,34
89507,17,34,34,0,1,10,0,19,24
81186,5,27,27,8,16,40,6,13,16
01266,16,22,29,17,37,50,2,10,16
54146,5,6,25,17,18,24,0,7,13
08531,6,8,11,16,31,31,2,12,15
22383,14,14,14,17,24,24,28,33,43
31846,7,12,21,3,4,19,8,13,39
86961,12,37,40,16,22,43,0,4,7
06164,18,40,47,6,18,33,7,15,19
63625,11,34,49,16,19,37,0,7,19
29492,2,18,30,4,7,7,13,13,23
01043,24,38,41,25,35,36,2,10,11
21920,18,25,28,4,25,50,9,21,21
05821,1,7,14,3,14,30,6,23,27
73339,10,20,32,6,6,15,7,17,29
34697,5,21,48,6,10,20,21,22,28
81261,8,8,15,10,12,13,12,29,33
20963,1,4,11,6,13,14,6,11,12
68366,4,16,18,12,18,34,9,26,27
58860,28,28,29,9,24,35,29,52,55
41300,11,15,16,2,4,10,17,31,38
64833,14,29,34,5,5,14,25,36,51
44925,13,24,27,23,24,42,8,12,25
91801,6,33,41,2,10,30,15,20,34
10420,0,17,25,7,11,36,6,16,22
60421,2,11,31,2,6,9,3,13,15
43084,19,27,33,1,10,34,7,16,19
23658,11,22,26,12,12,13,17,22,34
16081,5,19,20,12,20,24,4,9,19
24728,14,19,19,7,10,26,23,40,53
43210,3,9,15,9,11,41,3,10,14
75630,2,7,8,0,10,10,10,19,29
70947,0,16,31,7,21,26,1,14,19
65427,7,12,39,5,6,7,1,7,26
00083,6,14,29,9,12,18,6,15,20
36451,18,27,55,5,13,16,8,28,28
19422,10,18,32,1,5,13,4,6,32
03171,8,10,22,7,22,31,27,29,29
47383,4,25,37,3,8,26,8,16,31
80010,29,30,37,6,8,26,0,8,10
25931,6,19,31,29,34,35,4,30,54
82016,6,16,30,1,30,41,22,28,36
12594,18,28,37,11,19,19,9,12,29
04777,12,14,23,1,12,17,16,21,25
48480,4,12,16,3,7,20,22,30,32
72064,9,26,32,2,5,20,0,8,8
14624,8,18,19,15,27,32,10,10,20
54518,9,27,41,7,35,36,2,12,12
14167,2,8,16,10,17,18,3,12,30
90736,8,24,29,13,20,31,7,9,38
92601,10,10,26,9,27,30,4,10,27
84968,18,39,68,17,18,26,9,15,20
74678,4,4,7,10,17,25,2,18,34
15955,10,19,24,5,11,13,7,8,12
80978,4,15,19,13,29,34,20,21,24
66567,0,24,26,7,11,21,25,30,31
91710,13,29,39,0,19,34,13,13,30
34871,20,23,24,11,28,33,24,41,70
65321,10,11,34,1,4,21,1,4,13
93170,13,26,45,16,16,17,6,9,15
12800,4,6,33,28,34,38,6,15,42
31086,3,22,22,17,27,33,4,15,27
23718,8,23,28,1,9,14,3,7,12
59550,29,29,31,16,20,22,9,14,19
96275,7,17,24,14,17,25,16,25,30
60427,8,12,40,7,9,28,5,14,16
87812,6,16,22,10,27,45,27,27,30
04663,22,47,53,16,21,28,15,22,34
68111,19,22,39,4,24,24,5,15,20
07950,8,18,37,2,5,11,20,25,25
30060,0,4,6,4,11,27,13,13,17
97173,21,25,31,26,26,49,4,17,21
52745,16,24,25,2,20,36,9,14,34
59605,9,12,25,2,2,32,3,5,8
22124,16,46,53,10,27,32,10,23,31
14973,0,17,21,6,23,32,1,31,31
29888,6,9,35,2,21,21,0,5,5
15610,0,27,43,9,34,42,2,8,32
98088,14,14,21,1,10,17,19,25,39
20938,5,11,21,1,10,10,0,20,24
29918,6,26,34,5,20,25,7,12,19
18362,7,37,45,19,24,45,7,21,36
58004,9,19,36,4,21,27,5,10,15
17045,18,22,45,0,9,10,6,16,34
73757,10,12,12,30,32,55,2,22,27
00181,11,13,29,15,34,40,17,27,32
51130,16,35,62,9,38,46,17,20,37
27372,16,26,42,2,3,33,16,18,36
33581,7,16,39,1,18,39,4,32,44
19612,3,13,19,1,3,3,12,18,22
21885,27,28,49,8,25,33,3,3,6
01213,12,24,27,11,29,34,4,7,17
12579,0,9,14,19,21,34,21,22,35
59674,5,14,33,1,1,4,11,26,30
03500,28,51,60,2,19,47,5,14,39
97797,7,15,17,8,18,20,18,48,52
36308,5,8,19,7,37,55,5,17,18
18100,6,13,20,2,15,24,9,13,25
03734,4,5,7,10,36,44,6,8,18
23021,8,12,15,13,18,22,7,11,16
25228,17,32,41,12,19,37,26,51,77
67906,25,28,33,1,12,28,12,40,50
70496,20,23,27,4,6,7,13,42,56
46027,1,20,45,8,10,16,9,15,22
30246,2,5,15,4,4,11,10,29,49
77239,9,20,23,19,29,34,2,10,23
98885,24,31,53,6,9,27,29,47,71
60437,16,23,30,8,16,33,28,45,46
28983,22,32,58,0,8,27,7,22,43
32557,9,24,33,8,37,48,0,4,17
71909,10,27,38,29,49,69,3,15,17
30296,6,17,24,14,18,27,14,44,54
61761,4,11,21,4,14,14,10,24,46
39966,4,7,23,22,29,34,16,18,33
95469,11,23,37,21,27,35,9,18,18
07859,23,29,35,16,20,26,11,39,54
81982,0,9,12,3,18,38,3,10,20
13674,13,26,32,9,12,16,14,44,65
60224,2,6,21,10,28,39,30,45,50
53106,3,9,9,5,18,40,8,10,16
48049,0,6,15,15,36,43,1,10,23
59836,5,21,46,18,29,30,1,15,18
99484,14,17,26,3,5,6,6,7,21
34296,17,20,20,17,23,31,4,19,21
25268,0,0,6,3,14,22,6,22,23
17100,14,15,34,9,9,16,2,12,21
58604,2,12,14,0,13,29,3,23,39
17210,2,19,21,17,28,32,22,38,48
51752,9,20,23,3,15,31,11,20,35
76941,19,28,44,8,17,43,18,28,32
61027,8,27,40,6,7,22,27,30,31
72811,0,10,18,6,13,23,5,33,50
13920,13,20,24,8,29,40,3,12,36
37525,9,9,10,3,22,36,16,43,56
66421,4,16,16,2,3,23,6,23,39
57718,11,17,28,4,14,14,1,4,33
97783,29,41,45,11,13,22,8,8,16
72233,9,9,13,4,10,13,2,10,12
60774,23,28,52,6,22,28,26,37,49
13249,2,29,41,1,2,5,11,19,35
49598,19,39,51,6,28,29,3,17,21
31691,6,32,47,17,17,34,11,12,37
04357,9,20,23,10,33,34,18,19,47
25333,9,18,44,5,35,44,7,13,20
46320,3,3,12,10,22,27,3,23,26
11452,10,20,36,24,33,50,6,10,11
73267,30,36,39,7,16,32,18,23,29
97236,18,28,33,18,27,28,2,7,13
03207,9,36,55,7,10,13,2,9,30
15757,20,30,32,23,38,44,27,31,36
72793,2,27,28,15,17,30,4,9,14
12023,1,8,14,18,29,31,13,23,28
02652,12,13,20,0,9,19,15,25,49
77838,8,16,17,5,12,19,20,26,32
30793,4,13,43,10,23,39,1,10,20
25199,9,13,27,2,13,15,7,13,33
79947,2,14,21,17,27,28,17,37,40
