uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
42469,1,10,17,19,49,60,12,16,27,17,26,26
63326,24,30,39,30,57,59,10,25,29,27,46,48
82886,0,14,31,20,23,44,20,22,36,10,16,19
93044,8,13,29,8,14,26,29,38,42,0,9,14
79652,13,32,34,3,18,18,5,15,30,3,12,12
77046,13,16,25,6,15,20,16,18,30,0,14,25
60294,17,30,47,28,32,62,4,27,54,4,6,24
65619,1,3,11,9,29,50,9,9,25,20,41,44
96905,6,8,21,3,5,15,13,17,24,7,10,17
68980,8,18,21,12,21,25,10,12,17,5,20,29
42936,9,16,30,20,28,28,10,14,23,2,12,30
86328,4,25,26,6,18,23,18,32,36,2,9,28
26340,5,11,11,16,17,35,24,45,55,2,15,26
53624,4,14,36,3,3,9,3,8,15,24,33,56
42948,6,21,27,18,35,36,16,20,32,11,34,40
98693,20,36,36,4,8,14,14,28,36,24,26,39
85449,10,17,31,10,30,37,9,16,26,17,17,23
14955,8,22,39,1,6,34,17,45,51,15,19,29
06621,0,6,13,7,25,25,13,16,29,30,37,41
88431,3,11,16,16,34,36,26,33,44,26,45,48
37648,28,48,64,5,27,29,14,20,20,3,13,22
78166,20,23,31,0,23,41,5,11,33,12,18,23
66125,0,4,10,0,7,12,6,26,45,4,7,16
38334,6,11,11,3,4,29,11,16,16,29,32,36
76620,5,15,26,4,11,30,0,13,22,6,25,26
30347,7,23,35,11,27,33,10,26,44,17,21,44
12630,15,35,54,1,4,5,11,13,33,19,35,45
02176,12,18,19,11,18,19,1,1,14,18,27,51
30635,19,20,48,3,14,25,3,7,16,0,7,10
69518,19,20,48,21,24,37,2,19,23,29,37,47
04514,9,36,47,23,27,46,7,16,31,27,30,33
12574,0,17,32,7,12,41,8,22,40,5,11,28
77393,10,13,19,9,16,46,6,13,28,6,14,32
03556,4,8,20,9,9,10,1,10,14,8,23,27
66689,0,10,30,8,12,14,13,21,45,8,18,26
13474,30,32,35,20,50,53,6,13,20,7,14,22
62992,9,32,41,7,20,30,8,15,16,18,28,38
12178,13,25,38,3,9,10,3,19,19,3,27,28
22714,3,32,45,15,25,30,10,28,39,15,28,31
94909,3,3,4,2,19,27,13,22,25,9,14,42
58777,10,27,38,6,8,20,7,9,10,1,5,10
