uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
13619,2,17,36,0,0,30,5,8,26,7,27,37
21361,0,13,14,19,20,28,8,16,16,28,34,34
92625,2,32,51,19,28,31,1,4,18,1,1,5
82519,14,22,41,8,19,28,10,10,18,7,13,24
54151,23,40,46,2,3,6,4,23,29,0,13,23
12181,7,34,40,27,31,50,8,12,20,7,27,28
70428,5,8,28,4,11,30,3,20,29,11,13,23
32846,6,7,7,6,11,22,15,35,54,2,9,24
07196,16,22,36,18,46,62,10,33,40,8,10,36
29872,30,48,56,17,22,23,3,4,12,16,29,39
99263,2,12,24,4,23,33,10,21,28,29,38,45
57970,15,23,30,8,20,38,12,34,44,11,14,24
80644,5,12,37,7,10,29,3,11,18,18,20,44
90034,19,34,42,4,12,13,7,10,19,6,10,17
88119,12,39,44,7,14,16,5,14,22,2,2,4
73290,12,17,26,14,18,25,0,8,17,4,28,34
07068,24,40,53,16,35,38,10,14,27,6,11,15
55690,18,18,39,6,20,30,10,25,31,12,13,16
15574,6,6,27,25,44,62,1,7,36,0,15,33
10632,7,30,38,10,28,49,17,36,44,1,11,39
80620,4,4,27,6,22,30,7,15,34,6,24,24
48609,5,14,24,2,12,29,21,44,54,18,38,41
90748,15,15,41,8,34,40,2,10,22,10,12,16
49866,10,14,24,4,15,15,6,8,20,16,35,44
52563,7,8,22,0,1,11,10,34,39,0,17,40
47253,24,30,30,14,22,34,8,9,12,12,17,22
31539,3,31,41,10,19,22,8,13,23,15,16,24
66303,16,19,22,2,15,22,0,0,15,3,6,29
99958,2,14,35,24,28,43,11,17,37,7,10,38
93000,9,12,14,7,19,22,4,13,32,29,43,43
23583,5,5,13,11,21,26,5,12,16,7,24,25
76157,3,14,43,0,8,17,2,11,19,19,27,43
84832,3,9,12,25,32,51,14,17,24,0,6,13
63688,2,11,11,2,4,22,27,33,36,9,15,27
78556,0,24,25,15,20,28,0,2,20,21,31,47
30567,5,7,34,17,22,42,25,28,38,14,21,22
10788,12,17,39,3,5,20,13,13,23,9,17,17
94447,18,19,24,30,35,45,10,20,43,4,9,14
27932,2,22,27,18,18,25,30,56,76,1,5,35
02885,1,6,10,6,12,32,4,8,17,10,23,37
77749,0,16,22,6,13,41,1,1,19,5,14,18
30498,1,31,34,6,8,12,11,21,29,25,38,53
26481,20,34,54,2,11,22,5,10,28,7,9,15
84753,10,11,28,6,25,29,12,20,27,8,18,21
07971,10,32,35,11,23,30,2,8,13,5,17,22
64626,5,10,40,23,23,33,12,17,25,24,29,36
95421,10,14,19,15,17,36,4,30,40,20,32,41
73352,8,30,38,8,25,44,11,14,15,22,30,36
81041,3,8,15,10,11,16,2,5,10,14,25,40
23588,15,31,41,23,37,43,18,34,48,16,24,29
32418,4,9,18,3,11,21,2,27,41,3,24,25
69606,24,24,31,12,21,27,16,31,39,8,24,33
86441,5,6,12,0,12,29,10,13,15,13,18,34
87093,4,5,5,4,8,8,16,19,22,8,11,11
42149,23,28,46,6,15,21,1,10,26,6,14,26
41570,0,0,9,20,24,29,28,30,31,7,21,23
43216,9,24,36,0,9,27,2,8,9,14,22,28
25664,9,9,34,5,11,31,16,24,29,7,17,23
34041,3,6,33,0,24,32,0,17,31,4,10,12
97926,5,17,17,23,30,41,0,3,32,0,7,8
87775,20,24,41,2,14,15,14,17,32,27,44,49
56479,2,5,25,27,51,54,3,20,25,10,17,22
44515,17,26,36,5,20,21,11,11,15,2,5,20
24170,21,33,39,18,28,40,8,14,23,6,9,16
39094,22,29,31,0,1,4,9,38,46,11,21,29
36934,15,23,38,2,13,20,2,28,31,28,31,36
95550,20,28,36,19,39,41,25,29,32,9,37,47
62157,20,50,51,6,16,19,29,59,67,2,3,20
40833,12,30,30,15,16,23,15,35,52,16,23,24
92105,13,33,33,11,14,20,6,13,21,9,12,20
43457,8,18,25,4,14,14,11,31,38,7,22,31
29266,3,5,12,13,24,31,1,21,42,4,11,35
86170,0,7,12,3,18,20,4,4,16,9,24,31
79135,5,21,24,9,27,38,9,14,30,8,16,21
05646,16,35,52,9,28,54,30,45,51,3,10,12
05999,27,32,36,12,14,30,5,12,15,10,19,39
39626,4,21,29,5,12,22,5,8,11,15,39,41
61429,0,6,14,16,46,49,21,29,44,17,28,38
30804,15,30,40,9,11,20,7,14,30,12,14,20
02958,17,23,30,3,10,15,2,9,18,21,29,34
19131,17,23,31,6,17,36,9,29,37,21,26,48
55074,0,18,26,4,17,23,8,28,55,9,21,46
23039,2,8,23,10,11,13,4,5,9,1,20,43
15637,13,19,27,19,35,37,5,6,15,9,29,34
31625,2,3,26,13,29,39,24,33,56,0,9,21
98492,3,6,9,10,14,39,4,18,48,15,22,32
38468,3,21,33,2,9,28,5,24,25,29,29,35
32906,3,14,30,13,15,22,25,28,36,7,12,26
75002,14,29,35,1,11,17,10,29,34,27,31,40
48785,15,16,34,7,12,22,15,16,21,1,6,7
29937,0,2,16,30,31,39,2,2,11,0,10,14
78832,13,20,20,18,46,56,14,19,19,28,29,38
61686,11,18,44,4,6,21,6,12,22,28,35,54
39649,19,28,58,25,25,33,0,2,8,16,18,25
67220,11,33,34,30,40,45,6,12,32,2,10,17
27961,10,35,40,27,27,37,18,34,40,6,11,28
55025,15,22,32,1,2,21,10,17,19,10,12,22
18345,1,8,15,18,21,29,13,17,19,28,43,44
06536,3,21,38,2,6,26,14,23,27,23,32,38
45119,5,10,13,21,30,34,2,5,8,0,18,39
98102,10,14,24,9,16,28,15,15,16,14,16,27
69268,16,16,30,25,29,36,9,14,38,2,11,14
51828,20,24,34,21,21,44,9,14,14,9,11,13
69121,10,12,14,10,18,25,8,22,36,5,32,61
21275,8,17,41,9,20,48,0,28,33,9,17,23
93995,1,7,13,7,25,34,1,7,36,10,30,41
49119,14,29,41,2,4,14,16,18,27,1,7,25
57105,9,9,9,24,33,39,16,22,40,16,23,35
48764,2,11,27,4,8,15,12,15,26,7,10,27
67328,7,7,27,14,30,57,13,15,21,15,23,23
58370,21,29,33,4,8,36,29,33,57,0,9,28
00256,9,18,27,1,8,8,15,31,36,0,9,16
80549,1,15,17,5,11,13,4,6,17,19,28,47
92296,10,14,36,8,24,28,24,33,44,14,24,33
28923,8,17,32,0,1,21,19,24,41,0,0,3
04509,17,28,31,10,12,17,9,23,25,20,35,46
37313,12,14,16,7,7,20,7,15,22,7,12,15
46557,6,32,33,5,30,54,4,8,16,14,15,25
87287,22,35,37,11,11,21,2,3,21,1,8,16
28866,10,24,25,7,26,51,28,36,49,4,16,17
31581,10,17,24,7,19,33,17,26,34,9,10,24
19883,29,38,42,23,28,40,20,30,46,7,9,17
23194,16,22,48,5,11,13,6,11,41,2,5,6
45361,9,13,30,3,16,21,18,46,76,17,30,30
66809,9,22,28,9,25,34,9,27,27,3,20,41
39498,3,11,11,20,37,39,29,35,40,14,23,42
03669,3,22,26,2,9,29,10,18,27,1,2,22
54384,16,20,36,23,23,26,12,40,41,18,22,46
06664,0,2,8,3,9,37,8,13,35,26,33,42
66597,7,14,44,4,13,24,4,23,32,14,15,21
72203,5,24,39,2,5,8,18,26,26,10,23,38
43979,30,31,35,5,24,43,20,23,40,12,27,37
10181,14,42,45,12,38,45,12,19,29,24,41,69
24179,5,30,58,22,49,56,22,32,42,24,33,61
65159,8,16,19,6,26,46,18,36,45,16,31,44
10502,26,28,30,10,18,28,25,30,47,1,11,28
95939,0,1,7,4,12,20,25,36,37,18,27,42
97477,1,15,35,2,32,41,10,39,45,14,33,60
23437,17,24,36,25,28,36,6,16,18,20,30,33
26017,3,10,19,0,13,21,6,16,35,6,6,33
16838,8,24,42,7,10,10,6,14,17,2,2,22
68274,7,21,51,13,24,51,18,27,55,14,14,22
84176,5,29,46,3,9,19,21,26,53,9,21,26
27207,4,10,24,11,15,39,2,10,26,4,4,12
37782,20,29,44,22,26,44,16,16,37,22,25,38
51386,4,16,18,13,36,49,14,14,19,10,14,29
64277,6,9,16,6,15,27,7,36,37,21,24,33
78164,3,8,21,3,6,25,5,10,18,21,33,40
40195,2,6,17,8,20,32,8,20,37,19,29,34
27000,6,9,12,8,18,22,20,27,39,9,19,49
55836,26,41,59,2,9,24,3,5,5,20,22,46
42905,2,10,40,14,15,31,2,16,43,16,27,39
90241,2,5,18,19,25,35,21,21,25,9,18,24
12656,26,32,42,27,30,33,1,10,13,11,25,35
80779,9,17,28,1,31,34,13,17,17,18,21,46
13560,6,15,16,19,25,41,8,15,21,13,41,48
65092,4,4,10,2,11,15,13,22,24,10,16,21
71621,5,8,17,10,40,64,0,18,28,1,11,12
02477,1,20,22,15,20,33,10,16,24,6,9,21
53736,7,13,30,13,17,18,4,12,22,3,11,11
21528,6,10,22,20,27,32,13,15,27,3,12,12
