uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
39638,1,7,10,19,37,48,19,25,41,16,25,27
07043,18,20,39,13,30,41,11,20,28,10,28,29
82061,9,22,24,12,14,15,17,20,29,16,24,26
89507,3,12,23,2,26,31,3,5,16,6,12,30
56452,0,17,29,11,21,31,9,11,12,1,18,27
69276,16,24,27,2,24,38,19,19,44,4,6,13
17835,3,13,14,10,14,34,7,26,49,9,10,12
08394,20,38,50,17,47,60,5,13,23,22,38,47
29198,8,24,26,13,41,61,0,3,3,18,25,34
07282,4,6,11,9,21,44,12,16,24,25,31,40
81071,19,48,66,19,20,22,4,19,20,6,6,10
20080,8,18,24,4,20,24,15,17,36,8,24,34
88409,14,19,20,6,10,33,6,6,6,8,12,12
75210,5,22,40,24,28,58,19,21,27,9,17,28
45921,16,21,25,16,16,20,15,25,53,10,24,27
37046,12,13,22,3,18,37,6,31,49,19,39,45
94341,13,28,43,2,21,39,15,21,26,28,46,52
26952,7,21,35,19,24,52,4,29,55,6,21,30
49459,15,39,39,9,28,35,0,27,57,5,15,27
54356,17,18,32,2,12,15,19,19,19,29,40,40
79582,17,24,33,5,10,16,0,11,36,16,24,28
17604,11,36,43,2,7,15,4,11,13,1,18,39
35351,15,24,30,12,15,40,3,13,41,5,7,10
66198,22,32,43,7,7,24,7,9,22,5,6,13
31804,6,10,32,12,20,28,2,9,26,9,21,28
44886,0,12,31,2,7,14,6,26,41,5,5,28
60195,10,12,25,22,41,47,3,10,17,12,21,30
43214,12,24,27,29,47,64,29,38,46,8,10,17
45446,10,28,38,4,24,28,13,22,24,28,38,39
95030,3,9,11,1,16,32,0,24,32,9,12,28
45424,11,21,28,10,16,19,4,8,26,8,12,30
24101,19,28,38,0,4,12,22,30,56,20,25,31
72308,0,9,19,8,15,15,19,26,29,3,11,18
03332,10,18,21,2,20,21,20,40,44,0,4,8
44789,16,19,32,15,19,29,7,8,11,6,29,49
64676,11,18,22,18,24,31,14,17,41,5,15,17
25464,7,15,22,0,30,31,9,30,38,10,22,23
54063,6,23,45,3,21,49,24,31,35,5,24,24
73929,9,32,32,2,11,16,5,11,21,4,18,42
75259,3,4,21,3,8,21,3,3,12,4,12,20
78980,29,36,44,6,26,44,18,29,37,4,10,18
25381,15,38,46,18,18,42,1,5,12,8,20,37
28718,23,53,59,3,7,12,12,32,35,3,5,15
66771,5,11,17,12,42,49,17,21,34,4,23,33
98843,8,28,46,19,28,45,2,20,45,6,29,38
86076,6,6,19,4,23,32,7,10,29,4,18,22
07335,8,9,20,8,27,33,22,26,29,4,12,16
31060,5,9,18,8,18,40,3,3,5,9,12,20
84506,12,13,21,5,29,38,6,23,37,30,36,56
45620,8,25,34,6,16,26,24,44,52,12,28,37
35494,5,6,11,7,22,41,8,17,25,6,12,16
91050,13,19,23,7,25,38,3,6,18,3,18,26
95280,0,3,3,1,10,21,17,45,73,5,27,37
53906,15,30,44,18,28,30,28,57,62,16,26,42
88069,4,4,9,9,28,38,3,10,14,13,19,35
91569,17,20,22,13,31,32,10,31,38,4,4,12
00243,3,13,35,8,9,22,19,27,44,17,40,70
17517,14,37,45,8,18,23,8,11,16,25,35,36
79270,10,25,33,3,15,18,25,35,40,3,6,20
78340,17,46,64,8,9,20,6,14,26,4,5,5
27118,15,18,20,4,7,23,16,27,32,1,21,32
23361,4,31,48,10,21,44,2,8,18,26,50,68
50765,6,15,30,18,19,32,5,15,22,18,24,36
42233,11,28,32,6,20,46,4,12,22,5,31,39
96748,3,4,5,18,41,43,8,12,20,5,5,21
03187,30,30,39,10,40,51,0,12,17,6,27,33
89012,5,6,25,5,9,15,10,10,19,14,34,43
25088,3,23,39,7,19,30,6,6,10,8,25,31
16530,4,12,20,0,6,21,5,19,31,9,19,19
86853,21,43,49,11,21,34,14,25,25,2,3,6
46864,15,33,53,4,9,15,13,18,27,5,24,28
49377,10,24,34,6,21,26,20,25,30,29,33,41
21465,5,6,11,5,8,18,5,12,19,7,22,26
03387,15,33,34,10,15,30,6,20,37,1,16,18
95541,3,20,25,7,29,44,3,19,20,20,30,40
22057,9,29,31,7,22,44,0,9,23,5,6,11
98416,4,9,9,0,27,43,1,7,33,23,29,29
28690,6,12,28,14,24,25,19,23,27,14,29,58
09241,28,39,46,7,7,9,19,25,45,14,18,25
29593,13,18,26,15,23,28,0,6,8,0,20,46
15678,5,12,19,2,9,12,5,20,46,13,37,46
99649,16,40,54,3,33,37,2,32,37,6,15,25
43503,19,23,27,1,1,9,28,35,36,7,16,21
62771,8,8,22,1,18,23,9,16,19,21,23,33
14715,8,19,29,0,5,13,28,40,47,26,36,43
96380,10,26,35,16,22,32,7,14,15,10,24,37
51937,18,39,47,3,5,8,19,44,56,7,21,27
16863,20,21,31,17,20,20,8,14,24,18,34,40
23003,6,33,60,7,9,13,3,15,22,1,2,14
29942,25,46,54,11,13,14,1,11,15,15,19,29
69318,17,35,55,0,6,24,20,35,38,0,8,20
09536,11,41,42,15,21,39,6,17,26,7,21,31
16510,18,20,23,26,28,35,29,35,37,0,12,14
90776,18,22,31,3,17,36,9,37,41,3,3,16
52761,28,36,38,18,41,46,19,37,55,19,24,52
59611,11,20,28,13,40,58,18,20,28,8,15,16
73305,7,14,40,3,9,15,29,30,46,3,3,8
98941,5,10,11,0,20,32,15,25,41,9,10,25
71414,8,28,40,15,18,41,20,22,27,7,10,15
10437,10,19,24,19,23,26,5,7,26,7,25,29
22829,17,39,46,0,17,22,12,21,33,27,43,70
07728,10,13,18,9,13,16,26,38,56,29,30,57
68799,1,2,5,3,12,24,2,15,29,9,9,35
44869,9,12,29,10,15,17,14,14,23,20,25,46
75610,27,46,46,11,31,35,10,28,42,2,18,27
71983,1,23,28,17,23,30,6,25,45,8,18,24
63775,2,4,4,3,6,22,0,14,23,6,9,19
43509,6,20,32,8,12,13,16,38,39,26,32,42
77046,11,21,22,0,4,5,19,47,59,14,19,35
92834,13,20,24,6,31,32,10,23,23,14,26,37
45268,3,5,10,15,16,28,3,16,18,12,20,36
72775,8,21,27,5,6,6,19,21,25,8,30,42
60578,7,7,15,5,14,35,0,6,8,23,40,43
09069,6,24,29,10,27,36,1,3,7,2,4,24
16070,16,24,43,3,14,20,0,17,35,25,32,41
70552,4,29,38,20,20,26,15,16,28,4,20,36
46660,0,2,7,8,17,40,4,6,7,6,16,25
48883,8,22,40,6,13,16,9,15,34,0,23,44
30081,18,30,50,10,17,22,1,19,42,5,11,14
79346,1,6,17,4,20,20,9,11,24,8,19,29
53553,10,11,32,29,48,48,7,17,20,19,27,29
43396,23,37,38,11,26,47,20,27,45,0,11,26
38935,0,7,12,8,16,20,2,3,7,4,22,39
00088,2,26,27,20,36,59,8,28,34,0,8,11
59126,10,21,25,1,4,20,7,24,25,9,19,36
25318,9,11,17,7,13,13,3,20,49,5,12,16
29607,3,8,14,10,16,18,6,15,24,12,14,18
74648,10,10,11,6,22,31,2,4,22,5,9,13
16228,0,10,21,17,30,34,0,7,9,13,38,40
07212,2,10,12,5,9,16,7,8,16,1,3,3
00633,8,15,33,20,38,38,8,17,21,10,15,24
50750,10,14,32,4,12,17,7,13,15,4,8,31
75035,2,5,20,14,15,31,7,22,29,1,4,5
64091,10,20,22,1,7,13,14,20,28,15,23,23
23431,7,32,40,10,22,31,5,5,14,26,35,50
81402,8,17,30,1,18,20,5,14,30,5,8,28
29667,8,14,15,2,28,35,19,22,32,12,22,41
70187,4,11,17,7,13,25,6,18,33,13,18,24
68577,10,13,43,14,17,26,2,24,48,10,26,45
93705,8,17,24,1,3,4,10,23,31,9,37,40
23107,1,12,40,2,10,26,10,10,18,3,18,28
08001,20,42,71,2,7,24,10,17,17,5,11,13
59219,12,18,24,18,43,44,8,27,30,4,7,14
65737,14,14,32,0,14,14,12,31,31,0,8,10
95274,21,24,40,8,8,10,6,22,25,4,30,43
26254,17,33,57,3,8,19,5,11,41,3,7,32
64240,12,31,46,0,10,23,0,9,18,30,49,55
72248,6,23,31,14,24,40,15,22,28,28,43,48
06647,5,12,39,19,19,19,15,22,39,10,14,29
85072,9,25,35,9,18,18,16,27,33,9,15,20
88202,7,27,33,12,20,48,13,31,37,17,23,28
51881,9,9,10,5,23,27,17,23,28,16,33,56
69939,25,32,41,2,9,9,23,23,36,10,21,30
71859,18,21,28,18,31,44,21,31,39,1,21,22
19869,0,9,31,6,22,24,9,9,13,10,23,31
07937,27,32,55,0,19,33,4,12,21,15,25,25
30657,3,12,42,29,31,39,1,1,17,4,6,12
03443,2,10,14,8,12,12,19,20,50,30,39,59
47737,7,17,24,0,1,8,10,40,46,13,14,28
23960,19,28,41,9,13,31,5,14,22,19,22,28
16902,5,12,15,19,32,40,29,34,38,20,46,57
19663,7,14,14,12,12,20,11,23,37,12,27,27
42227,1,4,20,1,7,22,24,31,59,0,4,9
00183,1,6,29,4,13,15,8,17,24,8,28,37
70809,5,12,12,8,31,50,9,19,32,16,19,27
18558,10,19,25,9,19,23,3,25,33,22,33,40
78558,4,28,35,6,9,9,30,55,60,24,25,44
55918,16,19,35,28,33,51,1,7,10,21,27,47
94090,10,30,34,6,6,24,2,5,9,20,23,38
90230,6,11,18,3,9,17,9,10,20,22,24,29
05798,1,4,18,18,40,46,11,16,26,6,19,45
48771,17,44,55,4,5,9,27,40,46,5,10,10
25552,13,33,39,1,31,33,4,9,13,16,33,63
15523,7,18,21,1,24,45,19,19,24,17,28,35
05266,0,27,33,30,37,40,26,26,49,25,39,48
55573,15,17,25,8,10,18,6,11,29,13,28,38
37292,16,24,24,13,21,21,6,22,27,2,18,21
68449,9,36,42,3,15,44,25,48,52,4,11,11
55067,8,17,26,3,19,22,2,3,27,8,13,24
71700,27,34,37,2,20,30,2,2,28,9,18,26
95626,21,21,31,13,31,35,6,16,31,10,21,34
39367,14,24,30,10,13,24,10,16,20,12,17,37
54151,2,15,20,10,10,16,17,17,33,30,39,39
71197,17,33,63,18,28,29,2,7,14,11,39,41
92868,1,1,17,23,30,34,1,9,19,12,17,36
17349,0,5,24,30,41,41,24,26,29,3,8,17
28675,16,18,20,1,18,25,16,25,31,17,18,48
08412,24,26,35,19,32,35,15,22,34,2,15,15
18975,16,33,49,10,20,30,7,34,52,1,15,17
60574,1,21,39,3,7,17,9,12,24,9,21,44
28145,20,23,39,0,2,12,6,6,16,5,5,16
15108,10,37,47,8,25,25,2,13,22,27,27,35
69899,13,20,37,10,25,26,4,8,37,10,10,22
83026,18,44,44,15,25,33,1,17,26,9,13,13
99574,22,36,48,1,24,54,28,46,63,2,10,24
34285,11,29,44,12,12,12,1,4,14,5,12,14
87081,19,24,27,1,13,43,14,21,41,20,37,43
57335,18,20,28,8,20,30,14,24,30,12,17,39
91117,23,30,52,0,15,35,24,42,46,8,13,24
90680,14,15,24,18,31,50,3,13,16,10,26,54
92624,2,18,42,10,29,36,1,13,22,3,26,43
56062,2,2,25,14,18,30,6,13,41,30,46,59
12527,8,21,29,1,11,19,18,29,38,14,22,28
07471,8,30,60,7,9,28,13,17,31,18,22,28
66621,23,27,35,6,26,36,5,8,32,20,36,65
42430,5,23,50,1,2,7,29,39,44,0,0,9
22689,11,11,39,1,12,16,9,18,24,23,23,31
21404,10,20,22,19,22,27,29,31,37,19,28,39
17197,15,23,31,6,32,34,25,39,47,8,23,33
94526,20,28,37,9,29,39,11,16,28,7,32,37
02761,2,6,16,1,18,20,1,8,33,16,19,28
93978,12,26,37,1,3,7,27,42,43,4,12,16
56349,8,8,36,7,12,20,9,12,21,10,29,31
28369,23,36,57,16,30,42,8,21,34,2,13,22
25317,20,22,22,5,14,22,28,31,46,10,11,15
72808,9,30,35,22,37,42,5,10,15,5,13,15
50425,0,11,37,0,2,6,10,11,11,0,0,2
45901,9,34,34,0,6,19,2,16,23,3,11,14
40410,3,5,10,2,4,14,10,27,27,9,15,23
72697,17,40,47,6,8,25,1,6,12,27,31,49
02676,17,28,33,11,30,44,7,17,18,15,25,46
51392,6,23,40,9,26,26,9,10,28,5,11,15
54611,21,25,26,9,14,30,9,27,32,1,21,27
09534,8,38,66,13,42,45,19,35,36,19,25,51
16117,3,4,5,5,12,15,17,34,39,6,7,15
01733,7,30,43,9,16,20,1,1,10,4,17,28
30976,3,4,6,10,17,25,8,16,46,4,10,24
34268,10,26,28,19,21,50,0,17,20,25,37,48
64581,12,26,36,9,28,32,4,22,42,3,33,33
40143,5,18,32,8,10,15,20,20,33,18,35,44
11083,0,6,16,6,34,46,16,35,44,12,29,32
69633,16,25,26,3,6,13,29,33,56,19,28,35
87170,7,17,36,2,25,29,11,22,25,0,5,14
89780,21,26,40,9,11,23,14,14,15,12,17,23
09886,6,10,18,9,11,27,19,36,65,10,18,20
02318,7,16,30,5,5,11,5,16,22,0,0,3
15847,7,14,30,0,19,43,1,9,21,18,18,37
36362,9,29,59,11,17,34,8,23,23,2,5,24
48287,19,25,29,18,27,35,9,21,35,15,16,30
66587,14,27,33,14,26,34,4,15,15,1,3,4
86846,1,7,25,0,3,3,5,18,21,8,9,24
78157,10,12,20,1,3,3,3,3,12,6,9,21
40266,7,24,31,9,16,27,14,24,30,12,22,29
86674,29,40,50,7,13,21,8,15,17,10,25,31
39150,3,21,27,21,41,49,1,7,15,0,0,14
01961,1,11,38,7,8,23,6,15,35,3,23,29
96043,5,6,24,10,37,59,6,28,48,10,31,33
37460,30,36,44,28,35,47,5,10,12,18,37,37
99002,4,20,45,0,10,25,6,14,33,3,15,15
76807,8,15,42,6,17,21,4,6,35,18,22,23
85469,18,24,27,27,30,38,6,30,50,1,9,10
73482,13,19,24,2,22,49,1,11,11,13,31,33
97875,18,26,50,29,50,54,7,14,23,22,28,33
79857,17,43,47,17,43,58,29,37,55,19,27,35
18651,11,32,36,8,9,9,18,32,38,8,23,32
87029,0,8,11,0,3,12,6,12,26,8,27,34
18153,6,15,21,8,13,21,2,21,24,12,12,31
83307,8,28,30,1,11,23,26,30,35,30,33,63
24382,11,15,41,8,21,41,11,16,25,7,15,20
64260,5,28,50,1,13,18,2,32,62,19,36,42
54438,4,18,38,16,20,24,8,16,31,4,12,26
51593,17,25,28,9,21,23,21,23,35,18,20,29
98617,11,19,46,10,31,40,26,36,51,17,43,51
00289,6,12,16,14,39,56,15,17,30,5,11,19
99667,20,23,27,2,2,21,8,24,38,7,14,22
56907,4,9,9,7,22,41,4,11,16,11,25,25
02389,15,19,22,10,21,25,10,12,17,27,37,46
91768,16,31,60,7,31,34,9,34,38,6,10,16
62841,11,23,23,8,25,34,15,19,20,20,22,44
32819,18,18,21,13,34,47,8,8,16,4,8,14
05550,3,22,50,15,35,52,8,17,28,2,8,16
44361,1,9,13,10,16,41,9,16,24,7,9,11
09800,8,22,30,2,7,12,6,15,21,20,20,31
17703,18,18,28,15,18,21,8,36,46,25,25,27
80104,9,25,27,10,36,42,10,14,25,3,15,20
61445,3,4,28,14,15,16,19,22,28,13,26,44
67966,4,13,22,7,17,36,12,18,26,20,28,35
91387,6,9,18,10,22,32,27,32,38,19,31,38
11960,4,24,32,16,24,49,10,12,18,5,11,16
96889,7,24,24,0,4,4,0,9,23,26,27,37
47216,4,4,26,4,17,24,20,34,50,9,14,29
28468,13,17,17,16,29,37,5,15,19,2,18,31
14566,2,10,14,5,18,34,4,23,27,5,8,14
52919,9,25,34,0,16,20,7,14,19,6,11,31
