uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
31056,10,30,44,7,26,32,3,6,10
08119,10,28,35,8,21,37,29,30,31
79445,6,28,30,20,22,22,6,24,53
06101,9,33,38,24,30,57,4,9,38
72819,4,17,18,19,22,38,11,16,23
21197,25,32,38,5,13,19,30,45,49
64361,4,18,20,28,32,41,2,10,13
51570,11,20,24,14,22,25,7,27,27
84807,16,16,34,8,18,36,3,5,8
40269,9,13,39,13,14,26,18,23,29
70122,18,18,18,1,28,44,1,7,13
26501,16,26,39,22,22,43,16,27,41
54242,12,15,36,9,12,31,2,22,36
80582,22,51,65,1,23,37,4,13,18
95938,7,23,27,5,16,35,2,2,26
71167,11,38,38,10,28,33,1,14,33
50413,2,11,24,1,15,18,10,17,35
23972,4,7,12,14,26,36,0,19,44
06455,11,20,30,4,5,15,10,17,17
69078,18,30,50,8,13,40,10,14,27
24852,5,10,16,1,20,24,2,3,3
61204,19,20,30,18,21,22,22,33,36
55189,3,24,40,16,20,33,17,33,49
10638,0,2,4,7,19,20,19,36,52
58929,28,38,47,25,33,37,21,24,31
41047,9,21,36,3,13,31,18,18,18
47429,9,12,14,18,25,54,11,19,27
93725,5,12,14,6,14,27,5,28,37
35239,10,32,36,4,7,10,9,10,33
42241,3,24,30,1,26,35,7,15,21
98773,16,39,44,7,29,34,2,11,21
47290,9,19,19,0,0,21,4,9,14
24712,6,10,14,9,19,48,28,29,30
13307,4,7,10,15,29,39,7,13,31
35440,3,21,26,7,12,23,9,14,15
98853,1,11,16,18,18,34,5,9,28
40387,6,10,10,0,25,34,15,26,29
24289,3,12,21,18,18,25,20,33,45
18934,22,25,31,22,25,25,5,16,25
24702,19,24,24,13,22,23,8,17,36
32885,10,20,26,5,8,9,0,0,2
24660,1,29,39,18,24,34,8,23,27
91275,8,16,25,4,7,13,22,33,37
02743,9,14,15,8,38,47,16,21,26
55562,12,21,24,2,32,39,8,14,20
61778,19,29,43,1,9,38,11,21,28
67154,18,27,31,6,11,32,27,43,47
47152,18,24,25,6,7,12,0,25,34
40797,5,18,32,1,1,7,4,4,10
08497,4,6,18,2,15,25,3,3,6
17358,19,20,24,20,25,40,2,17,24
83451,3,8,12,28,38,48,19,19,21
15987,5,34,50,21,28,36,6,10,32
32410,6,14,37,9,10,26,0,3,8
03361,24,33,38,11,24,30,5,11,21
91002,13,19,32,5,19,30,29,39,42
72093,2,2,21,19,40,43,2,27,29
83788,20,34,41,15,45,52,9,15,35
51650,16,23,29,14,24,33,8,20,20
59411,1,4,6,16,16,34,10,17,41
05285,10,20,40,15,19,22,18,28,34
12476,28,46,50,29,53,67,4,28,39
74444,25,34,48,6,14,14,20,42,44
80762,18,35,45,13,35,56,13,13,39
75275,8,17,40,7,11,18,7,10,12
23823,13,19,26,14,32,37,17,37,58
59707,5,19,27,6,7,18,10,17,37
05953,2,25,31,4,11,19,4,26,42
08829,29,47,68,8,36,40,0,12,19
84163,15,16,26,9,16,21,7,12,21
65815,2,5,24,7,12,20,6,9,16
24587,17,19,25,2,7,22,20,34,50
18556,6,12,30,5,24,33,3,6,26
84636,6,17,37,21,25,40,11,14,32
26567,2,31,31,14,24,34,2,27,27
60006,27,35,55,16,20,39,11,41,69
53752,30,59,77,16,19,19,1,16,30
16333,5,16,26,11,14,31,25,32,40
04260,12,15,30,3,7,26,10,20,31
29338,3,3,3,2,7,9,1,16,19
54760,28,42,45,4,7,24,0,28,35
13473,8,18,23,26,30,40,0,9,10
00021,0,1,2,17,28,29,20,27,32
92334,14,21,49,25,30,45,5,22,50
71068,18,20,30,2,13,32,3,11,28
12532,1,11,27,5,31,57,10,16,30
51208,0,6,8,4,10,14,0,0,13
17712,11,13,19,5,34,39,1,20,38
54722,2,16,29,0,18,28,2,22,27
65793,28,28,29,3,16,19,3,7,11
05502,10,22,22,27,27,32,5,11,21
86078,23,38,64,9,29,39,9,12,19
07333,4,11,31,1,8,20,1,4,6
00517,7,14,16,3,13,18,9,19,37
58818,12,12,14,3,16,26,4,19,30
15055,8,8,28,19,36,45,0,16,17
97109,19,19,35,14,18,23,10,35,38
36460,6,25,32,1,1,10,3,19,21
28349,2,15,32,20,24,52,30,34,39
46441,21,37,47,1,11,11,5,21,25
80382,22,26,32,12,15,30,14,15,33
67275,7,13,34,20,38,46,9,26,35
66728,2,4,20,17,20,39,3,4,5
76491,4,20,30,1,6,11,10,23,26
94333,25,31,48,14,17,17,4,10,29
81804,9,31,61,6,8,9,1,7,9
96900,17,22,31,19,22,42,28,44,60
80056,8,15,21,5,32,34,29,34,52
51053,0,19,24,20,37,37,16,28,55
63742,0,23,40,26,35,37,3,7,23
09743,5,34,37,3,6,15,24,30,38
58761,9,13,34,11,25,34,10,20,44
70381,2,3,15,2,7,13,2,8,8
82950,16,19,34,16,22,30,3,7,26
79073,28,30,32,10,18,26,7,31,53
80918,8,17,23,1,6,15,4,4,19
96198,11,15,15,4,25,40,18,29,42
80910,2,7,12,21,29,37,20,20,37
72536,1,16,21,23,30,46,25,44,45
17299,3,4,20,28,48,51,9,13,31
67492,0,15,22,1,21,27,10,26,36
44954,21,36,43,19,38,45,15,36,44
98662,9,24,25,28,30,33,1,26,37
91121,11,17,17,0,13,15,9,36,45
85329,9,26,40,5,10,15,0,1,3
12331,19,20,23,8,9,9,4,8,35
88381,26,41,49,29,29,45,28,32,35
34013,16,22,32,3,11,11,7,11,41
92553,17,34,43,2,16,29,26,33,44
06482,3,3,9,5,6,15,3,30,41
24300,28,28,34,11,17,26,5,7,13
76919,0,0,5,0,22,25,4,16,31
