uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
28304,6,10,16,25,28,38,7,11,11,1,5,16
50875,8,10,15,9,17,30,23,26,26,23,23,26
84358,6,15,19,8,17,34,18,28,43,0,21,24
19068,6,7,18,0,9,25,3,12,31,17,18,32
27842,2,2,11,14,17,21,14,29,30,8,28,29
43500,10,12,20,16,28,32,10,18,30,3,5,7
45517,10,25,31,22,26,38,2,5,22,15,22,49
91689,6,22,40,11,37,67,1,8,18,6,8,21
59637,0,12,13,7,21,47,3,7,9,4,9,23
77733,0,8,27,9,18,24,1,21,30,6,6,10
67119,19,29,29,9,9,21,5,21,35,28,36,47
12527,19,37,46,21,51,70,21,37,44,12,29,39
47361,9,22,24,9,13,13,1,16,29,17,27,33
79123,12,14,16,8,27,39,5,15,18,8,20,42
95943,3,11,11,4,24,49,9,26,39,0,15,35
10495,9,28,34,6,13,21,4,11,19,8,31,38
91407,13,23,30,9,9,12,6,14,14,5,14,24
27539,4,12,30,21,21,32,21,24,53,1,25,37
31970,2,19,46,28,30,57,19,35,37,21,43,46
60156,4,14,18,4,11,25,16,19,25,6,19,33
72920,3,19,25,1,26,31,12,24,40,0,23,27
81575,5,10,23,6,10,17,8,26,32,5,8,14
08690,27,46,68,18,47,65,3,24,35,6,28,38
69809,1,8,36,1,5,22,4,11,13,18,21,39
97125,6,13,15,2,11,19,5,19,29,28,44,53
10397,10,27,37,12,17,47,9,20,22,0,27,32
55575,4,24,25,5,31,35,1,3,12,0,1,5
87138,3,3,11,7,13,24,6,22,22,6,17,24
50505,7,22,32,12,30,32,2,15,29,9,22,36
37440,6,14,24,1,11,17,15,33,58,27,36,37
66666,13,27,36,14,26,53,14,28,29,9,20,23
14631,7,9,13,3,7,25,7,24,28,27,44,60
25363,1,18,18,5,21,36,21,32,56,30,33,52
81720,26,55,74,5,8,26,5,8,12,20,37,55
48603,13,17,38,15,18,40,19,24,24,9,12,16
31202,6,25,28,12,14,19,9,16,25,2,3,10
70850,10,12,26,3,11,39,3,8,13,8,8,17
23407,17,25,32,5,10,36,10,21,25,9,10,17
25737,3,5,31,2,8,16,8,20,27,16,20,47
01326,7,18,25,16,36,61,7,17,28,13,21,27
57245,16,34,38,9,16,29,10,10,12,7,8,18
19574,3,9,24,15,29,38,15,18,33,15,17,17
55323,8,12,34,7,16,17,5,5,13,9,11,35
47897,3,4,23,9,18,25,5,6,16,6,22,31
51880,14,19,33,2,2,22,5,8,8,18,23,27
21937,8,15,23,6,7,10,0,9,17,0,10,10
78805,14,23,53,19,27,28,29,34,40,21,36,43
73946,2,29,34,4,17,30,11,13,27,7,17,19
32416,3,9,10,10,13,26,1,20,24,7,17,25
79909,16,25,31,24,35,35,6,28,29,14,26,30
22184,16,21,22,16,38,40,4,12,20,10,14,34
53519,12,15,44,2,11,23,4,4,22,20,24,34
35679,10,23,29,26,29,41,1,10,27,19,36,43
26195,6,19,33,9,17,33,17,17,25,19,23,41
71036,11,16,36,2,13,26,3,6,25,2,28,30
57924,17,25,27,0,7,13,2,2,6,7,13,14
92736,26,33,51,5,15,19,5,10,19,18,29,39
97741,10,28,40,12,20,27,13,26,31,3,13,20
09231,24,43,69,16,22,27,11,29,32,14,21,31
75396,5,19,20,3,4,10,11,11,34,19,41,48
41267,6,18,23,30,32,34,19,25,51,3,24,32
91392,5,31,48,7,36,37,10,27,27,16,28,36
55800,8,15,22,0,0,20,6,8,10,16,17,44
73111,9,13,29,4,9,22,2,5,12,19,31,44
05223,5,12,32,8,16,29,19,35,40,13,20,28
77661,8,9,16,4,5,23,18,40,58,28,52,52
42761,27,47,51,10,12,16,18,28,30,4,21,44
20695,10,14,22,0,9,32,5,6,16,15,21,21
04748,2,20,40,0,3,3,13,20,22,7,29,37
99205,6,7,14,1,5,22,10,20,30,6,12,37
79058,13,17,35,3,11,14,3,14,22,5,24,25
44985,4,14,23,8,16,16,0,8,14,2,13,19
79548,6,25,30,19,33,44,1,6,17,0,15,26
98711,20,25,27,27,42,49,8,25,28,9,36,37
87647,0,2,10,9,17,33,15,18,27,14,35,37
89414,29,30,50,19,45,52,30,50,64,5,9,18
50947,18,22,23,6,16,30,10,17,21,6,20,30
39221,14,17,21,7,7,9,11,23,40,10,12,19
98557,6,11,20,16,40,51,14,25,30,2,6,7
03965,6,21,22,1,9,28,8,13,16,3,22,39
95724,9,12,42,5,14,23,14,18,43,10,24,27
14472,25,51,59,0,3,7,14,25,25,15,20,30
54445,10,22,45,4,15,30,20,35,42,4,21,25
18545,24,36,44,4,12,40,1,2,12,13,38,53
75920,6,21,38,11,31,36,0,22,30,14,32,36
13835,13,16,30,21,37,37,3,29,38,17,18,41
78326,10,23,42,9,10,17,17,38,42,23,29,39
06893,8,23,29,18,36,38,7,11,33,14,42,58
31273,8,10,25,0,4,19,0,1,9,7,11,25
39778,1,14,29,5,16,36,2,9,17,14,29,42
17126,7,7,31,8,17,28,12,24,38,9,26,50
48225,4,6,18,10,12,26,0,24,34,17,24,38
15007,3,3,12,6,15,19,30,37,52,16,40,41
00914,18,23,30,2,7,21,0,15,33,3,4,29
57582,16,26,36,2,9,12,14,14,35,1,6,14
42171,26,27,35,0,13,37,20,37,38,8,38,51
44457,26,29,32,6,26,39,22,23,40,10,19,20
00100,16,36,45,6,13,27,3,28,38,9,24,24
73533,13,16,19,14,19,22,24,30,37,3,23,32
69061,2,20,34,13,34,35,6,15,30,20,39,45
96543,6,9,25,15,25,30,17,44,48,18,37,45
62715,18,25,36,9,36,49,2,15,19,10,18,45
91626,0,20,24,6,8,8,15,21,46,1,1,10
55693,17,29,41,23,36,47,7,17,28,2,9,16
49127,0,6,21,6,13,17,16,16,36,3,32,53
75682,1,4,11,3,7,31,0,9,11,5,15,33
93201,9,16,18,3,8,17,12,16,22,1,6,29
