uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
15489,19,37,46,24,31,41,7,16,23,11,27,36
83652,2,13,17,19,34,59,0,6,7,14,26,42
48576,30,49,57,7,12,38,8,15,18,8,22,35
38569,2,2,13,28,38,43,2,27,31,18,30,41
28187,9,17,23,10,28,38,8,25,26,2,2,11
17560,16,19,36,11,17,22,6,14,22,1,8,11
80296,3,10,19,4,8,11,6,22,22,7,19,25
77775,15,37,49,6,27,28,10,13,35,4,18,22
75356,10,15,33,4,21,24,10,13,25,4,11,35
54273,0,15,45,10,17,27,17,20,35,10,38,58
16698,5,7,13,1,5,19,8,23,26,6,8,8
92936,10,26,46,29,31,33,15,34,34,7,14,27
62334,18,31,36,20,22,31,19,22,36,10,15,23
84001,3,16,18,9,35,55,27,28,57,1,5,20
79929,1,1,18,3,18,18,7,12,12,6,17,32
23330,18,48,64,23,31,46,10,15,17,0,0,10
22604,9,14,15,12,18,44,1,10,20,15,15,35
60312,23,33,49,1,13,16,2,25,31,6,24,34
02232,25,29,38,2,6,8,18,22,29,4,23,36
22639,0,0,0,18,26,29,18,36,53,9,24,34
04214,1,8,14,18,27,37,14,44,69,1,28,35
34565,15,18,29,5,20,32,8,22,39,19,25,37
30752,12,27,49,6,32,45,2,22,30,10,19,40
73495,10,21,23,9,19,22,14,21,46,0,9,9
34592,3,13,27,13,17,33,7,9,27,0,11,17
05841,19,33,39,1,11,11,5,16,40,12,19,29
55054,15,23,31,20,36,38,6,28,39,2,6,8
11331,17,32,57,15,32,35,6,6,15,10,15,44
39255,8,14,24,1,9,25,20,28,34,14,21,22
30349,3,21,31,30,51,65,10,13,16,2,5,35
68854,4,14,15,20,26,54,7,17,25,0,0,15
90235,8,8,18,3,30,54,7,9,19,0,10,38
47702,10,14,23,2,20,23,0,14,37,0,0,2
51962,3,8,9,3,18,23,10,10,19,23,33,42
18874,30,44,51,13,13,18,7,15,22,24,34,54
35312,4,6,12,24,36,43,16,28,41,9,25,28
29508,8,18,25,9,34,50,6,6,9,1,7,15
72778,19,48,62,5,13,17,18,20,37,18,26,30
58734,9,11,17,4,16,25,7,13,13,1,15,19
63949,5,20,50,7,23,28,29,37,51,8,18,18
15950,4,33,40,18,20,50,4,13,19,7,37,45
03194,8,22,29,6,11,35,19,28,47,14,15,23
05615,10,13,15,5,13,19,25,30,34,10,19,25
01609,0,4,30,8,10,11,15,23,37,11,15,15
55276,12,14,23,2,9,16,6,13,24,12,18,33
44561,20,35,44,0,3,21,3,9,13,12,31,38
07954,3,3,3,0,9,12,8,15,35,2,12,22
10326,8,8,9,5,8,23,10,17,20,23,29,50
15479,0,2,8,6,10,10,11,16,20,29,59,66
34890,2,17,40,2,3,6,2,5,29,4,26,32
92645,7,11,11,3,25,34,24,53,58,23,24,40
95853,0,9,33,9,13,40,10,29,29,0,6,6
41564,18,38,40,1,2,20,15,37,62,7,36,44
57316,0,1,5,5,12,15,16,21,30,5,6,15
67049,30,33,39,4,12,17,14,18,33,10,10,12
11777,11,15,24,7,14,40,4,6,21,5,28,33
53728,4,9,16,1,15,23,6,17,17,5,29,33
01787,26,26,45,6,10,27,17,20,28,3,13,18
27203,4,34,49,27,38,40,5,14,19,19,21,21
41415,25,51,55,1,1,25,3,18,22,10,11,16
34950,4,6,9,1,6,8,28,39,48,27,57,60
74602,5,7,11,2,7,7,12,23,30,1,18,28
92903,7,15,16,6,9,16,13,25,37,9,35,42
33658,10,31,35,3,17,27,17,36,41,30,52,62
69494,15,34,43,1,17,28,6,6,34,9,26,26
55118,17,20,27,1,2,18,8,8,8,18,34,44
67116,3,3,6,0,19,44,19,29,49,7,9,38
25304,0,28,36,1,14,22,5,24,30,2,8,9
45895,1,9,16,2,8,8,11,15,24,20,23,23
47287,5,10,17,24,52,65,9,17,17,24,40,49
71501,4,15,17,11,18,32,6,16,35,6,16,29
52560,8,19,25,7,36,47,3,15,25,6,23,24
42634,3,3,12,10,15,16,1,10,27,13,23,48
40444,3,6,10,7,36,40,3,9,39,23,43,45
22193,8,11,18,17,26,31,2,15,25,2,3,14
97429,23,37,39,15,20,28,15,19,25,7,13,15
47780,12,16,33,8,18,28,25,25,31,2,18,37
43933,19,21,28,2,8,17,30,44,60,1,7,15
88263,2,3,22,9,37,44,9,15,35,2,7,30
96560,10,11,31,2,3,33,2,3,6,8,12,22
69952,19,23,28,15,16,16,6,13,15,1,15,25
22512,6,19,24,5,16,24,8,24,28,4,23,38
22882,16,36,37,22,28,46,8,8,13,2,6,15
36078,2,3,5,7,16,40,19,47,53,11,26,28
69183,19,35,59,4,8,35,11,12,17,1,8,38
74114,9,15,23,0,3,7,5,9,10,18,26,42
93856,15,18,21,1,9,18,14,22,23,1,10,22
55059,7,28,33,8,16,35,23,42,49,10,14,22
03664,9,10,26,17,22,40,4,6,16,16,25,27
52244,0,7,7,5,16,41,7,12,36,0,13,18
17081,0,8,11,5,5,27,17,27,56,20,25,41
43986,5,23,25,14,16,37,2,13,14,1,5,13
71435,10,20,28,7,8,14,7,13,23,15,31,42
89173,4,22,25,9,27,34,18,23,33,4,33,61
35701,8,31,51,14,37,41,24,37,44,0,9,37
79101,13,36,59,0,5,18,10,11,40,7,12,18
97062,13,33,61,1,4,14,5,21,24,0,18,28
93433,25,26,45,5,10,23,30,39,61,13,20,44
13231,11,28,42,24,31,35,14,16,33,9,13,22
86646,19,25,39,7,10,15,1,18,22,0,7,27
76413,2,8,13,10,18,26,1,10,23,26,28,48
01372,7,7,13,16,26,30,9,29,57,1,13,18
70451,9,17,22,3,4,17,1,16,28,9,15,35
72082,6,16,44,7,15,16,3,7,33,13,15,17
32822,6,22,33,7,13,23,6,13,13,10,31,50
30369,6,12,19,8,34,49,7,16,22,29,40,52
94696,15,42,46,5,7,11,3,26,36,2,7,19
50185,12,13,14,10,26,51,10,23,27,9,11,11
97353,6,12,15,15,27,30,8,28,31,2,6,21
36754,4,22,30,10,17,39,4,11,21,26,31,41
79746,9,19,21,23,43,61,16,29,52,14,17,17
61463,10,26,41,11,18,31,4,17,27,9,18,30
03999,7,27,56,3,17,24,7,7,13,5,10,12
92854,20,21,34,8,32,39,12,18,20,2,3,32
40040,0,11,32,0,1,4,3,13,18,17,17,34
54319,27,52,65,5,35,54,3,18,28,3,9,31
39996,27,35,45,2,6,15,17,39,65,2,7,35
57099,17,43,50,1,28,57,12,39,53,6,26,38
75365,8,17,25,13,18,27,25,32,52,11,25,35
74741,13,23,26,0,15,35,7,10,18,10,39,40
04159,3,7,9,30,40,50,2,4,11,14,14,34
62794,6,16,22,2,5,10,16,33,34,6,14,16
82324,14,35,50,15,17,44,20,26,29,2,26,26
62122,8,11,25,5,9,16,13,19,32,28,37,37
34693,15,19,33,17,21,25,6,14,22,8,8,18
61542,1,7,11,4,24,27,9,17,43,5,5,12
14387,2,16,28,9,30,37,1,2,8,3,6,24
82749,12,20,22,0,20,26,8,36,43,20,27,34
15274,17,20,27,14,22,31,0,18,18,4,29,39
02437,15,45,65,2,7,17,4,7,11,5,10,23
39399,8,15,21,1,10,25,13,35,39,5,22,44
32762,6,25,48,28,39,42,26,30,37,8,12,20
82722,1,5,24,9,23,23,20,23,41,23,50,61
92194,3,9,18,6,9,18,10,26,26,20,21,37
08993,1,6,10,28,34,53,30,43,60,24,30,34
12043,1,26,27,18,28,44,1,28,38,2,9,12
05141,6,20,34,1,10,20,7,15,44,19,29,48
86264,3,23,42,17,23,25,5,15,30,6,26,35
48197,17,41,47,4,15,20,3,5,10,10,16,23
64954,4,15,38,3,23,51,17,33,33,3,20,38
34187,3,16,30,15,27,27,13,19,45,15,22,29
91483,15,15,33,3,26,31,9,16,18,6,24,32
03614,24,29,29,23,24,29,7,27,32,3,28,32
15087,21,34,37,16,21,29,6,18,40,9,34,36
13374,0,15,25,10,14,35,8,14,16,0,2,11
34500,23,42,47,8,18,37,8,15,28,20,27,30
29084,7,11,21,3,10,19,11,29,40,3,3,16
16933,22,44,63,16,18,30,9,11,25,9,24,40
77321,20,30,54,2,11,14,10,21,38,7,15,29
72974,4,11,15,2,17,22,0,8,14,27,31,41
49841,17,30,38,22,30,38,1,6,35,0,22,26
81170,10,12,38,5,8,22,4,4,10,3,18,35
40986,5,9,20,5,7,7,10,17,20,14,40,49
51860,8,25,29,5,9,20,15,22,25,10,14,24
63073,20,30,34,8,19,25,10,27,27,5,9,16
84072,8,16,43,18,19,34,9,17,35,19,19,34
70277,16,20,39,1,16,30,7,9,11,9,12,20
78663,1,14,19,17,21,37,16,43,70,18,30,31
53085,13,19,19,23,33,44,8,35,42,7,7,8
20004,7,16,22,26,33,37,7,14,31,19,22,38
77224,18,30,35,8,30,41,2,12,18,7,22,26
57291,18,35,64,5,17,21,0,7,9,4,4,4
07932,1,4,14,10,14,25,2,10,18,11,17,22
80620,15,25,31,18,19,39,2,12,36,1,12,24
95586,1,1,4,1,6,16,7,13,24,15,32,48
01553,1,12,23,27,36,48,28,29,40,18,22,31
98743,6,14,22,9,38,59,16,16,19,7,25,29
97743,1,26,27,0,2,3,23,26,43,10,19,47
73756,2,12,27,1,20,28,4,22,23,5,26,31
73716,9,11,37,12,13,27,1,10,24,20,24,40
04994,9,26,31,2,29,42,29,38,58,17,24,27
94929,12,24,33,1,30,39,1,11,14,21,32,48
63632,18,18,24,4,24,31,11,17,26,10,19,35
48893,8,21,25,3,5,25,17,17,33,26,45,47
93132,0,4,10,23,26,55,12,29,39,12,32,41
57537,13,25,40,0,14,24,6,11,30,4,25,42
58784,4,6,11,6,11,11,17,25,43,2,22,32
36827,24,34,34,10,11,33,18,47,47,14,15,29
21134,9,32,43,5,15,20,9,15,27,6,12,14
23659,4,11,19,17,18,27,12,35,58,16,23,28
93746,17,37,43,7,10,35,12,34,47,1,22,27
06027,28,56,66,11,13,41,1,3,8,1,5,15
85468,11,31,33,5,12,26,6,10,15,9,21,29
40799,5,5,33,14,14,14,5,14,28,15,25,35
00232,15,22,32,6,30,49,20,45,73,2,21,30
72863,21,25,36,9,15,17,14,24,31,13,28,31
78105,16,21,22,15,17,32,13,20,49,7,13,15
57897,17,27,30,5,15,26,2,9,11,2,20,21
41478,10,37,38,19,22,24,12,24,44,30,48,52
41014,5,14,26,18,27,35,8,16,35,5,12,30
45986,20,24,48,11,16,16,3,3,15,16,16,31
48672,24,24,40,4,6,10,5,15,20,14,32,51
02705,4,19,21,4,33,51,20,23,51,7,11,21
50384,4,14,14,0,14,21,9,11,19,8,24,26
16986,16,30,56,8,10,21,18,25,25,25,30,50
63446,12,17,28,6,25,31,5,8,18,2,17,37
60075,4,12,24,26,35,55,20,24,30,5,10,31
62606,24,47,61,0,25,28,10,29,38,17,34,61
76653,10,26,32,8,13,33,10,10,12,1,11,11
23192,0,2,27,3,28,41,7,22,26,12,21,33
06353,3,6,10,29,30,32,19,21,30,11,17,24
23090,21,27,35,27,38,54,7,12,34,14,23,30
39659,3,12,21,0,3,12,26,36,44,17,46,56
73775,8,18,36,20,24,53,4,18,46,19,32,33
46870,4,9,21,10,27,27,2,25,31,18,21,25
76706,17,19,33,14,33,63,0,20,20,9,9,16
31554,9,17,20,8,12,13,20,47,71,12,14,22
45688,6,7,10,9,13,20,6,11,18,4,4,13
17959,1,13,28,4,12,17,0,26,56,7,10,16
96612,16,29,31,7,9,12,15,32,60,0,0,15
46697,5,8,11,6,13,21,2,29,29,9,38,63
76730,1,13,21,0,29,35,15,17,18,7,17,27
31571,8,10,25,15,24,35,6,9,27,2,19,22
03552,7,12,28,5,10,12,2,12,28,3,13,20
23000,2,2,9,9,9,37,3,9,17,22,46,51
16325,1,11,36,6,16,23,6,11,34,11,27,32
51311,21,27,38,3,3,19,8,22,27,0,9,14
59245,5,5,24,3,6,19,4,17,33,7,32,39
00809,9,11,15,1,6,25,5,15,22,6,8,17
78456,5,12,13,19,21,47,1,29,40,4,18,24
22831,15,32,40,6,18,38,0,12,13,7,16,17
53485,7,24,30,1,5,6,2,16,20,22,36,48
44929,4,23,29,10,25,43,17,21,23,1,5,27
35672,22,23,35,8,16,21,27,28,35,5,22,27
65914,4,28,35,14,43,62,23,25,40,1,11,18
72280,28,28,37,10,10,13,9,25,28,26,30,37
49303,3,15,15,0,1,3,9,14,18,13,22,25
27858,4,21,23,14,22,29,12,22,45,13,13,16
64568,16,24,33,16,22,41,19,20,40,19,20,30
30350,0,2,11,0,7,8,10,10,18,7,16,24
08322,18,21,21,27,28,52,7,7,11,0,20,28
98912,2,12,20,6,21,30,22,23,39,16,28,33
85766,7,29,45,1,23,32,10,28,32,6,16,37
41197,1,18,33,29,49,49,5,20,26,11,15,15
27066,8,37,37,8,37,38,18,22,42,8,12,32
52032,11,13,23,3,16,37,0,2,10,6,8,13
33772,7,26,39,0,19,22,11,21,26,1,7,13
63520,4,16,26,7,28,28,4,12,27,15,17,22
10304,6,16,21,6,15,28,1,10,17,1,17,35
48249,0,1,18,0,2,10,7,8,21,0,9,17
51625,10,15,16,16,27,33,8,31,35,28,31,44
90785,7,10,12,25,25,31,1,15,23,5,22,31
14082,20,43,43,17,19,21,25,35,37,17,21,21
78013,7,12,12,10,14,39,14,33,41,10,10,17
