uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
09620,14,20,26,1,14,34,20,30,34,20,24,39
14790,5,14,23,10,32,32,3,6,25,0,11,14
94253,29,33,37,4,17,17,8,9,10,15,33,42
77552,7,13,23,1,16,31,21,21,25,10,35,51
84856,3,5,28,13,23,32,7,36,57,15,22,45
07113,26,55,67,2,16,26,5,17,21,1,4,12
14391,1,8,11,15,19,37,6,9,15,15,16,22
85286,20,35,40,13,14,20,8,21,44,2,15,17
46068,7,28,41,12,16,25,0,5,6,14,19,24
22268,0,6,16,10,26,49,6,10,20,4,11,39
04715,9,11,21,8,26,49,12,41,56,4,24,41
11621,15,35,46,28,34,44,15,41,52,7,29,32
68634,19,28,34,9,15,23,15,16,33,8,9,11
75477,24,28,46,10,25,43,1,7,21,6,24,40
17820,18,20,30,15,25,33,10,37,47,4,6,14
82668,16,38,56,29,34,36,3,6,23,11,12,16
57306,4,29,34,2,6,34,11,18,19,4,6,23
73088,10,24,44,13,13,21,18,26,26,18,19,27
98696,27,27,28,30,41,51,9,13,27,6,11,21
68792,16,28,32,14,24,24,12,23,26,25,54,67
01592,4,6,15,8,10,16,8,15,32,10,24,39
84815,2,24,41,7,15,23,20,30,45,25,26,31
96483,4,11,20,0,17,20,6,25,29,10,19,27
45773,10,16,17,0,1,24,4,6,14,19,20,20
95510,15,26,33,0,6,31,0,3,13,14,25,34
98295,5,11,41,29,38,43,0,23,36,0,10,10
19563,3,13,33,1,4,28,21,43,61,8,13,19
64499,5,21,30,6,16,17,7,19,27,4,5,28
49909,0,18,19,18,45,53,3,6,21,7,9,12
03849,1,2,3,2,4,11,18,30,52,19,19,39
45265,0,0,17,6,19,25,3,13,28,0,24,26
33678,10,18,26,25,31,39,3,23,23,11,16,22
89167,6,33,35,0,6,16,7,19,21,1,1,21
71542,4,12,16,11,30,39,9,11,17,12,15,21
90403,20,20,30,18,30,31,1,14,19,5,15,34
24394,18,18,24,10,19,27,6,9,10,20,20,27
03549,5,20,23,1,12,14,26,44,45,1,18,20
01588,24,34,36,3,15,22,8,25,25,25,43,54
78766,15,15,18,5,19,26,7,17,35,3,22,50
47968,2,8,10,8,12,22,2,7,21,3,7,7
35448,9,17,37,13,38,40,19,27,27,1,29,31
81870,2,3,9,1,2,20,3,5,6,4,20,39
19261,19,21,25,4,10,28,8,9,27,3,3,29
88375,10,14,21,1,20,32,8,22,28,4,23,24
00495,6,36,43,7,11,13,13,33,37,6,28,35
71796,17,47,48,5,13,23,7,9,19,3,31,33
36451,0,3,12,9,17,32,8,28,31,1,2,8
47629,19,26,48,2,10,13,3,33,46,10,38,47
49595,26,49,59,9,12,17,16,24,44,0,7,12
06416,13,29,37,10,17,40,11,31,40,14,15,24
63316,15,33,41,1,1,8,19,20,26,8,8,9
36356,4,12,24,5,25,39,12,34,38,16,23,31
55521,3,4,20,19,26,28,6,23,30,13,27,37
33658,4,8,14,0,7,16,0,11,21,25,28,31
40214,14,17,20,7,37,57,6,22,28,13,14,14
12318,8,13,20,10,20,45,3,4,8,2,30,32
42745,7,12,26,0,11,28,4,11,15,24,30,49
58367,20,49,55,24,38,41,1,6,24,0,27,31
40926,1,30,38,1,10,18,28,34,44,30,39,45
95252,0,14,19,8,38,42,5,5,22,8,18,22
66294,14,16,28,2,19,30,8,12,39,11,19,45
17828,16,34,57,4,11,13,18,20,38,13,34,41
66870,10,30,33,6,24,54,0,9,16,9,26,29
88341,2,17,19,0,7,17,20,27,40,25,43,63
06983,11,16,25,24,25,29,2,8,12,4,11,22
19727,9,27,33,17,37,38,10,29,37,9,15,26
06437,7,12,31,4,12,23,10,15,20,7,7,9
08917,6,22,39,3,13,17,11,23,33,2,3,11
35987,5,17,21,1,18,18,17,27,47,4,21,31
06667,18,19,24,15,15,19,4,4,6,7,15,31
95346,5,17,45,1,9,27,8,21,30,11,16,32
62441,15,29,36,23,23,34,24,37,44,5,10,37
74800,4,13,25,30,30,39,2,17,21,10,38,48
60106,6,14,14,8,16,24,18,32,36,8,23,25
53038,15,19,23,5,23,26,1,23,24,9,14,40
44209,8,18,28,3,9,10,3,6,32,4,12,17
25614,6,30,38,6,31,42,9,15,21,0,13,15
07981,17,27,35,6,27,39,9,24,29,2,2,9
04412,2,7,8,18,46,51,4,22,24,10,13,20
05880,17,21,21,21,26,30,9,13,27,25,33,35
49028,1,18,21,8,26,28,8,8,10,5,26,26
93634,16,16,29,11,13,25,11,27,34,4,19,34
74289,9,33,41,3,21,25,18,45,61,19,35,47
52923,1,6,18,1,29,30,9,23,32,15,20,40
00482,16,25,35,18,27,48,3,11,11,6,16,34
61283,15,28,55,0,7,12,9,18,28,7,11,12
94430,6,20,20,0,10,20,15,24,24,1,2,6
20728,2,8,13,1,1,19,7,20,29,9,12,12
86046,7,14,15,10,10,24,7,13,25,12,18,48
05057,8,8,11,20,26,27,20,23,27,25,50,56
38522,10,19,38,0,7,14,14,25,30,3,12,23
76111,6,14,20,9,11,20,6,13,14,8,15,33
87267,14,14,42,11,17,19,7,7,7,8,9,12
63216,23,31,53,2,11,11,1,9,21,30,40,46
57582,3,10,14,7,23,28,12,14,18,9,12,27
63147,4,10,23,3,13,30,6,23,43,4,32,38
42113,8,20,39,6,7,27,9,14,26,10,29,31
82561,12,30,31,19,27,27,20,34,34,8,36,41
42565,15,22,22,8,28,31,14,44,44,17,20,30
32871,1,12,28,0,15,35,9,22,28,6,6,24
26841,8,15,20,12,22,45,2,10,16,5,26,42
82426,2,12,19,21,21,28,10,22,40,8,22,35
