uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
75998,3,20,21,8,10,30,3,25,33,22,30,33
76895,11,17,44,12,16,19,10,11,17,0,1,7
31598,18,27,55,7,24,33,20,27,53,7,16,45
43286,2,6,6,19,26,34,8,13,16,10,23,38
45173,20,26,26,22,22,32,18,27,32,8,14,22
63067,3,13,31,1,7,20,4,21,31,26,32,37
17016,2,12,25,10,30,38,10,11,21,24,48,48
60278,3,15,16,6,7,26,7,7,16,15,23,43
16144,4,6,36,3,9,30,6,15,16,5,15,30
57366,4,4,11,6,11,31,29,45,51,4,23,34
44699,9,21,38,19,21,23,0,15,31,14,21,41
44876,25,31,47,16,36,44,4,33,48,9,15,44
28822,26,26,35,9,27,44,13,29,38,5,17,30
00232,16,33,36,3,14,34,8,10,29,5,27,37
34068,4,20,30,30,55,65,7,8,14,0,2,29
46259,7,35,38,0,15,21,6,6,8,8,18,37
11130,1,16,21,14,16,25,10,18,37,17,25,40
64970,10,23,23,7,17,22,13,26,52,30,31,47
14445,4,14,26,8,20,33,0,2,14,4,10,13
07698,10,13,15,10,14,24,5,8,18,6,23,30
74845,15,27,45,5,5,14,7,13,25,29,43,50
18024,2,21,28,5,20,28,1,1,26,4,34,52
85230,1,3,5,6,17,44,3,20,37,6,18,31
74559,10,15,21,6,10,26,7,30,42,13,38,43
06606,2,4,17,9,13,31,10,19,19,20,26,28
14600,24,29,29,27,30,36,23,27,34,20,23,27
27506,3,3,9,3,18,28,3,10,14,14,23,32
10670,6,16,21,13,26,45,6,21,29,10,21,23
53758,8,18,20,16,35,40,5,11,19,10,14,36
65189,9,17,25,3,4,10,0,16,17,23,44,49
54241,9,14,18,23,40,43,4,4,8,0,7,11
61515,11,16,21,13,14,23,11,27,35,10,14,17
91525,19,27,31,9,17,31,17,32,39,2,7,35
57390,7,23,48,16,36,46,13,25,42,17,30,38
72828,19,21,28,5,24,54,9,33,42,8,19,20
74626,3,12,32,0,5,16,8,15,35,25,39,47
85892,3,9,12,17,34,37,3,4,12,17,17,27
76462,3,16,19,5,24,24,8,18,32,20,30,34
18905,9,26,43,10,19,25,16,25,33,18,20,41
63227,10,14,19,1,20,32,2,20,27,27,34,36
66924,16,20,23,4,13,22,7,8,13,4,25,52
17610,2,8,32,0,1,6,1,18,32,1,1,4
30433,15,33,52,30,50,60,5,32,35,3,10,21
83027,14,15,18,17,40,44,8,16,22,11,25,31
87470,7,22,24,18,20,29,0,1,9,1,6,7
22346,4,6,23,17,29,48,3,22,26,4,14,30
98405,20,36,60,7,37,47,6,19,28,9,9,28
32276,12,28,57,6,25,39,13,26,41,26,32,42
28664,8,8,37,0,17,21,29,32,51,16,46,67
17193,9,19,25,0,7,33,9,25,46,1,8,27
49425,2,11,29,2,3,28,3,10,12,4,9,23
36095,6,30,49,6,15,17,29,29,45,12,23,38
66057,1,13,16,3,8,11,9,18,20,4,30,30
23919,10,18,26,14,44,55,3,19,23,3,3,5
45821,4,12,21,0,4,8,4,9,16,1,10,30
32142,10,28,35,1,1,1,8,16,27,2,13,18
11282,4,5,34,2,25,30,3,11,18,2,26,40
75033,4,5,11,7,11,29,2,32,48,3,5,11
83557,19,28,30,4,13,33,3,19,42,2,16,17
98485,22,29,49,30,53,53,17,26,33,8,15,22
87869,0,3,3,30,39,45,12,25,30,5,19,25
44415,8,19,29,6,22,22,9,16,24,28,33,43
35618,25,40,56,2,4,14,2,3,4,6,10,25
83342,25,36,44,0,9,18,11,29,42,19,24,32
48544,7,10,30,2,25,26,4,24,24,0,4,17
29735,17,33,53,16,19,21,3,33,33,22,30,35
53390,4,9,15,7,8,14,8,14,19,13,17,23
34213,12,13,30,1,6,9,2,4,14,9,9,14
61923,0,8,19,13,26,35,6,7,24,1,4,17
15684,10,39,60,4,14,24,20,30,32,7,21,41
36201,12,21,31,6,15,26,8,15,23,7,16,33
40465,6,17,31,20,22,42,12,22,23,6,11,13
41435,11,19,38,7,20,27,12,20,30,15,25,41
11389,15,18,20,6,13,29,3,11,13,1,2,11
95376,15,45,47,5,10,19,6,12,30,2,29,43
60868,25,25,33,8,13,15,28,58,74,14,20,48
58928,16,25,36,0,8,14,1,20,33,4,13,15
42814,16,24,29,8,18,44,4,9,14,7,7,17
69545,6,24,30,3,5,24,19,44,58,13,14,27
33451,0,9,38,15,18,32,4,4,11,10,14,21
52143,1,21,40,29,42,47,10,29,40,5,19,24
46445,10,29,40,3,11,16,8,19,35,1,11,15
73621,0,6,23,28,40,58,4,23,32,11,18,23
84589,10,11,30,7,16,42,5,6,9,16,23,26
57391,8,27,27,14,18,34,11,40,53,9,22,40
53036,6,13,24,6,6,33,0,17,41,4,10,38
41941,8,8,26,13,18,33,30,56,57,1,14,23
74208,24,32,41,6,6,21,6,21,48,2,7,27
67361,6,8,14,8,9,18,7,23,27,1,20,25
93806,2,7,29,5,24,49,22,29,49,1,4,8
36421,0,19,29,19,23,23,25,33,50,21,25,33
77088,24,28,55,0,1,24,13,13,23,1,4,27
23264,11,21,49,1,11,17,18,34,39,7,9,36
87997,1,9,20,5,13,14,22,29,35,8,15,16
75528,1,2,10,29,38,40,13,23,31,3,23,23
13926,6,31,38,19,26,28,10,17,45,0,3,18
22847,5,19,31,20,23,49,4,24,32,26,52,58
07347,16,28,46,11,11,11,5,5,28,2,9,10
27957,17,19,35,14,14,15,1,5,6,2,2,3
73763,2,9,11,0,4,5,17,27,40,11,17,18
82981,20,20,33,8,9,34,20,45,51,8,20,21
80106,3,7,7,8,33,33,18,46,54,6,18,25
49288,3,8,35,3,16,24,6,7,20,1,20,23
07540,2,10,16,10,14,24,13,18,25,3,6,18
97976,0,13,32,25,37,61,5,16,18,7,16,45
15125,3,22,34,25,25,32,20,28,35,3,7,13
10337,1,1,3,16,37,37,24,26,35,8,8,8
55277,0,3,8,1,6,9,6,26,39,30,46,51
83919,3,21,40,0,3,8,7,18,20,17,41,45
56176,0,7,27,6,13,13,27,37,45,1,7,16
10569,16,42,54,17,28,39,3,9,18,1,22,33
62082,6,11,21,0,2,12,8,24,24,10,16,24
02574,10,18,31,11,19,29,10,16,25,5,9,26
48155,4,4,28,20,24,33,10,19,21,15,44,54
41070,8,35,42,3,7,8,8,10,15,7,11,12
98666,11,16,18,7,7,17,20,21,21,13,13,26
09870,3,21,38,8,25,39,6,15,22,17,30,38
73248,19,23,52,20,30,50,0,19,22,10,25,39
28354,16,32,54,4,8,18,4,18,48,8,22,32
18041,29,40,55,10,21,41,6,28,33,4,5,6
84867,4,24,40,21,29,32,10,30,32,24,43,46
