uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
30247,2,5,17,3,7,21,19,31,35
49877,5,12,26,9,20,33,14,15,25
39611,9,16,24,23,36,66,18,26,54
29690,7,17,45,6,34,38,0,8,8
30413,5,6,24,15,26,29,6,10,21
60714,11,30,46,8,38,43,11,23,37
76665,9,15,25,4,11,19,6,15,18
07870,12,30,49,27,48,59,16,21,47
68840,19,36,54,23,30,35,11,16,33
61381,3,21,30,13,41,50,0,9,13
49677,3,25,35,6,6,9,6,25,33
66020,13,15,28,4,22,23,20,39,46
57276,17,19,38,14,15,18,3,5,24
86808,1,5,15,2,10,22,9,34,47
90275,2,5,19,9,10,18,8,17,24
51855,11,12,37,13,21,27,3,21,34
28597,15,16,32,1,7,27,5,8,23
21071,20,27,37,1,6,10,18,18,26
97842,0,20,41,9,28,35,0,12,15
34523,15,22,52,19,33,45,10,40,46
63164,13,19,38,14,26,45,1,16,22
84418,13,18,28,2,26,41,1,30,33
08470,14,38,41,1,6,11,11,24,37
08110,1,19,21,5,8,17,29,30,44
90034,4,6,12,10,20,39,13,21,26
68131,2,10,34,9,22,24,4,14,30
11832,7,19,19,2,14,22,2,3,10
75452,3,12,18,7,20,25,9,26,34
96930,7,11,22,2,12,32,2,9,28
64642,16,26,35,0,8,14,30,34,42
96670,0,10,19,0,3,11,28,37,55
12545,18,47,48,7,19,26,11,18,23
82204,13,18,47,2,2,3,9,18,39
53159,5,14,34,17,19,38,21,26,43
65766,0,23,43,5,23,25,11,27,30
08059,3,6,30,4,11,29,19,37,41
13385,1,20,35,9,25,25,0,4,30
12629,8,28,42,1,8,11,3,26,28
15593,2,13,13,14,28,35,6,7,36
78168,18,24,35,7,10,17,1,6,10
14271,16,24,31,0,24,36,17,17,17
53137,2,17,26,0,2,18,8,12,24
99141,1,9,24,10,26,54,5,24,48
54739,1,10,14,6,21,26,7,14,19
81651,16,21,43,0,0,16,17,44,45
81285,7,7,27,13,32,41,0,17,18
14490,3,10,25,2,3,10,5,27,29
10028,8,11,23,5,8,15,11,35,39
73957,8,38,55,28,28,40,4,14,31
94573,5,9,16,3,11,16,20,24,25
52603,24,41,49,6,13,37,10,13,21
48826,6,18,29,14,15,20,20,25,31
67400,8,8,11,18,22,23,8,9,15
20866,21,30,31,0,20,29,0,30,38
42849,9,30,40,13,31,31,13,40,56
73962,10,11,29,18,22,41,19,48,53
75843,5,34,49,2,19,21,2,3,5
96008,7,8,20,8,25,48,18,34,45
05667,4,26,36,19,26,33,3,12,21
60630,10,33,50,17,26,27,8,19,21
66881,1,13,23,1,18,37,17,37,40
65849,11,15,23,14,28,42,1,2,10
73013,4,13,14,6,24,30,17,24,37
74309,8,17,26,10,20,50,5,12,27
22165,0,10,28,8,16,24,3,17,37
07050,4,23,53,26,41,67,6,8,11
04425,10,25,34,9,11,31,2,12,18
50411,8,18,24,5,16,19,16,28,35
77893,10,15,15,1,2,22,7,12,16
46205,27,30,40,19,25,27,20,28,36
32589,10,23,43,8,8,14,7,10,26
04864,8,23,23,13,18,30,10,15,36
54168,9,14,19,5,15,19,9,11,20
56112,6,13,23,3,27,29,4,13,21
93341,17,21,39,7,26,34,8,17,25
42517,21,22,29,5,8,30,7,12,13
57715,20,30,31,11,16,20,4,5,10
16759,4,18,34,27,29,44,4,13,19
10765,11,25,35,18,40,70,1,8,26
86014,7,12,20,8,26,31,12,21,49
04343,20,29,44,5,22,24,16,16,22
37207,18,32,45,5,14,30,14,30,36
46403,16,31,49,23,47,60,2,2,16
11686,21,28,44,8,10,10,10,36,37
54688,18,19,33,5,15,33,7,21,33
80614,0,2,19,5,7,27,1,3,20
38341,2,29,32,17,43,44,29,33,56
73096,0,14,24,10,13,17,10,27,33
98100,6,14,23,0,13,21,20,23,38
83056,6,20,27,12,14,31,6,15,29
87191,25,30,37,19,39,43,4,24,30
15418,22,22,35,7,8,9,30,60,61
78393,12,13,15,11,16,29,9,16,20
61608,17,23,42,8,10,39,4,27,35
43942,7,26,45,12,18,19,10,26,31
10767,0,4,20,6,12,24,19,22,45
80630,1,19,35,20,29,43,8,15,23
43184,16,42,43,14,32,33,19,28,38
89570,23,30,38,19,28,45,5,29,29
76725,18,40,60,18,27,47,2,31,31
52319,4,17,23,1,26,36,3,13,13
86448,2,5,31,4,11,16,29,45,55
65642,28,28,30,4,7,24,20,20,25
52284,6,16,20,21,36,36,9,37,62
13408,0,3,23,9,22,42,19,23,37
97955,2,12,15,9,15,21,9,21,39
88492,5,6,8,10,15,17,6,12,16
21611,10,10,30,10,22,40,9,14,33
61827,9,16,19,26,33,34,10,13,21
41787,0,21,29,5,7,7,21,24,31
11208,10,11,18,8,16,23,5,22,42
48476,1,6,16,12,22,42,27,28,41
59048,9,11,13,5,20,27,3,17,21
12751,15,22,31,3,7,12,10,13,13
61994,14,32,36,4,12,18,3,10,38
06055,2,22,42,4,7,8,19,26,46
60633,5,28,35,12,37,44,0,4,11
97761,23,23,37,8,9,16,4,8,10
64353,6,13,26,7,32,38,0,23,29
85020,7,27,31,8,27,31,18,26,33
74360,23,30,31,7,9,35,6,13,17
