uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
55436,20,39,48,0,8,18,22,36,42
16130,2,8,20,5,6,19,6,16,18
94670,2,2,22,8,11,11,2,11,28
92466,1,1,9,1,3,25,0,10,12
38819,20,27,45,7,7,11,2,10,12
32487,4,11,11,10,13,28,30,32,34
83225,3,8,23,9,33,45,24,40,67
04099,17,27,56,13,16,25,6,26,43
17325,0,14,19,10,12,20,24,43,55
18029,2,32,41,6,6,33,16,22,29
51907,13,27,40,17,32,51,9,16,22
07143,9,23,34,25,25,36,4,14,31
51706,17,44,50,6,12,17,10,12,31
08545,2,3,18,14,40,64,11,31,37
89587,15,41,54,16,23,24,13,18,34
13642,30,36,55,16,24,33,5,12,16
49862,21,29,31,12,31,36,7,11,20
12900,12,12,23,20,27,50,8,18,24
89156,3,3,3,1,4,14,14,25,35
98083,0,15,18,20,28,38,7,26,28
27516,3,18,19,3,18,37,25,31,55
53800,4,10,12,12,12,22,8,19,33
59716,5,9,33,10,14,24,6,15,35
61754,2,2,30,17,34,53,2,5,30
63287,0,0,5,13,21,31,0,17,26
31455,8,11,22,11,12,19,28,28,36
15474,15,24,27,4,19,47,7,23,28
41748,0,17,25,5,22,35,6,16,19
29127,18,27,30,6,35,42,6,26,27
50746,0,8,23,10,22,28,16,35,44
86381,2,5,11,3,10,13,13,21,29
64349,1,3,7,16,31,41,20,30,41
01919,9,14,30,27,46,56,8,33,38
07431,9,11,13,5,5,21,9,14,16
64780,10,19,23,7,13,41,9,17,37
04467,12,18,24,7,11,24,12,15,33
09526,2,16,31,15,23,27,27,29,40
94306,5,10,23,11,15,21,9,14,19
37421,10,12,31,0,21,25,4,22,24
90276,3,24,27,7,27,34,2,10,29
83309,30,57,81,15,43,70,21,27,29
59402,14,16,17,1,10,11,10,13,33
80142,18,18,19,4,23,29,16,27,37
44961,19,25,29,18,27,30,9,17,42
68591,25,31,60,9,13,14,10,34,43
84002,10,19,24,11,16,21,1,12,12
11795,2,20,38,15,22,23,8,24,28
37116,15,35,38,8,13,42,13,39,63
98118,14,33,41,11,16,27,29,35,38
04013,9,15,23,7,11,40,13,26,28
05680,6,8,12,7,22,39,3,28,39
98703,18,25,41,1,9,19,6,33,45
55228,4,33,48,10,14,22,27,33,34
19499,7,27,32,3,6,6,10,13,18
26478,18,36,36,9,10,23,20,20,23
89904,2,20,36,6,12,13,2,9,22
94143,7,25,36,5,11,26,4,20,28
12118,9,19,27,16,42,48,1,4,18
79726,11,13,18,27,45,54,10,29,38
33614,17,24,27,10,32,33,9,31,44
05116,6,12,29,18,25,28,5,14,14
30692,10,20,22,3,13,19,10,10,11
27561,19,38,48,7,15,19,16,38,38
62125,23,31,41,15,22,39,8,17,41
80527,3,17,18,15,32,34,0,2,4
11325,2,20,37,20,20,43,0,10,16
37056,0,4,8,20,39,66,10,10,25
44078,1,31,49,7,16,34,8,27,37
68729,3,8,12,10,27,49,7,22,38
55863,12,30,44,23,26,41,3,26,33
72189,14,16,31,17,18,43,0,21,34
36445,5,23,42,27,43,69,7,35,48
97650,25,34,49,18,25,28,23,23,25
75323,28,36,41,10,20,28,5,5,18
86793,11,21,27,5,18,20,14,42,52
39015,5,5,6,2,4,13,10,26,48
84350,3,17,26,0,18,33,0,4,7
69046,5,21,22,0,26,49,8,15,25
15372,2,9,24,9,21,38,29,42,46
19402,7,22,34,3,15,45,9,17,29
93029,10,20,24,11,12,22,16,24,30
70643,12,22,35,5,22,29,9,14,16
99942,3,27,33,4,10,12,1,22,29
56923,2,18,30,1,1,20,6,12,15
12339,12,20,29,10,30,44,19,38,46
55046,6,13,20,10,32,54,10,12,12
43156,4,5,9,9,14,31,0,8,22
07734,1,16,26,7,15,21,0,18,25
01565,15,19,25,16,46,72,3,22,41
01395,30,39,54,12,42,48,7,7,14
47583,12,15,36,6,18,23,10,17,27
07848,10,18,28,7,37,41,5,32,42
61350,19,37,45,2,32,32,1,9,26
30233,5,15,35,6,21,21,15,18,35
23979,7,27,34,3,12,29,20,50,55
41381,2,9,18,9,14,20,12,23,31
90241,1,5,15,22,27,36,26,55,75
58346,4,5,14,7,15,25,19,25,46
65642,21,27,30,1,14,24,9,33,52
