uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
95495,2,7,11,3,3,21,5,33,39,11,13,19
14162,3,10,10,9,13,17,14,21,41,19,37,43
34605,3,8,18,21,37,47,4,22,28,8,18,23
64340,12,18,23,0,8,8,0,10,23,7,13,20
32935,2,7,8,6,26,40,3,24,36,8,8,16
74464,7,10,19,10,28,56,22,25,31,17,22,32
97216,4,20,27,0,25,44,3,27,40,3,4,14
00019,17,18,19,6,10,19,3,23,23,20,21,28
81644,17,26,26,30,47,52,4,5,18,5,23,29
57659,19,28,29,9,17,41,12,42,52,12,26,42
46873,25,39,48,4,19,25,14,40,57,1,2,8
84380,2,23,42,8,12,27,4,4,23,11,13,14
10808,6,32,38,4,5,31,6,14,19,1,5,8
56653,10,18,19,22,23,27,0,5,14,8,13,13
77778,9,14,27,11,14,16,18,19,19,12,16,30
70963,17,46,54,10,25,33,2,17,25,2,11,20
63294,6,25,42,24,30,50,4,13,15,23,24,31
01056,3,11,27,6,34,43,1,3,14,20,44,61
19186,2,19,25,6,14,43,6,6,14,10,30,51
82365,4,4,6,4,6,10,5,6,13,7,37,43
73179,10,26,30,16,31,42,3,9,9,8,23,25
98785,19,47,59,7,27,35,12,16,20,9,10,13
50243,5,8,34,28,36,41,7,12,13,2,14,18
00429,4,6,23,4,13,36,12,25,32,4,22,32
71929,0,10,16,1,21,26,23,46,46,2,10,11
04930,14,32,51,4,9,35,6,14,17,6,23,24
42894,1,5,20,8,19,22,19,42,68,10,10,18
48632,24,31,34,1,21,33,18,38,44,6,25,31
46310,9,24,43,29,36,51,14,29,37,1,25,25
20744,0,5,19,23,27,32,10,10,37,12,21,47
76562,7,17,44,4,15,28,8,35,51,1,9,20
77327,4,16,19,9,16,29,0,16,19,13,32,38
23222,5,12,15,27,36,41,7,16,24,2,7,19
27549,15,15,16,6,19,30,15,26,46,16,26,29
27609,22,23,23,2,6,8,4,32,56,5,10,13
36112,5,15,25,25,32,50,12,18,20,23,40,60
37465,0,8,12,6,25,35,0,10,21,2,12,30
04659,4,19,27,7,23,26,11,20,29,8,9,22
54307,5,10,12,9,15,24,14,32,41,7,11,22
