uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
73167,29,30,49,5,30,48,6,8,11,4,12,12
48104,5,7,10,9,35,63,10,16,21,8,8,8
76047,4,13,21,2,8,35,1,5,9,6,7,23
12527,14,21,37,18,27,47,8,11,22,19,32,55
97046,6,12,17,29,36,49,10,19,37,5,31,31
33994,14,18,22,4,28,29,7,27,39,5,5,8
21886,3,5,23,15,17,20,10,28,35,11,17,17
00979,2,23,26,19,30,44,7,34,44,0,19,20
43652,1,3,21,25,26,35,11,21,48,5,28,43
57298,21,27,31,0,5,14,2,11,21,10,20,23
28831,11,17,33,20,20,20,8,14,27,1,2,29
25176,18,45,59,8,12,37,3,11,38,19,46,63
13631,0,6,15,8,15,32,30,45,45,6,13,26
04169,4,14,43,8,13,16,9,19,37,5,15,22
31173,7,18,46,16,18,22,16,35,38,26,41,68
84751,15,16,29,25,53,64,29,35,36,8,10,17
53733,19,23,43,10,28,32,3,9,15,0,19,30
54472,2,12,25,13,13,41,17,17,20,8,30,35
42588,11,15,18,30,49,53,0,0,29,12,19,20
32888,18,45,53,7,26,35,1,14,36,3,6,17
36643,13,33,36,12,30,36,14,32,49,1,6,16
04762,16,20,26,18,24,24,10,15,26,17,17,22
27639,9,32,44,14,21,31,6,7,8,0,2,12
18260,18,25,35,3,9,12,27,27,38,10,12,12
16218,3,3,29,1,10,17,11,16,31,3,14,41
34117,2,2,10,0,28,29,5,15,24,5,9,9
65937,1,7,9,19,20,31,7,15,33,29,46,52
26860,7,14,28,1,26,31,22,29,38,2,8,12
08368,0,9,31,2,12,16,16,25,48,20,47,49
90395,6,6,22,4,4,14,18,21,27,5,15,24
29153,2,19,34,12,13,22,11,31,37,28,29,54
50958,8,16,25,23,29,43,5,28,39,7,16,17
52143,15,39,46,3,4,14,17,35,53,12,14,20
84662,3,13,31,16,18,26,19,21,29,16,20,29
55660,9,23,38,5,8,26,1,9,33,28,28,40
32423,5,17,28,5,5,7,9,12,28,10,17,21
71744,30,45,46,10,18,39,17,19,19,8,13,19
48531,4,26,35,21,29,50,2,4,13,19,30,31
07600,0,3,11,0,10,10,0,11,25,7,35,51
86693,22,25,36,5,14,23,20,43,59,9,9,15
41215,1,19,19,14,16,21,2,8,13,16,21,25
91195,2,9,11,4,12,15,11,21,26,6,31,33
47243,0,12,19,10,39,40,1,28,29,9,19,26
37628,21,29,38,0,6,16,0,8,31,7,17,37
58975,9,36,42,9,11,29,3,9,21,8,11,30
13794,1,2,22,2,21,38,3,10,15,7,15,32
32057,3,11,19,16,29,31,8,28,42,15,18,29
78137,24,24,38,13,22,40,12,28,33,0,3,4
31698,15,38,39,0,9,28,19,23,48,1,10,15
03875,7,18,23,28,36,63,7,22,37,0,27,35
58117,30,30,40,19,37,44,0,28,32,18,23,38
07501,18,48,57,1,17,36,16,25,41,10,37,57
48325,8,15,39,7,34,51,4,13,22,2,6,8
10055,30,33,41,7,22,25,1,3,9,1,9,19
