uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m,count_workdays_weekend_1m,count_workdays_weekend_2m,count_workdays_weekend_3m
71314,19,22,46,5,15,30,1,16,25,9,10,27
67583,21,35,38,27,32,42,19,23,27,2,3,19
15662,0,16,21,7,16,32,6,24,24,16,18,32
86469,1,14,30,11,15,43,11,30,31,6,9,15
25656,9,9,29,21,29,44,13,15,35,24,26,32
94022,7,19,30,0,4,4,11,13,20,1,14,20
94873,0,15,40,12,22,29,19,39,58,6,10,35
22574,21,33,45,29,40,45,21,47,77,10,22,32
04819,20,41,42,8,13,15,25,45,60,24,36,41
69116,1,31,33,0,0,5,14,35,52,1,20,27
64558,9,9,26,1,25,37,4,30,34,14,16,29
52334,9,17,27,15,31,38,26,32,32,18,24,30
23886,4,4,8,10,14,22,10,22,33,4,4,32
49682,19,23,47,20,22,30,6,9,10,0,8,10
02705,10,16,23,19,20,30,6,6,12,15,15,24
31374,0,14,23,16,30,40,5,34,44,15,18,40
65843,0,15,24,5,10,23,7,16,41,26,38,41
88485,13,18,37,6,16,25,15,24,47,3,10,34
41415,26,35,61,15,37,41,16,18,26,4,11,17
57257,10,19,19,4,12,34,13,21,32,2,5,12
51863,17,45,64,6,14,14,2,25,40,26,43,47
39166,9,17,30,10,12,18,29,39,54,8,11,24
09251,1,13,35,0,5,20,0,1,20,10,21,27
99651,19,27,37,29,31,38,1,3,15,8,35,43
23707,12,24,41,25,41,61,18,19,19,1,1,2
38782,4,22,34,2,9,29,11,14,15,10,21,22
65629,9,25,35,4,7,12,7,8,10,6,19,29
96781,27,55,58,7,10,21,3,19,21,6,25,45
32344,4,10,16,17,27,42,5,5,26,5,9,18
54899,7,19,21,9,13,23,16,32,32,6,31,57
35692,9,9,13,0,21,44,26,36,56,6,9,24
45754,10,26,26,2,10,28,7,7,12,20,25,28
89364,8,14,17,13,32,47,16,23,28,7,8,29
43098,7,33,53,18,37,45,5,28,41,0,1,9
39026,5,19,19,4,18,29,2,6,14,4,32,37
86978,3,8,13,16,44,45,20,27,56,2,20,26
08196,17,24,36,5,6,21,2,13,17,23,33,35
11702,19,36,49,2,8,18,11,11,17,0,9,13
80805,3,13,13,0,1,5,3,12,22,18,26,36
85109,11,19,19,23,30,40,28,39,39,0,18,19
09347,18,31,41,6,13,14,23,29,30,2,12,19
41353,17,24,33,7,8,9,3,15,37,3,11,18
06370,4,15,15,6,26,31,17,23,23,23,27,29
59856,8,28,53,2,7,8,8,25,31,1,1,19
80460,15,35,52,3,12,31,9,19,44,3,6,8
95073,5,5,8,10,11,15,16,26,28,12,33,51
13638,2,8,9,4,22,26,2,9,9,0,0,6
76914,5,6,25,15,15,22,27,32,35,4,20,38
18574,5,9,16,3,3,31,21,25,31,0,23,41
10713,14,30,31,20,32,43,17,34,37,0,6,6
28938,0,0,3,6,12,29,5,16,26,6,22,43
38087,3,10,12,20,36,63,18,28,32,9,17,26
23286,20,22,22,5,5,24,9,20,31,12,12,19
36626,9,25,31,10,10,17,17,37,53,22,31,45
76015,15,33,37,5,20,22,4,4,5,18,23,33
15393,23,34,39,1,21,39,25,36,65,10,36,36
55224,6,10,17,18,36,52,0,7,10,20,29,58
28813,15,20,29,3,19,25,6,20,21,5,19,47
50487,14,20,34,6,15,24,19,34,35,28,31,31
45156,10,10,28,2,7,15,7,24,48,10,11,13
50895,4,21,23,17,26,36,1,25,36,13,27,37
94338,30,39,41,8,23,26,24,24,27,0,21,39
58809,17,27,52,3,10,20,14,14,23,3,4,10
46288,1,8,24,24,44,48,8,19,47,0,7,9
28943,10,18,24,8,20,29,5,29,38,1,5,8
92845,2,4,20,15,43,63,15,38,55,20,39,68
59907,14,23,45,20,25,46,7,20,36,4,6,8
96850,27,39,69,0,8,22,4,10,23,18,18,23
27033,17,22,29,1,1,14,14,15,30,8,8,26
00421,2,11,13,29,30,38,6,22,45,18,25,42
51950,10,31,33,5,12,33,3,4,14,0,0,6
02457,4,29,30,6,10,10,5,29,37,6,14,18
54103,8,12,15,16,24,34,17,22,31,3,8,22
32364,10,13,21,19,37,40,13,42,71,17,20,37
47875,8,19,28,20,38,41,1,9,11,26,32,32
96213,2,17,21,8,11,11,12,20,38,5,18,19
55940,6,11,15,16,23,46,1,28,45,4,9,22
80474,3,13,20,10,27,41,6,12,28,0,1,13
50742,8,16,25,9,14,18,16,17,30,16,24,28
86596,24,32,41,16,17,25,9,13,17,5,8,8
79852,3,11,21,5,13,25,19,39,45,23,23,37
98318,17,27,35,10,12,19,3,9,19,7,10,14
72715,6,7,11,5,21,28,4,12,14,3,3,4
26287,19,23,26,3,8,28,3,11,27,17,35,38
75285,1,5,17,8,28,34,28,33,41,14,32,43
77154,16,34,44,5,9,39,0,9,12,12,34,62
76664,3,4,5,14,28,28,0,4,14,21,32,50
29628,9,29,38,6,20,23,24,45,65,2,11,21
84841,9,26,36,7,18,23,5,14,34,12,28,37
78707,2,18,30,11,13,16,8,10,20,18,21,29
17477,20,25,55,10,10,27,13,31,55,6,17,17
10743,8,15,30,12,19,35,4,11,18,3,18,27
90794,15,41,46,15,31,33,3,31,47,10,18,45
82917,9,19,27,17,38,52,20,25,49,6,8,15
71620,6,27,57,8,30,34,4,8,19,27,34,48
67524,3,12,28,13,13,33,0,10,15,4,26,36
02056,8,18,43,13,22,22,18,27,34,10,20,20
45416,13,14,23,0,0,10,5,23,46,5,5,12
30347,19,33,35,30,31,57,10,27,45,4,8,8
66431,4,24,29,13,30,30,7,22,27,5,5,13
02333,7,27,35,15,23,41,8,13,19,7,7,21
26805,0,4,11,19,26,36,0,11,29,10,16,16
56934,19,20,31,3,9,23,26,36,36,3,11,36
64369,15,31,38,14,27,42,7,7,18,16,26,50
72365,18,28,31,5,24,28,9,39,46,5,19,22
98191,4,5,26,15,22,23,2,13,14,14,19,24
79534,2,8,16,13,27,50,2,14,37,8,14,22
86748,23,37,38,23,32,34,19,23,27,8,16,23
74645,15,16,23,9,16,20,27,31,43,6,9,29
08876,13,30,47,0,12,17,6,7,31,4,4,5
77520,12,21,26,13,23,24,2,11,16,1,5,22
22261,7,16,29,7,12,13,15,45,45,21,21,36
