uid,count_late_for_work_1m,count_late_for_work_2m,count_late_for_work_3m,count_early_from_work_1m,count_early_from_work_2m,count_early_from_work_3m,count_day_off_1m,count_day_off_2m,count_day_off_3m
64509,9,31,33,4,7,10,1,8,23
45811,20,26,35,25,30,32,1,18,23
51649,3,8,14,10,13,17,8,8,27
98174,5,14,18,0,17,31,20,40,46
01675,1,18,33,3,7,30,6,16,21
61468,7,17,19,20,22,52,25,51,75
36300,8,34,40,20,21,24,3,9,26
31350,20,21,31,22,29,35,20,28,41
21843,7,13,23,0,22,24,7,9,9
22830,18,33,38,17,44,51,21,37,37
28809,3,18,28,2,6,13,2,6,23
72528,1,1,5,15,29,33,5,19,25
93871,6,8,8,2,29,32,15,22,28
61981,22,25,33,27,37,57,6,9,13
02614,3,31,34,27,36,63,15,32,35
65669,3,6,7,7,9,34,19,38,46
29773,6,11,34,19,33,39,3,15,26
44878,7,34,35,9,18,39,1,9,35
96717,4,23,44,30,37,38,20,25,32
35650,9,9,27,9,19,19,18,24,41
34492,9,19,37,4,5,13,16,19,42
01103,5,23,28,23,37,46,13,22,30
79133,4,6,23,8,15,21,13,24,27
16250,10,29,46,5,9,12,3,11,19
07087,0,11,20,6,20,37,24,37,62
39838,0,2,5,3,10,38,7,21,35
92699,20,22,25,7,15,22,6,11,25
93872,16,25,51,3,29,37,23,33,34
00443,3,5,26,7,21,36,9,14,22
23806,2,8,26,7,30,38,0,9,34
71368,21,35,39,21,37,57,29,55,80
42822,20,39,48,1,6,14,24,35,36
29795,14,34,47,17,40,43,4,23,39
10561,3,11,15,11,14,27,7,34,36
48486,9,12,13,4,22,31,25,36,53
44988,23,28,48,30,45,55,19,41,42
48678,11,22,24,2,16,18,0,7,36
57438,3,21,42,10,10,31,17,17,25
51460,3,15,32,10,15,35,4,11,11
47343,6,21,37,28,35,43,10,24,42
44978,13,17,17,3,6,7,16,22,38
91254,3,8,34,13,36,53,4,5,23
04492,15,15,17,5,6,16,7,23,52
63566,18,30,57,2,11,18,5,34,53
98409,1,4,20,9,22,33,1,1,1
51799,1,12,23,15,21,26,7,7,14
31351,12,41,42,1,25,27,1,5,8
02417,10,19,26,21,25,30,12,14,32
